CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
41702685,THE KEG ROOM,Manhattan,53,WEST   36 STREET,10018,2126431400,Irish,2023-05-19,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12,A,2023-05-19,2025-09-18,Cycle Inspection / Initial Inspection,40.750640516677,-73.985797754261,105,04,008400,1015922,1008380012,MN17,
50074027,MAKE MY FISH,Manhattan,120,WEST  116 STREET,10026,9173883188,Seafood,2024-06-26,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,,,2025-09-18,Cycle Inspection / Initial Inspection,40.802424314812,-73.95067411965,110,09,021800,1055052,1018250045,MN11,
50139181,BROOKLYN PUTNAM ARMORY,Brooklyn,570,PUTNAM AVENUE,11221,6462628992,American,2024-08-07,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,31,,,2025-09-18,Pre-permit (Operational) / Initial Inspection,40.685277760869,-73.939053529598,303,36,027500,3052156,3018310041,BK35,
50147951,Hummingbird Grill & Bar,Bronx,1345,EAST GUN HILL ROAD,10469,3474302652,Caribbean,2024-12-03,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,16,,,2025-09-18,Pre-permit (Operational) / Compliance Inspection,40.870599513289,-73.846489755395,212,12,036400,2061690,2047590038,BX03,
50125399,PICO DE GALLO BAR & KITCHEN,Manhattan,768,AMSTERDAM AVENUE,10025,6462944060,Mexican,2024-03-20,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,25,,,2025-09-18,Pre-permit (Operational) / Initial Inspection,40.795129851738,-73.969593666186,107,07,018300,1056379,1018690033,MN12,
50086732,AGRA PALACE,Queens,11633,QUEENS BLVD,11375,7182618880,Indian,2025-05-29,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,41,,,2025-09-18,Cycle Inspection / Initial Inspection,40.715966447988,-73.833334211638,406,29,075701,4052806,4022680023,QN17,
50111962,CINNABON,Bronx,2100,BARTOW AVENUE,10475,7863690471,Bakery Products/Desserts,2024-11-25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13,A,2024-11-25,2025-09-18,Cycle Inspection / Re-inspection,40.869419885607,-73.825738432827,210,12,046201,2094224,2051410810,BX13,
50108971,THE NUAA TABLE,Brooklyn,638,BERGEN STREET,11238,7186236395,Thai,2022-12-12,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,19,B,2022-12-12,2025-09-18,Pre-permit (Operational) / Re-inspection,40.679503705375,-73.968705593608,308,35,016300,3028141,3011447504,BK64,
41694265,BURGER KING,Brooklyn,3301,FORT HAMILTON PARKWAY,11218,7184357733,Hamburgers,2024-02-22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,14,,,2025-09-18,Cycle Inspection / Initial Inspection,40.647082480492,-73.981877557793,312,39,049800,3123433,3053030059,BK41,
50102474,ELK CAFE,Brooklyn,154,PROSPECT PARK SOUTHWEST,11218,3474394780,Coffee/Tea,2024-03-18,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,9,A,2024-03-18,2025-09-18,Cycle Inspection / Re-inspection,40.655021472075,-73.973387929973,307,39,050202,3122227,3052680093,BK40,
50076954,FULTON HALL,Brooklyn,250,ASHLAND PLACE,11217,7183018479,American,2024-10-28,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,33,,,2025-09-18,Cycle Inspection / Initial Inspection,40.687715551478,-73.978336401429,302,35,003300,3424470,3021077501,BK68,
50070454,Sushi Q,Bronx,1610,CROSBY AVENUE,10461,7188221627,Japanese,2024-06-20,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,142,,,2025-09-18,Cycle Inspection / Initial Inspection,40.844216634976,-73.830521390885,210,13,026602,2098281,2041680008,BX10,
50098436,PRINCE TEA HOUSE,Manhattan,134,BOWERY,10013,6468923160,Chinese,2022-03-02,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,21,,,2025-09-18,Cycle Inspection / Initial Inspection,40.718892581273,-73.994639276948,102,01,004100,1006950,1004700059,MN24,
50069752,MACDOUGAL STREET ALEHOUSE,Manhattan,122,MACDOUGAL STREET,10012,2122540006,American,2022-07-07,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,27,,,2025-09-18,Cycle Inspection / Initial Inspection,40.729852558187,-74.000591725258,102,01,006500,1008697,1005400010,MN23,
50147140,BURMESE HUT,Queens,8202,45TH AVE,11373,3473098175,Indian,2024-03-20,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05A,"Sewage disposal system is not provided, improper, inadequate or unapproved.",Critical,132,N,,2025-09-18,Pre-permit (Operational) / Initial Inspection,40.741617107084,-73.882767073715,404,25,048500,4038415,4015360201,QN50,
50105704,WHITE RADISH,Queens,10825,ASCAN AVE,11375,2129918980,American,2025-06-17,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,42,,,2025-09-18,Cycle Inspection / Initial Inspection,40.718019150847,-73.840789253107,406,29,073700,4077932,4032550067,QN17,
50110495,DAO HUA XIANG,Brooklyn,772,57 STREET,11220,9173617189,Chinese,2022-10-21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,33,,,2025-09-18,Cycle Inspection / Initial Inspection,40.637432968493,-74.008207780957,307,43,010400,3015880,3008500037,BK34,
40928943,BAKU PALACE,Brooklyn,2001,EMMONS AVENUE,11235,7186154700,Russian,2022-04-21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,56,,,2025-09-18,Cycle Inspection / Initial Inspection,40.583684087202,-73.948103783475,315,48,060800,3247095,3087780052,BK17,
50084492,CLAW DADDY'S,Brooklyn,515,ATLANTIC AVENUE,11217,9292881818,Seafood,2024-06-11,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,29,,,2025-09-18,Cycle Inspection / Initial Inspection,40.685190721913,-73.980349180367,302,33,003900,3000817,3001800065,BK38,
50140001,VAN LEEUWEN ICE CREAM,Manhattan,712,7 AVENUE,10036,7187011630,Frozen Desserts,2024-11-25,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,4,A,2024-11-25,2025-09-18,Cycle Inspection / Initial Inspection,40.759519633696,-73.984406121494,105,03,012500,1024757,1010197501,MN17,
50065563,BERIKONI / GH RESTAURANT & BAR,Brooklyn,125,BRIGHTON BEACH AVENUE,11235,7187085040,Middle Eastern,2024-01-05,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,21,,,2025-09-18,Cycle Inspection / Initial Inspection,40.576354368591,-73.96732860514,313,48,036200,3340585,3086690055,BK19,
41711365,HOMETOWN CUISINE,Brooklyn,5017,8 AVENUE,11220,7188533385,Chinese,2024-05-23,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,20,,,2025-09-18,Cycle Inspection / Initial Inspection,40.640954752743,-74.003855483284,312,38,010800,3137809,3056440003,BK34,
41670224,GYRO KING,Brooklyn,984,CONEY ISLAND AVENUE,11230,7184216600,Bangladeshi,2022-10-24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18,,,2025-09-18,Cycle Inspection / Initial Inspection,40.633533705504,-73.967149184025,314,40,048200,3128000,3054250079,BK42,
50087361,PROOF COFFEE ROASTERS,Manhattan,2286,7 AVENUE,10030,3142300768,Coffee/Tea,2022-12-02,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,21,B,2022-12-02,2025-09-18,Cycle Inspection / Re-inspection,40.814887898189,-73.944013848394,110,09,022800,1058842,1019400031,MN03,
50036930,REINA DE LA NUBE RESTAURANT,Brooklyn,922A,4 AVENUE,11232,7188320200,Spanish,2025-07-22,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,49,,,2025-09-18,Cycle Inspection / Initial Inspection,40.655285265789,-74.003413018685,307,38,008400,3010242,3006880039,BK32,
50141840,CHEESE PLATE,Brooklyn,323,COURT STREET,11231,9294349937,,1900-01-01,,,,Not Applicable,,,,2025-09-18,,40.683161184787,-73.995500280103,306,39,007500,3336110,3004210001,BK33,
50106008,787 COFFEE,Manhattan,228,EAST   80 STREET,10075,9082308846,Coffee/Tea,2021-11-30,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,62,,,2025-09-18,Pre-permit (Operational) / Re-inspection,40.774622152293,-73.956016693691,108,05,013800,1048521,1015250035,MN32,
41608985,HEARTLAND BAGELS II,Staten Island,1024,ROSSVILLE AVENUE,10309,7189668494,Bagels/Pretzels,2025-01-09,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,19,,,2025-09-18,Cycle Inspection / Initial Inspection,40.552153726732,-74.212103535805,503,51,020801,5110507,5070540518,SI32,
41389296,SHANDAR SWEET & RESTAURANT,Brooklyn,679,CONEY ISLAND AVENUE,11218,7187034400,Pakistani,2025-07-29,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,38,Z,2025-07-29,2025-09-18,Cycle Inspection / Re-inspection,40.640788738609,-73.969213862074,314,40,152200,3118218,3051410145,BK42,
41505687,CHINA KING RESTAURANT,Bronx,1254,CASTLE HILL AVENUE,10462,7188280588,Chinese,2025-01-16,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,4,A,2025-01-16,2025-09-18,Cycle Inspection / Initial Inspection,40.833535596444,-73.851432456421,209,18,009200,2026961,2038230088,BX59,
50109831,CHEESEBOAT,Manhattan,747,9 AVENUE,10019,6466844214,Eastern European,2025-05-21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,77,,,2025-09-18,Cycle Inspection / Initial Inspection,40.763741581649,-73.988769527096,104,03,013300,1026686,1010600032,MN15,
50063012,PANADERIA IXTAPAN,Bronx,211,WEST  231 STREET,10463,9292225466,Bakery Products/Desserts,2025-08-13,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,32,Z,2025-08-13,2025-09-18,Cycle Inspection / Re-inspection,40.879122157216,-73.905182888858,208,11,028900,2083162,2057040050,BX29,
50086309,SAMBAK SAMBABJIP,Queens,4111,150TH ST,11355,7184611212,Korean,2023-05-11,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,65,C,2023-05-11,2025-09-18,Cycle Inspection / Re-inspection,40.762350443612,-73.813796674575,407,20,116700,4114917,4050580016,QN51,
40396548,PUGSLEY PIZZA,Bronx,590,EAST  191 STREET,10458,7183650327,Pizza,2025-04-14,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,20,B,2025-04-14,2025-09-18,Cycle Inspection / Re-inspection,40.859069713643,-73.884753619678,206,15,039700,2016269,2032730283,BX06,
