Company Name,Subindustry,Sub Subindustry,Address,Phone,Website,Borough,Postcode,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA,Location 1
705 8th Avenue (8th Avenue Food Court),Café / Deli,,"705 Eighth Ave
Storefront",,,1,10036,40.758759,-73.988695,4,3,121,1024991,1010350029,Clinton                                                                    ,"{'latitude': '40.758759', 'needs_recoding': False, 'longitude': '-73.988695', 'human_address': '{""address"":""705 Eighth Ave Storefront"",""city"":"""",""state"":"""",""zip"":""""}'}"
Avenue Restaurant @ Sheraton Hilton Hotel,Full Serve,American,811 Seventh Ave,(212) 581-3300,,1,10019,40.762674,-73.982095,5,4,131,1023159,1010050001,Midtown-Midtown South                                                      ,"{'latitude': '40.762674', 'needs_recoding': False, 'longitude': '-73.982095', 'human_address': '{""address"":""811 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Azalea,Full Serve,Italian,224 W 51st St,(212) 262-0105,http://www.lunapienanyc.com/azalea_new/,1,10019,40.76228,-73.984164,5,3,131,1024812,1010220043,Midtown-Midtown South                                                      ,"{'latitude': '40.76228', 'needs_recoding': False, 'longitude': '-73.984164', 'human_address': '{""address"":""224 W 51st St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Bella Vita,Full Serve,Italian,211 W 43rd St,(212) 730-1479,www.bellavitanyc.com,1,10036,40.756983,-73.987081,5,3,119,1024706,1010150029,Midtown-Midtown South                                                      ,"{'latitude': '40.756983', 'needs_recoding': False, 'longitude': '-73.987081', 'human_address': '{""address"":""211 W 43rd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Bistro Caterers,Catering,,155 W 51st St,,,1,10019,40.761346,-73.981901,5,4,131,1023157,1010040020,Midtown-Midtown South                                                      ,"{'latitude': '40.761346', 'needs_recoding': False, 'longitude': '-73.981901', 'human_address': '{""address"":""155 W 51st St"",""city"":"""",""state"":"""",""zip"":""""}'}"
CAFÉ @ Times Square,Café / Deli,,159 W 46th St,(212) 391-7351,,1,10036,40.758066,-73.983829,5,4,125,1022661,1009990003,Midtown-Midtown South                                                      ,"{'latitude': '40.758066', 'needs_recoding': False, 'longitude': '-73.983829', 'human_address': '{""address"":""159 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Chipotle Mexican grill,Quick Serve,Mexican,854 Eighth Ave,(212) 757-4312,www.chipotle.com,1,10019,40.763166,-73.985452,5,3,131,1081642,1010230002,Midtown-Midtown South                                                      ,"{'latitude': '40.763166', 'needs_recoding': False, 'longitude': '-73.985452', 'human_address': '{""address"":""854 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Famous Dave's B-B-Q,Full Serve,Barbecue,169 W 47th St,(212) 764-1899,http://www.famousdaves.com/,1,10036,40.758777,-73.983583,5,4,125,1083718,1010000001,Midtown-Midtown South                                                      ,"{'latitude': '40.758777', 'needs_recoding': False, 'longitude': '-73.983583', 'human_address': '{""address"":""169 W 47th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Famous Famiglia Pizza,Quick Serve,Pizza,686 Eighth Ave,(212) 382-3030 ,,1,10036,40.758163,-73.989099,5,3,119,1024703,1010150001,Midtown-Midtown South                                                      ,"{'latitude': '40.758163', 'needs_recoding': False, 'longitude': '-73.989099', 'human_address': '{""address"":""686 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Fu Ying,Quick Serve,Chinese,811 Eighth Ave,(212) 489-5008 ,,1,10019,40.761531,-73.986669,4,3,127,1025144,1010390032,Clinton                                                                    ,"{'latitude': '40.761531', 'needs_recoding': False, 'longitude': '-73.986669', 'human_address': '{""address"":""811 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Green Symphony,Full Serve,Organic,255 W 43rd St,(212) 391-4747 ,,1,10036,40.757359,-73.987973,5,3,119,1024703,1010150001,Midtown-Midtown South                                                      ,"{'latitude': '40.757359', 'needs_recoding': False, 'longitude': '-73.987973', 'human_address': '{""address"":""255 W 43rd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Haru,Full Serve,Japanese,205 W 43rd St,(212) 398-9810,,1,10036,40.75693,-73.986959,5,3,119,1024706,1010150029,Midtown-Midtown South                                                      ,"{'latitude': '40.75693', 'needs_recoding': False, 'longitude': '-73.986959', 'human_address': '{""address"":""205 W 43rd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Insieme @ The Michaelangelo,Full Serve,Italian,777 Seventh Ave,(212) 582-1310,www.restaurantinsieme.com,1,10019,40.761571,-73.9829,5,4,131,1022710,1010037501,Midtown-Midtown South                                                      ,"{'latitude': '40.761571', 'needs_recoding': False, 'longitude': '-73.9829', 'human_address': '{""address"":""777 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Starbucks,Coffee,,684 Eighth Ave,(212) 398-9702,,1,10036,40.758108,-73.989139,5,3,119,1024703,1010150001,Midtown-Midtown South                                                      ,"{'latitude': '40.758108', 'needs_recoding': False, 'longitude': '-73.989139', 'human_address': '{""address"":""684 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
"Metromet, Inc.",Catering,,"224 West 49th Street
Suite 1619",,http://www.metromet.com/metromet/index.php,1,10019,40.761014,-73.985052,5,3,125,1024782,1010200051,Midtown-Midtown South                                                      ,"{'latitude': '40.761014', 'needs_recoding': False, 'longitude': '-73.985052', 'human_address': '{""address"":""224 West 49th Street Suite 1619"",""city"":"""",""state"":"""",""zip"":""""}'}"
Barbetta Restaurant,Full Serve,Italian,321 West 46th Street,(212) 246-9171,barbettarestaurant.com,1,10036,40.76015,-73.988749,4,3,127,1080891,1010370020,Clinton                                                                    ,"{'latitude': '40.76015', 'needs_recoding': False, 'longitude': '-73.988749', 'human_address': '{""address"":""321 West 46th Street"",""city"":"""",""state"":"""",""zip"":""""}'}"
