_id,APPLICATION#,APPLICATION_TYPE,DATE_SUBMITTED,DESCRIPTION,HEARING_DATE,POSTAL,REFERENCE_FILE#,STATUS,STREET_DIRECTION,STREET_NAME,STREET_NUM,STREET_TYPE,X,Y
859019,18 105295 NNY 23 MV,MV,2018-01-15,"To construct a new two storey dwelling with integral garage. Files B0071/15NY, A1129/15NY and A1130/15NY were previously heard on February 9th, 2017 and were refused. ",2018-03-22,M2N,A0054/18NY,OMB Appeal, ,NORTON,52,AVE,311975.835,4847876.525
859020,17 264679 NNY 25 MV,MV,2017-11-20,To construct a new rear deck.,2018-01-25,M4N,A1010/17NY,Closed, ,ROSLIN,38,AVE,312743.312,4843127.334
859021,18 116307 ESC 40 CO,CO,2018-02-12,Proposal to sever the land at 7 Aragon Avenue into 2 lots for detached houses. The proposed lots are shown as PART 1 and PART 2 on the attached draft Reference Plan. Each proposed lot would have a frontage of 11.57 m on Aragon Avenue and a lot area of approximately 750 m2.,2018-05-31,M1T,B0008/18SC,Closed, ,ARAGON,7,AVE,320735.856,4847980.251
859022,18 108757 NNY 25 MV,MV,2018-01-23,To construct a main floor and second-storey addition to existing dwelling.,2018-03-22,M4P,A0048/18NY,Closed, ,BRYNHURST,7,CRT,313004.63800000004,4841558.545
859023,18 108969 WET 05 MV,MV,2018-01-24,To construct a second storey platform in the rear yard. ,2018-09-27,M9B,A0071/18EYK,Closed, ,WILMAR,22,RD,301224.583,4832899.7360000005
859024,18 108969 WET 05 MV,MV,2018-01-24,To construct a second storey platform in the rear yard. ,2018-09-27,M9B,A0071/18EYK,Closed, ,STATLER,5,AVE,301199.773,4832812.848999999
859025,18 108969 WET 05 MV,MV,2018-01-24,To construct a second storey platform in the rear yard. ,2018-09-27,M9B,A0071/18EYK,Closed, ,MONTESSON,1,ST,301277.988,4832886.804
859026,18 108969 WET 05 MV,MV,2018-01-24,To construct a second storey platform in the rear yard. ,2018-09-27,M9B,A0071/18EYK,Closed, ,WILMAR,15,RD,301258.019,4832956.318
859027,18 109006 STE 27 MV,MV,2018-01-24,To erect a structure on the rooftop of 20 Queen Street West to support the establishment of a sign.  20 Queen Street West is a convenience address.,2018-03-28,M5H,A0088/18TEY,Closed,W,QUEEN,20,ST,314410.65,4834498.063999999
859028,18 118403 STE 29 OZ,OZ,2018-02-16,Proposal is to amend the Official Plan to allow for an 18 storey seniors' residence incorporating the original heritage school house.,,M4K,,Under Review , ,BROADVIEW,954,AVE,316238.173,4837750.57
859029,18 109182 WET 17 CO,CO,2018-01-24,To obtain consent to sever the property into two undersized residential lots.,2018-04-26,M6E,B0013/18EYK,Closed, ,WOODCROFT,15,CRES,308876.567,4838507.301
859030,17 215660 STE 19 CO,CO,2017-08-14,To obtain consent for the technical severance of the property for the purpose of re-establishing the two lots which merged on title.,2017-11-08,M6J,B0093/17TEY,Closed, ,CLINTON,8,ST,311752.894,4834670.251
859031,18 116320 ESC 40 MV,MV,2018-02-12,"The owner is requesting consent to sever the land at 7 Aragon Avenue into two lots, and has applied for variances for the proposed south lot, shown as Part 1 on the attached draft Reference Plan. The owner is proposing to demolish the existing dwelling and build a new single family dwelling.",2018-05-31,M1T,A0046/18SC,Closed, ,ARAGON,7,AVE,320735.856,4847980.251
859032,18 116321 ESC 40 MV,MV,2018-02-12,"The owner is requesting consent to sever the land at 7 Aragon Avenue into two lots, and has applied for variances for the proposed north lot, shown as Part 2 on the attached draft Reference Plan. The owner is proposing to demolish the existing dwelling and build a new single family dwelling.",2018-05-31,M1T,A0047/18SC,Closed, ,ARAGON,7,AVE,320735.856,4847980.251
859033,18 149981 WET 13 SA,SA,2018-04-27,Site Plan application for the development of a twelve (12) storey mixed-use building with 193 residential (condominium) units and ground floor retail space fronting on Bloor Street West.,,M6S,,Under Review ,W,BLOOR,2442,ST,305994.37899999996,4834144.381
859034,13 253911 ESC 35 OZ,OZ,2013-10-21,"The applicant has submitted revised drawings and studies to address comments from the City regarding their rezoning amendment application to permit 10, 3-storey townhouses on an ""L"" shaped parcel.  Seven townhouses would be located along the north portion of the site with an enclosed parking space for each dwelling unit accessed from the existing public lane via Thora Avenue. The remaining three townhouses are located to the south with enclosed parking within detached rear garages accessed from Lucy Avenue.  One visitor parking space is proposed in front of each of the three detached garages, and two common visitor parking spaces are proposed for the seven townhouses off the public lane with access from Thora Avenue.

July 16, 2019 Resubmission
Proposal for 3 blocks of buildings on the subject property comprising:
1. A 3-storey detached building containing 1 residential unit fronting onto Thora Avenue;
2. A 3-storey townhouse building containing 5 residential units fronting onto a public lane way;
3. A 3-storey townhouse building containing 10 residential units, located behind the low-scale residential buildings on Thora Avenue and buildings (residential and commercial) on Sneath Avenue; and
4. 1-level of underground parking garage containing 24 parking spaces, garbage /recycling room, storage area and an electrical room.

The application has been appealed to LPAT under Case No. PL180326. A second pre-hearing conference is scheduled on August 28, 2019.
",,   ,,OMB Appeal, ,THORA,45,AVE,321984.303,4838812.432
859035,13 253922 ESC 35 SA,SA,2013-10-21,site plan approval to build 10 townhouses.  See accompanying Rezoning file for description.,,   ,,Under Review , ,THORA,45,AVE,321984.303,4838812.432
859036,13 239603 000 00 MV,MV,2013-09-20,To alter the existing one-storey single family detached dwelling by constructing a second storey addition; a two-storey rear addition; and a rear first floor deck.,2013-11-06,M4E,A0737/13TEY,Closed, ,SCARBOROUGH,455,RD,321824.32,4838113.321
859037,13 247674 000 00 MV,MV,2013-10-08,To construct a second floor addition over the existing one-storey post office that will be converted to a communication broadcast establishment.,2014-01-22,M6H,A0772/13TEY,Closed, ,DOVERCOURT,772,RD,310429.326,4835553.683999999
859038,13 256565 000 00 MV,MV,2013-10-25,"To construct a new two-storey detached dwelling with an integral, below grade, one car garage. The existing dwelling would be demolished.",2013-12-11,M4G,A754/13NY,Closed, ,ROLLAND,8,RD,315284.413,4840225.8780000005
859039,14 122777 STE 20 OZ,OZ,2014-02-27,Proposal to construct a 48-storey office tower.  The subject site includes 151 Front Street West and 20 York Street.,,   ,,Council Approved,W,FRONT,171,ST,314103.933,4833638.549
859040,14 122781 STE 20 SA,SA,2014-02-27,,,   ,,Under Review ,W,FRONT,171,ST,314103.933,4833638.549
859041,14 139737 000 00 MV,MV,2014-04-08,To construct a new detached dwelling with an integral garage.,2014-06-05,M9M,A212/14EYK,Closed, ,GAYDON,67,AVE,302191.794,4842152.142
859042,13 259835 STE 27 SA,SA,2013-11-01,"To obtain Site Plan Approval for the construction of an expanded facility for Casey House, a treatment centre for people with HIV and AIDS. The site is located on the SW corner of Jarvis and Isabella St directly east of the current Casey House at 9 Huntley St.  The site currently houses a Heritage building at 571 Jarvis St  and a coach house at 119 Isabella St.  The proposed construction would incorporate the existing heritage building at 571 Jarvis St.  The heritage listed coach house at 119 Isabella St would be demolished. The proposed construction of a new Healthcare facility will be have a total GFA of 3707 m2 all of which is non-residential.   The proposed Height will be 19.35 m  (4 storeys) and will have 15 institutional parking spaces in a below grade parking structure.  One Type B loading space will be provided.",,M4Y,,Closed, ,JARVIS,571,ST,314550.024,4836324.631
859043,13 256661 000 00 MV,MV,2013-10-25,To alter the existing two-storey single family detached dwelling by constructing a rear two-storey addition; and a rear detached two car garage.,2013-12-11,M4V,A0815/13TEY,Closed, ,FOREST HILL,140,RD,312300.825,4839091.135
859044,13 233390 STE 18 SA,SA,2013-09-10,Proposal for Site Plan Control for an addition of 974m2 of non residential gross floor area for a communication broadcast  establishment. ,,M6H,,Closed, ,DOVERCOURT,772,RD,310429.326,4835553.683999999
859045,14 119675 000 00 MV,MV,2014-02-20,"To demolish the existing one storey addition and to construct a new one storey addition to the west side of the existing building which contains a Residential use and a Religious Meditation use. The use of the building was approved by the Committee of Adjustment by decision A-1074-1998. The building will be used as a Place of Worship (""Meditation Centre"").",2014-04-30,M6R,A0169/14TEY,Closed, ,HIGH PARK,33,GDNS,308252.988,4834088.683999999
859046,13 261318 000 00 MV,MV,2013-11-05,To construct a second storey addition and a two-storey side addition.,2014-01-23,M8Y,A510/13EYK,Closed, ,HUMBERVALE,195,BLVD,304207.178,4832962.162
859047,14 121567 000 00 MV,MV,2014-02-25,To construct a new two-storey detached dwelling with an integral garage. The existing dwelling would be demolished. ,2014-04-03,M3B,A144/14NY,Closed, ,CHELFORD,19,RD,315626.701,4844452.327
859048,14 136473 NNY 09 CD,CD,2014-04-01,"Condo Application for the construction of a mixed use development consisting of 6,633 sq. m. of residential GFA, and 184 sq. m. of retail. The residential component consist of 75 stacked townhouses.",,M3K,,Closed, ,WILSON,877,AVE,307518.583,4843181.146000001
859049,15 148075 NNY 15 SB,SB,2015-04-28,Proposed Phase 1-A Subdivision of the Lawrence Heights Redevelopment includes the provision of new public streets and a publically accessible private space.  Cross Reference OPA/Rezoning file 10 140382 NNY 15 OZ and Rental Housing Demolition File 10 140409 NNY 00 RH and SB 10 170538,,M6A,,Closed, ,ZACHARY,15-29,CRT,309013.978,4842275.962
859050,14 249909 000 00 CO,CO,2014-11-10,To obtain consent  for the technical severance of the property for the purpose of re-establishing the two lots which merged on title.,2015-01-14,M6P,B0077/14TEY,Closed, ,INDIAN,725-729,RD,308149.92699999997,4835553.612
859051,13 268354 000 00 MV,MV,2013-11-21,To construct a two-storey front addition and a new attached front garage.,2014-06-26,M8Y,A534/13EYK,Closed, ,DELROY,72,DR,304711.928,4832049.495
859052,15 139193 STE 27 CD,CD,2015-04-10,To obtain draft plan of condominium for a 7-storey residential building with 21 dwelling units and 3 levels of below grade parking.,,M5R,,Closed, ,HAZELTON,36,AVE,313347.19899999996,4836663.153
859053,15 139268 000 00 MV,MV,2015-04-10,To legalize and maintain the rear second-storey addition and rear third storey addition that was constructed without a permit to the existing three-storey mixed-use building.,2015-07-08,M6K,A0390/15TEY,Closed,W,DUNDAS,1495,ST,310287.609,4834172.58
859054,14 260752 000 00 MV,MV,2014-12-05,"To construct a new two-storey detached dwelling with an integral, at grade, two car garage. The existing dwelling would be demolished.",2015-01-22,M2N,A958/14NY,Closed, ,GREENFIELD,342,AVE,313202.893,4847219.101
859055,15 151732 000 00 MV,MV,2015-05-05,To construct a detached garage in the rear yard of the existing two-storey semi-detached dwelling. ,2015-06-24,M4C,A0472/15TEY,Closed,E,MERRILL,105,AVE,319854.249,4837873.013
859056,15 124671 WET 13 CD,CD,2015-03-06,Draft Plan of Condominium relating to a 14-storey apartment building containing 387 units.,,   ,,Closed,W,BLOOR,1830,ST,307752.155,4834713.234
859057,15 146478 STE 27 OZ,OZ,2015-04-24,"Application for an Official Plan and Zoning Amendment to permit the construction of a 98-storey mixed-use development.  The proposal entails 76,870 m2 of residential GFA and 20,516 m2 non-residential GFA including both office and retail space.  A total of  957 residential units are proposed. ",,M5B,,Closed, ,YONGE,387,ST,314330.834,4835232.62
859058,14 267707 ESC 42 OZ,OZ,2014-12-24,"A residential development located at the north end of the Cedar Brae Golf and Country Club consisting of a total of 37 dwelling units.  Specifically, the development envisions 14 semi-detached dwelling units and 23 street townhouses on an extension of Mac Frost Way. ",,   ,,Closed, ,MAC FROST,49,WAY,326428.8,4855397.586
859059,15 140566 ESC 37 SA,SA,2015-04-14,Fourth Circulation - Proposed alterations to previous site plan approval (File#: 11 231243 ESC 37 SA) that entail splitting the approved but unbuilt pad building into two separate buildings along Victoria Park; and proposed changes to the site that include: a new retail pad building along Victoria Park; demolition of several areas within the existing Mall building; scaled back (from previous circulations) facade improvements of existing enclosed mall building; a new driveway entrance at the existing signalized intersection of Victoria Park Avenue and Combermere Drive; and alterations to the parking areas; and landscaping.,,M1R,,Closed, ,ELLESMERE,85,RD,319890.099,4846142.608
859060,14 265302 000 00 MV,MV,2014-12-17,The applicant is seeking relief from the provisions of the Zoning By-law to construct a second storey addition over the existing one storey dwelling.,2015-02-19,M1L,A305/14SC,Closed, ,ENGELHART,3,CRES,320909.071,4842219.912
859061,15 126643 000 00 CO,CO,2015-03-12,"To obtain consent to the technical severance of the property hat merged on title into two lots, and to create a new easement/right-of-way for the purpose of pedestrian access.",2015-05-13,M5R,B0019/15TEY,Closed,W,ROXBOROUGH,171,ST,313096.603,4837187.558999999
859062,14 260941 000 00 MV,MV,2014-12-05,To construct a new three-storey detached house.,2015-02-11,M4L,A1139/14TEY,Closed, ,REDWOOD,57,AVE,318697.109,4836801.501
