_id,address,dir,end_date,flash_speed,geometry,min_speed,schedule,sign_id,sign_name,speed_limit,start_date,strobe_speed,ward_no
5822,48 Highcastle Road,SB,,41,"{u'type': u'Point', u'coordinates': (-79.215584, 43.788906)}",30,Weekdays from 7 AM - 9 PM,392,Highcastel Rd SB ,40,2019-04-03T13:00:00,46,24.0
5823,10 Waldock Street,WB,,31,"{u'type': u'Point', u'coordinates': (-79.191856, 43.758532)}",20,Weekdays from 7 AM - 9 PM,412,Church Ave WB ,30,2018-10-24T11:00:00,36,24.0
5824,768 Brimorton Drive,NB,,31,"{u'type': u'Point', u'coordinates': (-79.222123, 43.772998)}",20,Weekdays from 7 AM - 9 PM,456,Brimorton Dr NB ,30,2019-03-20T09:00:00,36,24.0
5825,980 Bellamy Road North,SB,,31,"{u'type': u'Point', u'coordinates': (-79.239978, 43.769256)}",20,Weekdays from 7 AM - 9 PM,470,Bellamy Rd SB ,30,2019-03-06T19:00:00,36,24.0
5826,401 Brimorton Drive,NB,,31,"{u'type': u'Point', u'coordinates': (-79.238854, 43.767072)}",20,Weekdays from 7 AM - 9 PM,491,Bellamy Rd NB ,30,2019-03-06T19:00:00,36,24.0
5827,61 Holmfirth Terrace,WB,,31,"{u'type': u'Point', u'coordinates': (-79.217236, 43.760199)}",20,Weekdays from 7 AM - 9 PM,495,Holmfirth Ter WB ,30,2018-01-23T16:00:00,36,24.0
5828, Holmfirth Terrace,EB,2020-05-01T14:00:00,41,"{u'type': u'Point', u'coordinates': (-79.220006, 43.759579)}",30,Weekdays from 7 AM - 9 PM,568,Holmfirth Ter EB ,40,2017-07-11T14:00:00,46,24.0
5829,37 Highcastle Road,NB,,41,"{u'type': u'Point', u'coordinates': (-79.215103, 43.788083)}",30,Weekdays from 7 AM - 9 PM,572,Highcastle Rd NB ,40,2019-04-03T13:00:00,46,24.0
5830,98 Dolly Varden Boulevard,WB,,31,"{u'type': u'Point', u'coordinates': (-79.233008, 43.772582)}",20,Weekdays from 7 AM - 9 PM,704,Brimorton Dr WB ,30,2019-03-07T13:00:00,36,24.0
5831,76 Slan Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.215007, 43.774714)}",5,Weekdays from 7 AM - 9 PM,881,Slane Ave EB ,40,2019-12-16T17:00:00,46,24.0
5832,110 Slan Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.21264, 43.775947)}",5,Weekdays from 7 AM - 9 PM,883,Slane Ave WB ,40,2019-12-16T18:00:00,46,24.0
5833,76 Shoredale Drive,SB,2020-05-15T15:00:00,41,"{u'type': u'Point', u'coordinates': (-79.211793, 43.761443)}",30,Weekdays from 7 AM - 9 PM,998,Shoredale Dr SB ,40,2018-01-23T15:00:00,46,24.0
5834,69 Stevenvale Drive,EB,,41,"{u'type': u'Point', u'coordinates': (-79.220231, 43.759632)}",5,Weekdays from 7 AM - 9 PM,2187,Holmfirth Terr EB ,40,2020-05-01T15:00:00,46,24.0
5835,42 Windover Drive,WB,,41,"{u'type': u'Point', u'coordinates': (-79.209517, 43.76181)}",5,Weekdays from 7 AM - 9 PM,2190,Windover Dr WB ,40,2020-05-01T16:00:00,46,24.0
5836,67 Shoredale Drive,WB,,41,"{u'type': u'Point', u'coordinates': (-79.21191, 43.761458)}",5,Weekdays from 7 AM - 9 PM,2195,Shoredale Dr WB ,40,2020-05-15T16:00:00,46,24.0
5837,95 Sudbury Hall Drive,EB,,31,"{u'type': u'Point', u'coordinates': (-79.173426, 43.801802)}",20,Weekdays from 7 AM - 9 PM,80,Dean Park Rd EB ,30,2019-01-03T19:00:00,36,25.0
5838,134 Hupfield Trail,SB,,41,"{u'type': u'Point', u'coordinates': (-79.219263, 43.814463)}",5,Weekdays from 7 AM - 9 PM,487,Hupfield Trl SB ,40,2019-07-24T12:00:00,46,25.0
5839,573 Morrish Road,NB,,31,"{u'type': u'Point', u'coordinates': (-79.174407, 43.792953)}",20,Weekdays from 7 AM - 9 PM,496,Morrish Rd NB ,30,2019-01-03T19:00:00,36,25.0
5840,45 Canmore Boulevard,EB,,41,"{u'type': u'Point', u'coordinates': (-79.181071, 43.7933)}",5,Weekdays from 7 AM - 9 PM,544,Canmore Blvd EB ,40,2017-05-26T16:00:00,46,25.0
5841,53 Dean Park Road,WB,,31,"{u'type': u'Point', u'coordinates': (-79.171212, 43.803227)}",20,Weekdays from 7 AM - 9 PM,623,Dean Park Rd WB ,30,2019-01-03T19:00:00,36,25.0
5842,694 Morrish Road,SB,,31,"{u'type': u'Point', u'coordinates': (-79.175365, 43.79471)}",20,Weekdays from 7 AM - 9 PM,729,Morrish Rd SB ,30,2019-01-03T19:00:00,36,25.0
5843,60 John Tabor Trail,WB,,41,"{u'type': u'Point', u'coordinates': (-79.208871, 43.806609)}",5,Weekdays from 7 AM - 9 PM,780,John Tabor Trl WB ,40,2019-11-04T18:00:00,46,25.0
5844,3 John Tabor Trail,WB,,51,"{u'type': u'Point', u'coordinates': (-79.2106, 43.805279)}",30,Weekdays from 7 AM - 9 PM,791,Brenyon Way WB ,50,2019-10-30T18:00:00,56,25.0
5845,127 Wickson Trail,NB,,41,"{u'type': u'Point', u'coordinates': (-79.211247, 43.802922)}",5,Weekdays from 7 AM - 9 PM,812,Wickson Trail NB ,40,2019-11-15T16:00:00,46,25.0
5846,88 Canmore Boulevard,WB,,41,"{u'type': u'Point', u'coordinates': (-79.177901, 43.793952)}",5,Weekdays from 7 AM - 9 PM,836,Canmore Blvd WB ,40,2017-05-26T16:00:00,46,25.0
5847,250 Brenyon Way,EB,,51,"{u'type': u'Point', u'coordinates': (-79.213186, 43.806065)}",30,Weekdays from 7 AM - 9 PM,844,Brenyon Way EB ,50,2019-10-30T18:00:00,56,25.0
5848, Morningside Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.191856, 43.782093)}",20,Weekdays from 7 AM - 9 PM,1961,Morningside Ave NB ,30,2020-03-10T04:00:00,36,25.0
5849,206 Morningside Avenue,NB,,51,"{u'type': u'Point', u'coordinates': (-79.185126, 43.765677)}",30,Weekdays from 7 AM - 9 PM,2196,Morningside Ave NB ,50,2020-05-15T15:00:00,56,25.0
5850,75 Hupfield Trail,NB,,41,"{u'type': u'Point', u'coordinates': (-79.220334, 43.812727)}",5,Weekdays from 7 AM - 9 PM,2266,Humpfield Trl NB ,40,2019-10-30T13:00:00,46,25.0
5851,38 Langstaff Road East,EB,2020-05-07T04:00:00,41,"{u'type': u'Point', u'coordinates': (-79.4232815509, 43.8363010848)}",30,Weekdays from 12 AM,2076,Chapman Ave EB ,40,2020-05-06T14:00:00,46,
5852,427 Summeridge Drive,SB,,41,"{u'type': u'Point', u'coordinates': (-79.4707015225, 43.8299094076)}",5,Weekdays from 7 AM - 9 PM,2261,Mount Pleasant Rd SB c,40,2020-07-23T18:00:00,46,
5853,169 Grenoble Drive,WB,,41,"{u'type': u'Point', u'coordinates': (-79.328337, 43.712468)}",5,Weekdays from 7 AM - 9 PM,567,Grenoble Dr WB ,40,2017-05-26T16:00:00,46,16.0
5854,48 Grenoble Drive,WB,2020-10-18T03:00:00,31,"{u'type': u'Point', u'coordinates': (-79.331486, 43.716434)}",20,Weekdays from 7 AM - 9 PM,647,Grenoble Dr WB ,30,2017-05-26T16:00:00,36,16.0
5855,164 Cherokee Boulevard ,SB,2020-10-16T18:00:00,31,"{u'type': u'Point', u'coordinates': (-79.3371011468, 43.7924072346)}",20,Weekdays from 7 AM - 9 PM,349,Cherokee Blvd SB ,30,2017-02-24T15:00:00,36,17.0
5856,2546 Kipling Avenue,SB,,51,"{u'type': u'Point', u'coordinates': (-79.583516, 43.745977)}",30,Weekdays from 7 AM - 9 PM,57,Kipling Ave SB ,50,2019-04-11T09:00:00,56,1.0
5857,136 Main Street,SB,,41,"{u'type': u'Point', u'coordinates': (-79.299939, 43.683148)}",30,Weekdays from 7 AM - 9 PM,465,Main St SB ,40,2018-11-21T20:00:00,46,19.0
5858,91 Main Street,WB,,41,"{u'type': u'Point', u'coordinates': (-79.299147, 43.681859)}",30,Weekdays from 7 AM - 9 PM,587,Swanwick WB ,40,2018-11-02T16:00:00,46,19.0
5859,91 Main Street,NB,,41,"{u'type': u'Point', u'coordinates': (-79.299147, 43.681859)}",30,Weekdays from 7 AM - 9 PM,2232,Main St NB ,40,2020-07-12T04:00:00,46,19.0
5860,669 Seneca Hill Drive ,SB,,31,"{u'type': u'Point', u'coordinates': (-79.3506784888, 43.7924962978)}",20,Weekdays from 7 AM - 9 PM,649,Seneca Hill Dr SB ,30,2016-11-10T18:00:00,36,17.0
5861,34 Farr Avenue,SB,,51,"{u'type': u'Point', u'coordinates': (-79.582296, 43.744024)}",30,Weekdays from 7 AM - 9 PM,644,Kipling Ave SB ,50,2019-04-03T13:00:00,56,1.0
5862,115 Rathburn Road,EB,2020-10-16T18:00:00,31,"{u'type': u'Point', u'coordinates': (-79.5406593533, 43.6603512367)}",20,Weekdays from 7 AM - 9 PM,29,Rathburn Rd EB ,30,2016-11-09T15:00:00,36,2.0
5863,127 Sun Row Drive,NB,,31,"{u'type': u'Point', u'coordinates': (-79.536916, 43.684964)}",20,Weekdays from 7 AM - 9 PM,443,Sunrow Dr NB ,30,2017-06-16T18:00:00,36,2.0
5864,127 Sun Row Drive,NB,,31,"{u'type': u'Point', u'coordinates': (-79.536916, 43.684964)}",20,Weekdays from 7 AM - 9 PM,2008,Sun Row Dr NB ,30,2020-03-10T04:00:00,36,2.0
5865,18 Brampton Road,SB,,41,"{u'type': u'Point', u'coordinates': (-79.561768, 43.686185)}",5,Weekdays from 7 AM - 9 PM,2414,Brampton Rd SB c - ,40,2020-10-26T15:00:00,46,2.0
5866,380 The Westway,WB,,41,"{u'type': u'Point', u'coordinates': (-79.562045, 43.684607)}",5,Weekdays from 7 AM - 9 PM,2415,The Westway WB c - ,40,2020-10-26T16:00:00,46,2.0
5867,17 Jardine Place,NB,,61,"{u'type': u'Point', u'coordinates': (-79.555366, 43.686783)}",30,Weekdays from 7 AM - 9 PM,2416,Kipling Ave NB - C,60,2020-10-26T17:00:00,66,2.0
5868,380 The Westway,WB,,41,"{u'type': u'Point', u'coordinates': (-79.562045, 43.684607)}",5,Weekdays from 7 AM - 9 PM,2433,The Westway WB ,40,2020-10-27T04:00:00,46,2.0
5869,18 Brampton Road,SB,,41,"{u'type': u'Point', u'coordinates': (-79.561768, 43.686185)}",5,Weekdays from 7 AM - 9 PM,2448,Brampton Rd SB ,40,2020-10-27T04:00:00,46,2.0
5870,17 Jardine Place,NB,,61,"{u'type': u'Point', u'coordinates': (-79.555366, 43.686783)}",30,Weekdays from 7 AM - 9 PM,2454,Kipling Ave NB ,60,2020-10-27T04:00:00,66,2.0
5871,17 Jardine Place,SB,,61,"{u'type': u'Point', u'coordinates': (-79.555366, 43.686783)}",30,Weekdays from 7 AM - 9 PM,2462,Kipling Ave SB ,60,2020-10-28T04:00:00,66,2.0
5872,2447 Dundas Street West ,SB,2020-10-16T18:00:00,31,"{u'type': u'Point', u'coordinates': (-79.4534178229, 43.6591869669)}",20,Weekdays from 7 AM - 9 PM,586,Dundas St W SB ,30,2016-11-17T18:00:00,36,4.0
5873,1515 Bloor Street West,WB,2020-10-12T14:00:00,41,"{u'type': u'Point', u'coordinates': (-79.450857, 43.656642)}",30,Weekdays from 12 AM,2191,Bloor St W WB ,40,2020-05-07T04:00:00,46,4.0
5874,2860 Keele Street,SB,,31,"{u'type': u'Point', u'coordinates': (-79.48343, 43.732043)}",20,Weekdays from 7 AM - 9 PM,665,Keele St SB ,30,2019-03-20T11:00:00,36,6.0
5875,300 Caledonia Road,NB,2020-10-16T18:00:00,31,"{u'type': u'Point', u'coordinates': (-79.4581544476, 43.6837699201)}",20,Weekdays from 7 AM - 9 PM,52,303 Caledonia Rd NB ,30,2018-06-12T13:00:00,36,9.0
5876,93 Margueretta Street,SB,2020-10-16T18:00:00,31,"{u'type': u'Point', u'coordinates': (-79.436891, 43.653022)}",20,Weekdays from 7 AM - 9 PM,398,Brock Ave SB ,30,2018-01-24T20:00:00,36,9.0
5877,370 Spadina Avenue,SB,2020-10-16T18:00:00,31,"{u'type': u'Point', u'coordinates': (-79.3991406413, 43.6549294281)}",20,Weekdays from 7 AM - 9 PM,439,Spadina Ave SB ,30,2017-05-10T16:00:00,36,11.0
5878,1384 Bathurst Street,SB,,31,"{u'type': u'Point', u'coordinates': (-79.41732, 43.680551)}",20,Weekdays from 7 AM - 9 PM,66,Bathurst St SB ,30,2019-03-20T12:00:00,36,12.0
5879,540 Jones Avenue,SB,2020-10-16T18:00:00,31,"{u'type': u'Point', u'coordinates': (-79.3390653421, 43.6771506849)}",20,Weekdays from 7 AM - 9 PM,27,Jones Ave SB ,30,2017-03-07T16:00:00,36,14.0
5880,42 Keewatin Avenue,EB,2020-10-16T18:00:00,31,"{u'type': u'Point', u'coordinates': (-79.398038, 43.712579)}",20,Weekdays from 7 AM - 9 PM,94,Keewatin Ave EB ,30,2017-11-30T20:00:00,36,15.0
5881,33 Erskine Avenue,EB,2020-10-16T18:00:00,31,"{u'type': u'Point', u'coordinates': (-79.398131, 43.711185)}",20,Weekdays from 7 AM - 9 PM,267,Erskine Ave EB ,30,2017-11-30T21:00:00,36,15.0
5882,194 Keewatin Avenue,WB,2020-10-16T18:00:00,31,"{u'type': u'Point', u'coordinates': (-79.393336945, 43.7135894101)}",20,Weekdays from 7 AM - 9 PM,350,Keewatin Ave WB ,30,2017-11-30T20:00:00,36,15.0
5883,303 Blythwood Road ,EB,2020-10-16T18:00:00,31,"{u'type': u'Point', u'coordinates': (-79.3908789822, 43.7185310166)}",20,Weekdays from 7 AM - 9 PM,366,Blythwood Rd EB ,30,2017-01-12T16:00:00,36,15.0
