Account Number,Assessment Year,Suite,House Number,Street Name,Legal Description,Latitude,Longitude,Point Location,Neighbourhood,Actual Year Built,Garage,Zoning,Lot Size,Assessed Value,Assessment Class 1,Assessment Class % 1,Assessment Class 2,Assessment Class % 2,Assessment Class 3,Assessment Class % 3
10028782,2018,,37,CRYSTAL CRESCENT NW,,53.49851,-113.36777,POINT (-113.36777 53.49851),MAPLE RIDGE,2004,Y,RMH,,173000.00,RESIDENTIAL,100,,,,
10029966,2015,,,,,,,,SPUR LINES,,N,AG,,2224.00,COMMERCIAL,100,,,,
10030546,2012,,11936,109 STREET NW,,,,,EDMONTON MUNICIPAL AIRPORT,,N,MA,8010.0000,1152500.00,COMMERCIAL,100,,,,
10030561,2013,,101,AIRPORT ROAD NW,,,,,EDMONTON MUNICIPAL AIRPORT,2004,N,MA1,12916.0000,21624500.00,COMMERCIAL,100,,,,
10032422,2018,,,,,,,,PIPELINES OIL FIELD,1991,N,AG,,28470.00,,,,,,
10032804,2015,,,,,53.5326,-113.43338,POINT (-113.43338 53.5326),OTTEWELL,,N,RF1,223.0140,8000.00,RESIDENTIAL,100,,,,
10059890,2013,,318,MAPLE WOOD DRIVE NW,,53.50431,-113.36335,POINT (-113.36335 53.50431),MAPLE RIDGE,2006,N,RMH,,97000.00,RESIDENTIAL,100,,,,
10094690,2013,,229,OAK WOOD DRIVE NW,,,,,SOUTHEAST (ANNEXED) INDUSTRIAL,2007,N,RMH,,89500.00,RESIDENTIAL,100,,,,
10109652,2016,,,,,,,,SPUR LINES,,N,AG,,6108.00,COMMERCIAL,100,,,,
10143333,2013,,101,AIRPORT ROAD NW,,,,,EDMONTON MUNICIPAL AIRPORT,,N,MA1,10826.0000,1486000.00,COMMERCIAL,100,,,,
10150222,2018,,,,,,,,PIPELINES OIL FIELD,1991,N,AG,,3217500.00,,,,,,
10189214,2018,,,,,,,,COMMUNICATIONS & TRANSMITTING,1991,N,AG,,3243100.00,,,,,,
10193712,2012,,,,,,,,RURAL NORTH WEST,,N,AG,15000.0000,97500.00,COMMERCIAL,100,,,,
10211479,2014,,,,,,,,SPUR LINES,,N,AG,,5972.00,COMMERCIAL,100,,,,
10220985,2016,1026,10770,WINTERBURN ROAD NW,,53.55223,-113.69679,POINT (-113.69679 53.55223),WESTVIEW VILLAGE,2010,N,RMH,,89500.00,RESIDENTIAL,100,,,,
10242823,2014,,704,EVERGREEN PARK NW,,53.63389,-113.3504,POINT (-113.3504 53.63389),EVERGREEN,2010,N,RMH,,82500.00,RESIDENTIAL,100,,,,
10285625,2013,,2340,28 AVENUE SW,,53.40955,-113.37773,POINT (-113.37773 53.40955),RURAL SOUTH EAST,2000,N,RR,,109500.00,COMMERCIAL,100,,,,
10289354,2012,,,,,,,,SPUR LINES,,N,AG,,0.00,COMMERCIAL,100,,,,
10302564,2014,,2109,64 AVENUE NW,,,,,SPUR LINES,,N,AG,,3452.00,COMMERCIAL,100,,,,
10408756,2015,,,,53-25-4-OT,,,,ANTHONY HENDAY RAMPART,,N,AG,1.0000,500.00,COMMERCIAL,100,,,,
10494270,2015,,,,,,,,PIPELINES OIL FIELD,1991,N,AG,,211230.00,COMMERCIAL,100,,,,
10501123,2014,,240,EVERGREEN PARK NW,,53.63122,-113.35222,POINT (-113.35222 53.63122),EVERGREEN,2013,N,RMH,,106000.00,RESIDENTIAL,100,,,,
10764888,2016,1205,10112,119 STREET NW,Plan: 1525535  Unit: 65,,,,OLIVER,2015,N,DC2,9.8520,332000.00,RESIDENTIAL,100,,,,
10772698,2018,,,,,,,,PIPELINES OIL FIELD,1991,N,AG,,3623860.00,,,,,,
10774349,2018,,,,Plan: 1620778  Unit: 536,,,,MACTAGGART,2016,N,RA7,4.3100,11500.00,RESIDENTIAL,100,,,,
10775802,2017,,1655,18 STREET NW,Plan: 1620504  Block: 1  Lot: 25,,,,LAUREL,,N,RSL,806.6830,170000.00,RESIDENTIAL,100,,,,
10854263,2018,,,,Plan: 1722355  Block: OT,,,,CHAPPELLE AREA,,N,RF5,40.0000,500.00,RESIDENTIAL,100,,,,
10879119,2018,,,,,,,,PIPELINES OIL FIELD,1991,N,AG,,1906680.00,,,,,,
1063759,2015,,,,Plan: 8121978  Unit: 88,53.51937,-113.5186,POINT (-113.5186 53.51937),GARNEAU,1981,N,RA9,0.3310,6000.00,RESIDENTIAL,100,,,,
1063478,2016,,,,Plan: 8121978  Unit: 60,53.51937,-113.5186,POINT (-113.5186 53.51937),GARNEAU,1981,N,RA9,0.3310,6000.00,RESIDENTIAL,100,,,,
1082635,2015,,,,Plan: 8122243  Unit: 139,53.54077,-113.53211,POINT (-113.53211 53.54077),OLIVER,1975,N,DC1,0.4410,9000.00,RESIDENTIAL,100,,,,
1029032,2019,10,10415,78 AVENUE NW,Plan: 8120394  Unit: 10,53.51397,-113.49867,POINT (-113.49867 53.51397),QUEEN ALEXANDRA,1962,N,RA7,78.3530,90000.00,RESIDENTIAL,100,,,,
1007772,2017,,15245,83 STREET NW,Plan: 8023176  Block: 47  Lot: 136,53.61517,-113.46805,POINT (-113.46805 53.61517),EVANSDALE,1983,Y,RF1,554.6470,387500.00,RESIDENTIAL,100,,,,
1016567,2019,,600,WOLF WILLOW ROAD NW,Plan: 4697TR  Block: 8  Lot: 31,53.50753,-113.60086,POINT (-113.60086 53.50753),WESTRIDGE,1975,Y,RF1,933.0110,699500.00,RESIDENTIAL,100,,,,
1004563,2013,,17315,53 AVENUE NW,Plan: 6348AC  Block: A,53.49055,-113.61936,POINT (-113.61936 53.49055),RIVER VALLEY OLESKIW,,N,A,8036.7220,39500.00,COMMERCIAL,100,,,,
1028604,2012,66,10453,20 AVENUE NW,Plan: 8120013  Unit: 42,53.44972,-113.49878,POINT (-113.49878 53.44972),KEHEEWIN,1980,N,RF5,237.1320,223500.00,RESIDENTIAL,100,,,,
1032259,2016,102,8108,125 AVENUE NW,Plan: 8120903  Unit: 1,53.58166,-113.46677,POINT (-113.46677 53.58166),ELMWOOD PARK,1965,N,RA7,81.1730,79500.00,RESIDENTIAL,100,,,,
1035898,2018,,9504,178 AVENUE NW,Plan: 8120894  Block: 1  Lot: 165,53.64028,-113.48847,POINT (-113.48847 53.64028),LAGO LINDO,1986,Y,RF1,495.7250,355500.00,RESIDENTIAL,100,,,,
1032143,2013,,2540,79 STREET NW,Plan: 8120949  Unit: 38,53.45703,-113.45432,POINT (-113.45432 53.45703),MEYONOHK,1980,N,RF5,242.2070,187500.00,RESIDENTIAL,100,,,,
1005826,2017,204,10829,117 STREET NW,Plan: 8023093  Unit: 9,53.55379,-113.52262,POINT (-113.52262 53.55379),QUEEN MARY PARK,1980,N,RA7,92.8710,134500.00,RESIDENTIAL,100,,,,
1001346,2019,,1607,184 STREET NW,Plan: 5580HW  Block: C,53.44626,-113.63877,POINT (-113.63877 53.44626),RIVER'S EDGE,,N,A,16087.6940,79500.00,RESIDENTIAL,100,,,,
1021054,2012,,222,WOLF WILLOW CRESCENT NW,Plan: 7521087  Block: 13  Lot: 30,53.50396,-113.59637,POINT (-113.59637 53.50396),WESTRIDGE,1977,Y,RF1,834.4030,806000.00,RESIDENTIAL,100,,,,
1031939,2014,,7929,27 AVENUE NW,Plan: 8120949  Unit: 17,53.45703,-113.45432,POINT (-113.45432 53.45703),MEYONOHK,1980,N,RF5,243.3440,192500.00,RESIDENTIAL,100,,,,
1031491,2016,,1039,109 STREET NW,Plan: 8120984  Unit: 4,53.44148,-113.50558,POINT (-113.50558 53.44148),BEARSPAW,1980,Y,RF5,412.9220,356500.00,RESIDENTIAL,100,,,,
1012434,2017,,15126,45 AVENUE NW,Plan: 8023171  Unit: 12,53.48456,-113.58192,POINT (-113.58192 53.48456),RAMSAY HEIGHTS,1980,Y,RF5,354.0880,327500.00,RESIDENTIAL,100,,,,
1012970,2018,,10631,10 AVENUE NW,Plan: 8023036  Block: 12  Lot: 35,53.43961,-113.49988,POINT (-113.49988 53.43961),BEARSPAW,1984,Y,RF1,510.7670,417500.00,RESIDENTIAL,100,,,,
1014984,2015,,292,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 6  Lot: 23,53.50824,-113.60835,POINT (-113.60835 53.50824),WESTRIDGE,1985,Y,RF1,619.7900,607500.00,RESIDENTIAL,100,,,,
1012780,2019,,84,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 3  Lot: 9,53.50738,-113.61327,POINT (-113.61327 53.50738),WESTRIDGE,1979,Y,RF1,635.1320,535500.00,RESIDENTIAL,100,,,,
1037217,2018,,18020,95 STREET NW,Plan: 8120894  Block: 12  Lot: 6,53.64234,-113.489,POINT (-113.489 53.64234),LAGO LINDO,1986,Y,RF1,488.0100,412000.00,RESIDENTIAL,100,,,,
1030170,2015,,6113,38 AVENUE NW,Plan: 8120902  Unit: 30,53.47351,-113.43127,POINT (-113.43127 53.47351),HILLVIEW,1980,N,RF5,241.2480,226000.00,RESIDENTIAL,100,,,,
1018316,2015,,80,WILLOW WAY NW,Plan: 7921480  Unit: 11,53.50354,-113.60145,POINT (-113.60145 53.50354),WESTRIDGE,1978,Y,RF5,610.5270,492000.00,RESIDENTIAL,100,,,,
1024967,2012,200,17413,107 AVENUE NW,Plan: 8120652  Unit: 3,53.55286,-113.6215,POINT (-113.6215 53.55286),MCNAMARA INDUSTRIAL,1980,N,IM,1084.4240,716000.00,COMMERCIAL,100,,,,
1027275,2014,5,3812,20 AVENUE NW,Plan: 8120611  Unit: 17,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,226.0370,177500.00,RESIDENTIAL,100,,,,
1034321,2013,,11012,JASPER AVENUE NW,Plan: NB  Block: 10  Lot: 89 / Plan: NB  Block: 10  Lot: 90 / Plan: NB  Block: 10  Lot: 91 / Plan: NB  Block: 10  Lot: 92,53.54128,-113.51144,POINT (-113.51144 53.54128),DOWNTOWN,1981,N,DC1,2975.6720,34949500.00,OTHER RESIDENTIAL,92,COMMERCIAL,8,,
1007848,2013,,8312,152C AVENUE NW,Plan: 8023176  Block: 47  Lot: 141,53.61557,-113.46866,POINT (-113.46866 53.61557),EVANSDALE,1982,Y,RF1,548.5410,364500.00,RESIDENTIAL,100,,,,
1032192,2017,,2592,79 STREET NW,Plan: 8120949  Unit: 43,53.45703,-113.45432,POINT (-113.45432 53.45703),MEYONOHK,1980,N,RF5,241.0700,208500.00,RESIDENTIAL,100,,,,
1015874,2018,,1403,105 STREET NW,Plan: 8023036  Block: 19  Lot: 1,53.44474,-113.49768,POINT (-113.49768 53.44474),BEARSPAW,1982,N,RF5,1469.3300,1104000.00,OTHER RESIDENTIAL,100,,,,
1009034,2014,,8520,152B AVENUE NW,Plan: 8023176  Block: 49  Lot: 41,53.6147,-113.47337,POINT (-113.47337 53.6147),EVANSDALE,1982,Y,RF1,465.5260,341000.00,RESIDENTIAL,100,,,,
1028216,2016,38,10453,20 AVENUE NW,Plan: 8120013  Unit: 4,53.44972,-113.49878,POINT (-113.49878 53.44972),KEHEEWIN,1980,N,RF5,238.6820,250500.00,RESIDENTIAL,100,,,,
1016484,2012,,608,WOLF WILLOW ROAD NW,Plan: 4697TR  Block: 8  Lot: 27,53.50693,-113.6012,POINT (-113.6012 53.50693),WESTRIDGE,1975,Y,RF1,591.2690,492500.00,RESIDENTIAL,100,,,,
1012517,2013,,4518,151 STREET NW,Plan: 8023171  Unit: 16,53.48456,-113.58192,POINT (-113.58192 53.48456),RAMSAY HEIGHTS,1980,Y,RF5,354.0880,322500.00,RESIDENTIAL,100,,,,
1006485,2019,113,14004,26 STREET NW,Plan: 8023191  Unit: 8,53.60417,-113.38284,POINT (-113.38284 53.60417),BANNERMAN,1980,N,RA7,150.2120,113000.00,RESIDENTIAL,100,,,,
1007103,2018,,8851,152B AVENUE NW,Plan: 8023176  Block: 31  Lot: 95,53.61415,-113.4794,POINT (-113.4794 53.61415),EVANSDALE,1981,Y,RF1,737.5490,417500.00,RESIDENTIAL,100,,,,
1031350,2013,303,11026,106 STREET NW,Plan: 8120692  Unit: 18,53.55767,-113.50345,POINT (-113.50345 53.55767),CENTRAL MCDOUGALL,1979,N,RA7,93.0790,125500.00,RESIDENTIAL,100,,,,
1012608,2013,,1052,107 STREET NW,Plan: 8023036  Block: 12  Lot: 12,53.44144,-113.50238,POINT (-113.50238 53.44144),BEARSPAW,1984,Y,RF1,603.6200,395500.00,RESIDENTIAL,100,,,,
1012822,2014,,108,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 3  Lot: 11,53.50752,-113.61377,POINT (-113.61377 53.50752),WESTRIDGE,1974,Y,RF1,591.6360,502000.00,RESIDENTIAL,100,,,,
1006048,2013,102,10138,116 STREET NW,Plan: 8022063  Unit: 8,53.54195,-113.52183,POINT (-113.52183 53.54195),OLIVER,1979,N,RA8,54.7590,189000.00,RESIDENTIAL,100,,,,
1018381,2012,,94,WILLOW WAY NW,Plan: 7921480  Unit: 18,53.50354,-113.60145,POINT (-113.60145 53.50354),WESTRIDGE,1978,Y,RF5,530.6450,580500.00,RESIDENTIAL,100,,,,
1008754,2015,,8704,152B AVENUE NW,Plan: 8023176  Block: 49  Lot: 18,53.61461,-113.47498,POINT (-113.47498 53.61461),EVANSDALE,1982,Y,RF1,596.6740,423000.00,RESIDENTIAL,100,,,,
1014893,2016,,10420,16 AVENUE NW,Plan: 8023036  Block: 12  Lot: 139,53.44653,-113.49512,POINT (-113.49512 53.44653),BEARSPAW,1983,Y,RF1,510.8170,445000.00,RESIDENTIAL,100,,,,
1032754,2016,,10145,84 AVENUE NW,Plan: I  Block: 78  Lot: 27 / Plan: I  Block: 78  Lot: 28 / Plan: I  Block: 78  Lot: 29 / Plan: I  Block: 78  Lot: 30 / Plan: I  Block: 78  Lot: 31 / Plan: I  Block: 78  Lot: 32,53.51974,-113.49348,POINT (-113.49348 53.51974),STRATHCONA,1981,N,RA7,2434.4690,4649000.00,OTHER RESIDENTIAL,100,,,,
1030014,2018,,6145,38 AVENUE NW,Plan: 8120902  Unit: 14,53.47351,-113.43127,POINT (-113.43127 53.47351),HILLVIEW,1980,N,RF5,238.7430,217500.00,RESIDENTIAL,100,,,,
1018423,2013,,13805,75 STREET NW,Plan: 8022739  Block: 13  Lot: 66,53.6012,-113.45629,POINT (-113.45629 53.6012),KILDARE,1982,N,RA7,6400.0000,13072000.00,OTHER RESIDENTIAL,100,,,,
1017227,2015,,86,WOLF CRESCENT NW,Plan: 4697TR  Block: 9  Lot: 16,53.5066,-113.59986,POINT (-113.59986 53.5066),WESTRIDGE,1976,Y,RF1,628.2040,520000.00,RESIDENTIAL,100,,,,
1008465,2012,,15221,84 STREET NW,Plan: 8023176  Block: 48  Lot: 16,53.61474,-113.47022,POINT (-113.47022 53.61474),EVANSDALE,1982,Y,RF1,603.9120,413000.00,RESIDENTIAL,100,,,,
1027424,2018,29,3812,20 AVENUE NW,Plan: 8120611  Unit: 32,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,226.0370,174500.00,RESIDENTIAL,100,,,,
1031400,2012,407,11026,106 STREET NW,Plan: 8120692  Unit: 23,53.55767,-113.50345,POINT (-113.50345 53.55767),CENTRAL MCDOUGALL,1979,N,RA7,118.2760,157000.00,RESIDENTIAL,100,,,,
1013374,2013,,10434,10A AVENUE NW,Plan: 8023036  Block: 12  Lot: 59,53.44159,-113.49609,POINT (-113.49609 53.44159),BEARSPAW,1985,Y,RF1,612.9430,482500.00,RESIDENTIAL,100,,,,
1027697,2016,61,3812,20 AVENUE NW,Plan: 8120611  Unit: 59,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,236.5510,202500.00,RESIDENTIAL,100,,,,
1010446,2016,,57,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 1  Lot: 19,53.5069,-113.61146,POINT (-113.61146 53.5069),WESTRIDGE,1974,Y,RF1,817.3350,575500.00,RESIDENTIAL,100,,,,
1021286,2019,,104,WOLF WILLOW CRESCENT NW,Plan: 7521533  Block: 13  Lot: 43,53.50342,-113.59774,POINT (-113.59774 53.50342),WESTRIDGE,1976,Y,RF1,721.7480,527000.00,RESIDENTIAL,100,,,,
1010859,2019,,256,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 53  Lot: 8,53.47681,-113.58879,POINT (-113.58879 53.47681),RHATIGAN RIDGE,1982,Y,RF1,689.1980,499500.00,RESIDENTIAL,100,,,,
1031194,2017,107,11026,106 STREET NW,Plan: 8120692  Unit: 2,53.55767,-113.50345,POINT (-113.50345 53.55767),CENTRAL MCDOUGALL,1979,N,RA7,125.0940,188500.00,RESIDENTIAL,100,,,,
1006956,2019,,8815,152B AVENUE NW,Plan: 8023176  Block: 31  Lot: 85,53.61421,-113.47723,POINT (-113.47723 53.61421),EVANSDALE,1981,Y,RF1,478.9830,333000.00,RESIDENTIAL,100,,,,
1016583,2014,,10452,14 AVENUE NW,Plan: 8023036  Block: 19  Lot: 41,53.44554,-113.49729,POINT (-113.49729 53.44554),BEARSPAW,1985,Y,RF1,606.5150,438000.00,RESIDENTIAL,100,,,,
1031723,2012,,1051,109 STREET NW,Plan: 8120984  Unit: 27,53.44148,-113.50558,POINT (-113.50558 53.44148),BEARSPAW,1980,Y,RF5,491.1170,355000.00,RESIDENTIAL,100,,,,
1006774,2014,303,14004,26 STREET NW,Plan: 8023191  Unit: 31,53.60417,-113.38284,POINT (-113.38284 53.60417),BANNERMAN,1980,N,RA7,119.1330,111000.00,RESIDENTIAL,100,,,,
1036656,2014,,18020,94 STREET NW,Plan: 8120894  Block: 1  Lot: 240,53.64266,-113.48774,POINT (-113.48774 53.64266),LAGO LINDO,1987,Y,RF1,509.8070,349000.00,RESIDENTIAL,100,,,,
1010875,2016,,252,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 53  Lot: 9,53.47686,-113.58853,POINT (-113.58853 53.47686),RHATIGAN RIDGE,1983,Y,RF1,689.1810,495000.00,RESIDENTIAL,100,,,,
1008176,2014,,15219,85 STREET NW,Plan: 8023176  Block: 47  Lot: 162,53.61514,-113.47137,POINT (-113.47137 53.61514),EVANSDALE,1981,Y,RF1,471.2370,371500.00,RESIDENTIAL,100,,,,
1017011,2012,,10412,12 AVENUE NW,Plan: 8023036  Block: 20  Lot: 25,53.44285,-113.49499,POINT (-113.49499 53.44285),BEARSPAW,1983,Y,RF1,553.0280,441000.00,RESIDENTIAL,100,,,,
1030550,2016,17,10160,119 STREET NW,Plan: 8120783  Unit: 17,53.54227,-113.52735,POINT (-113.52735 53.54227),OLIVER,1980,N,RA8,63.6370,248000.00,RESIDENTIAL,100,,,,
1017573,2017,,1024,106 STREET NW,Plan: 8023036  Block: 21  Lot: 19,53.44037,-113.4997,POINT (-113.4997 53.44037),BEARSPAW,1984,Y,RF1,585.2430,473000.00,RESIDENTIAL,100,,,,
1005719,2014,209,11429,124 STREET NW,Plan: 8023194  Unit: 19,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971,N,RA8,57.1800,103500.00,RESIDENTIAL,100,,,,
1014984,2013,,292,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 6  Lot: 23,53.50824,-113.60835,POINT (-113.60835 53.50824),WESTRIDGE,1985,Y,RF1,619.7900,528500.00,RESIDENTIAL,100,,,,
1031988,2019,,2572,79 STREET NW,Plan: 8120949  Unit: 22,53.45703,-113.45432,POINT (-113.45432 53.45703),MEYONOHK,1980,N,RF5,241.0700,182000.00,RESIDENTIAL,100,,,,
1036045,2013,,9536,178A AVENUE NW,Plan: 8120894  Block: 1  Lot: 180,53.64114,-113.49015,POINT (-113.49015 53.64114),LAGO LINDO,1983,Y,RF1,534.7480,309500.00,RESIDENTIAL,100,,,,
1032085,2018,,2552,79 STREET NW,Plan: 8120949  Unit: 32,53.45703,-113.45432,POINT (-113.45432 53.45703),MEYONOHK,1980,N,RF5,241.0700,193500.00,RESIDENTIAL,100,,,,
1030956,2017,,3337,138 AVENUE NW,Plan: 8120789  Unit: 14,53.60005,-113.39268,POINT (-113.39268 53.60005),HAIRSINE,1979,N,RF5,246.6550,189500.00,RESIDENTIAL,100,,,,
1016971,2014,,1212,104 STREET NW,Plan: 8023036  Block: 20  Lot: 23,53.44307,-113.49486,POINT (-113.49486 53.44307),BEARSPAW,1986,Y,RF1,475.0000,362000.00,RESIDENTIAL,100,,,,
1035625,2013,,10865,21 AVENUE NW,Plan: 8120956  Block: 7  Lot: 49A,53.45224,-113.50871,POINT (-113.50871 53.45224),KEHEEWIN,1982,Y,RF4,353.6970,293500.00,RESIDENTIAL,100,,,,
1011329,2016,,191,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 2  Lot: 11,53.51124,-113.61326,POINT (-113.61326 53.51124),WESTRIDGE,1975,Y,RF1,759.1270,471000.00,RESIDENTIAL,100,,,,
1034016,2017,,245,RHATIGAN ROAD WEST NW,Plan: 8120653  Block: 52  Lot: 58,53.47809,-113.58848,POINT (-113.58848 53.47809),RHATIGAN RIDGE,1981,Y,RF1,901.0890,577500.00,RESIDENTIAL,100,,,,
1015478,2014,,10708,11 AVENUE NW,Plan: 8023036  Block: 17  Lot: 41,53.4419,-113.50227,POINT (-113.50227 53.4419),BEARSPAW,1983,Y,RF1,510.8320,365000.00,RESIDENTIAL,100,,,,
1034594,2013,,10846,21 AVENUE NW,Plan: 8120954  Block: 2  Lot: 44,53.45323,-113.50573,POINT (-113.50573 53.45323),KEHEEWIN,1982,N,RF4,381.9570,295500.00,RESIDENTIAL,100,,,,
1027390,2014,32,3812,20 AVENUE NW,Plan: 8120611  Unit: 29,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,236.5510,179500.00,RESIDENTIAL,100,,,,
1011188,2015,,163,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 2  Lot: 4,53.51026,-113.61424,POINT (-113.61424 53.51026),WESTRIDGE,1986,Y,RF1,591.0910,523500.00,RESIDENTIAL,100,,,,
1010560,2017,,81,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 1  Lot: 24,53.50693,-113.61295,POINT (-113.61295 53.50693),WESTRIDGE,1975,Y,RF1,763.2770,638000.00,RESIDENTIAL,100,,,,
1084425,2018,,,,Plan: 8122243  Unit: 251,53.54077,-113.53211,POINT (-113.53211 53.54077),OLIVER,1975,N,DC1,0.4410,8500.00,RESIDENTIAL,100,,,,
1007400,2016,,8519,152B AVENUE NW,Plan: 8023176  Block: 47  Lot: 106,53.61425,-113.47305,POINT (-113.47305 53.61425),EVANSDALE,1982,Y,RF1,465.7970,321500.00,RESIDENTIAL,100,,,,
1034016,2015,,245,RHATIGAN ROAD WEST NW,Plan: 8120653  Block: 52  Lot: 58,53.47809,-113.58848,POINT (-113.58848 53.47809),RHATIGAN RIDGE,1981,Y,RF1,901.0890,588500.00,RESIDENTIAL,100,,,,
1012491,2014,,4520,151 STREET NW,Plan: 8023171  Unit: 15,53.48456,-113.58192,POINT (-113.58192 53.48456),RAMSAY HEIGHTS,1980,Y,RF5,354.0880,340000.00,RESIDENTIAL,100,,,,
1024348,2014,,18449,66 AVENUE NW,Plan: 8120597  Unit: 2,53.50028,-113.64085,POINT (-113.64085 53.50028),ORMSBY PLACE,1978,N,RF5,232.3130,181500.00,RESIDENTIAL,100,,,,
1006501,2018,111,14004,26 STREET NW,Plan: 8023191  Unit: 10,53.60417,-113.38284,POINT (-113.38284 53.60417),BANNERMAN,1980,N,RA7,119.1330,109500.00,RESIDENTIAL,100,,,,
1030055,2019,,6137,38 AVENUE NW,Plan: 8120902  Unit: 18,53.47351,-113.43127,POINT (-113.43127 53.47351),HILLVIEW,1980,N,RF5,238.7430,203000.00,RESIDENTIAL,100,,,,
1020510,2015,,124,WOLF WILLOW CRESCENT NW,Plan: 7521087  Block: 13  Lot: 3,53.50293,-113.59608,POINT (-113.59608 53.50293),WESTRIDGE,1976,Y,RF1,769.0970,575000.00,RESIDENTIAL,100,,,,
1027762,2015,54,3812,20 AVENUE NW,Plan: 8120611  Unit: 66,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,236.5510,192000.00,RESIDENTIAL,100,,,,
1007194,2015,,8842,152B AVENUE NW,Plan: 8023176  Block: 31  Lot: 102,53.61499,-113.47865,POINT (-113.47865 53.61499),EVANSDALE,1982,Y,RF1,969.3410,519500.00,RESIDENTIAL,100,,,,
1034214,2013,,10661,161 AVENUE NW,Plan: 7920295  Block: 52  Lot: 123 / Plan: 7920295  Block: 52  Lot: 123A,53.61998,-113.50699,POINT (-113.50699 53.61998),BEAUMARIS,1981,Y,RF4,761.3330,665500.00,RESIDENTIAL,100,,,,
1028711,2012,55,10453,20 AVENUE NW,Plan: 8120013  Unit: 53,53.44972,-113.49878,POINT (-113.49878 53.44972),KEHEEWIN,1980,N,RF5,238.6820,221500.00,RESIDENTIAL,100,,,,
1032515,2012,,5603,38 AVENUE NW,Plan: 8120734  Block: 20  Lot: 47MR,53.47116,-113.42511,POINT (-113.42511 53.47116),HILLVIEW,,N,AP,16243.0780,80000.00,COMMERCIAL,100,,,,
1007681,2015,,15221,83 STREET NW,Plan: 8023176  Block: 47  Lot: 130,53.61432,-113.46798,POINT (-113.46798 53.61432),EVANSDALE,1981,Y,RF1,864.1490,446000.00,RESIDENTIAL,100,,,,
1014315,2012,,1315,105 STREET NW,Plan: 8023036  Block: 12  Lot: 108,53.44439,-113.49728,POINT (-113.49728 53.44439),BEARSPAW,1983,Y,RF1,543.2640,370000.00,RESIDENTIAL,100,,,,
1012558,2013,,4514,151 STREET NW,Plan: 8023171  Unit: 18,53.48456,-113.58192,POINT (-113.58192 53.48456),RAMSAY HEIGHTS,1980,Y,RF5,354.0880,299500.00,RESIDENTIAL,100,,,,
1027820,2019,25,3812,20 AVENUE NW,Plan: 8120611  Unit: 72,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,236.5510,180500.00,RESIDENTIAL,100,,,,
1017326,2012,,624,WOLF WILLOW ROAD NW,Plan: 4697TR  Block: 9  Lot: 21,53.50633,-113.59966,POINT (-113.59966 53.50633),WESTRIDGE,1978,Y,RF1,735.6010,544000.00,RESIDENTIAL,100,,,,
1010545,2015,,77,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 1  Lot: 23,53.50691,-113.61266,POINT (-113.61266 53.50691),WESTRIDGE,2004,Y,RF1,817.2960,830000.00,RESIDENTIAL,100,,,,
1006618,2012,201,14004,26 STREET NW,Plan: 8023191  Unit: 20,53.60417,-113.38284,POINT (-113.38284 53.60417),BANNERMAN,1980,N,RA7,169.8950,151500.00,RESIDENTIAL,100,,,,
1029933,2012,,6161,38 AVENUE NW,Plan: 8120902  Unit: 6,53.47351,-113.43127,POINT (-113.43127 53.47351),HILLVIEW,1980,N,RF5,237.0740,182500.00,RESIDENTIAL,100,,,,
1015049,2019,,304,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 6  Lot: 26,53.5081,-113.60754,POINT (-113.60754 53.5081),WESTRIDGE,1978,Y,RF1,586.9280,560000.00,RESIDENTIAL,100,,,,
1020619,2013,,134,WOLF WILLOW CRESCENT NW,Plan: 7521087  Block: 13  Lot: 8,53.50224,-113.59638,POINT (-113.59638 53.50224),WESTRIDGE,1990,Y,RF1,1248.0060,720500.00,RESIDENTIAL,100,,,,
1031160,2018,302,11624,124 STREET NW,Plan: 8120926  Unit: 9,53.56757,-113.53644,POINT (-113.53644 53.56757),INGLEWOOD,1980,N,RA8,93.4260,101000.00,RESIDENTIAL,100,,,,
1012418,2013,,15124,45 AVENUE NW,Plan: 8023171  Unit: 11,53.48456,-113.58192,POINT (-113.58192 53.48456),RAMSAY HEIGHTS,1980,Y,RF5,354.0880,322500.00,RESIDENTIAL,100,,,,
