PermitNum,PermitClass,PermitClassMapped,PermitTypeMapped,PermitTypeDesc,Description,HousingUnits,HousingUnitsRemoved,HousingUnitsAdded,EstProjectCost,AppliedDate,IssuedDate,ExpiresDate,CompletedDate,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,ContractorCompanyName,Link,Latitude,Longitude,Location1
6356268-CN,N/A,N/A,Building,,,,,,,,,,,Closed,7810 5TH AVE NE,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6356268-CN,47.68584148,-122.32273754,"7810 5TH AVE NE
SEATTLE, WA 98115
(47.68584148, -122.32273754)"
6387642-CN,N/A,N/A,Building,,,,,,,,,,,Closed,955 ALASKAN WAY W,SEATTLE,WA,98119,PORT OF SEATTLE ENGINEERING,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6387642-CN,47.62660118,-122.37133394,"955 ALASKAN WAY W
SEATTLE, WA 98119
(47.62660118, -122.37133394)"
6356264-CN,N/A,N/A,Building,,,,,,,,,,,Closed,7810 5TH AVE NE,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6356264-CN,47.68584148,-122.32273754,"7810 5TH AVE NE
SEATTLE, WA 98115
(47.68584148, -122.32273754)"
6147513-CN,N/A,N/A,Building,,,,,,,,,,,Closed,129 WARREN AVE N,SEATTLE,WA,98109,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6147513-CN,47.61948661,-122.35451808,"129 WARREN AVE N
SEATTLE, WA 98109
(47.61948661, -122.35451808)"
6101835-CN,N/A,N/A,Building,,,,,,,,,,,Closed,319 SUMMIT AVE E,SEATTLE,WA,98102,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6101835-CN,47.62146284,-122.32561232,"319 SUMMIT AVE E
SEATTLE, WA 98102
(47.62146284, -122.32561232)"
6356260-CN,N/A,N/A,Building,,,,,,,,,,,Closed,7810 5TH AVE NE,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6356260-CN,47.68584148,-122.32273754,"7810 5TH AVE NE
SEATTLE, WA 98115
(47.68584148, -122.32273754)"
6260438-CN,N/A,N/A,Building,,,,,,,,,,,Closed,1606 N 40TH ST,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6260438-CN,47.65588456,-122.33811193,"1606 N 40TH ST
SEATTLE, WA 98103
(47.65588456, -122.33811193)"
6356265-CN,N/A,N/A,Building,,,,,,,,,,,Closed,7810 5TH AVE NE,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6356265-CN,47.68584148,-122.32273754,"7810 5TH AVE NE
SEATTLE, WA 98115
(47.68584148, -122.32273754)"
6676277-CN,N/A,N/A,Building,,,,,,,,,,,Additional Info Requested,,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6676277-CN,,,
6774826-CN,N/A,N/A,Building,,,,,,,,,,,Additional Info Requested,,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6774826-CN,,,
6249108-CN,N/A,N/A,Building,,,,,,,,,,,Closed,735 W FLORENTIA PL,SEATTLE,WA,98119,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6249108-CN,47.64707392,-122.3677268,"735 W FLORENTIA PL
SEATTLE, WA 98119
(47.64707392, -122.3677268)"
6261164-CN,N/A,N/A,Building,,,,,,,,,,,Closed,2200 ALKI AVE SW,SEATTLE,WA,98116,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6261164-CN,47.58445219,-122.39934643,"2200 ALKI AVE SW
SEATTLE, WA 98116
(47.58445219, -122.39934643)"
6072193-DM,N/A,N/A,Demolition,,,,,,,,,,,Closed,10500 WHITMAN AVE N,SEATTLE,WA,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6072193-DM,47.70579555,-122.34604692,"10500 WHITMAN AVE N
SEATTLE, WA
(47.70579555, -122.34604692)"
6218677-CN,N/A,N/A,Building,,,,,,,,,,,Closed,2508 56TH AVE SW,SEATTLE,WA,98116,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6218677-CN,47.58152816,-122.40377057,"2508 56TH AVE SW
SEATTLE, WA 98116
(47.58152816, -122.40377057)"
6713839-CN,N/A,N/A,Building,,,,,,,,,,,Additional Info Requested,,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6713839-CN,,,
6182530-DM,N/A,N/A,Demolition,,,,,,,,,,,Closed,4729 36TH AVE S,SEATTLE,WA,98118,D L H INC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6182530-DM,47.55991785,-122.28809201,"4729 36TH AVE S
SEATTLE, WA 98118
(47.55991785, -122.28809201)"
6699084-EX,N/A,N/A,Building,,,,,,,2018-11-14,,,,Additional Info Requested,700 5TH AVE,SEATTLE,WA,98104,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6699084-EX,47.60501319,-122.32989532,"700 5TH AVE
SEATTLE, WA 98104
(47.60501319, -122.32989532)"
6709773-CN,N/A,N/A,Building,,,,,,,,,,,Additional Info Requested,,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6709773-CN,,,
6069959-CN,N/A,N/A,Building,,,,,,,,,,,Closed,1301 2ND AVE,SEATTLE,WA,98101,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6069959-CN,47.60740726,-122.3377828,"1301 2ND AVE
SEATTLE, WA 98101
(47.60740726, -122.3377828)"
6693209-CN,N/A,N/A,Building,,,,,,,,,,,Additional Info Requested,,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6693209-CN,,,
6134839-CN,N/A,N/A,Building,,,,,,,,,,,Closed,600 3RD AVE,SEATTLE,WA,98104,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6134839-CN,47.6033626,-122.33119984,"600 3RD AVE
SEATTLE, WA 98104
(47.6033626, -122.33119984)"
6356263-CN,N/A,N/A,Building,,,,,,,,,,,Closed,7810 5TH AVE NE,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6356263-CN,47.68584148,-122.32273754,"7810 5TH AVE NE
SEATTLE, WA 98115
(47.68584148, -122.32273754)"
6709765-CN,N/A,N/A,Building,,,,,,,,,,,Additional Info Requested,,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6709765-CN,,,
6706453-DM,N/A,N/A,Demolition,,,,,,,,,,,Additional Info Requested,,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6706453-DM,,,
6321391-CN,N/A,N/A,Building,,,,,,,,,,,Closed,1133 N 100TH ST,SEATTLE,WA,98133,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6321391-CN,47.70117144,-122.34285336,"1133 N 100TH ST
SEATTLE, WA 98133
(47.70117144, -122.34285336)"
6076112-CN,N/A,N/A,Building,,,,,,,,,,,Closed,1419 12TH AVE,SEATTLE,WA,98122,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6076112-CN,47.61354275,-122.31723175,"1419 12TH AVE
SEATTLE, WA 98122
(47.61354275, -122.31723175)"
6069269-CN,N/A,N/A,Building,,,,,,,,,,,Closed,510 LAKESIDE AVE S,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6069269-CN,47.59743109,-122.28673926,"510 LAKESIDE AVE S
SEATTLE, WA 98144
(47.59743109, -122.28673926)"
6698874-CN,N/A,N/A,Building,,,,,,,,,,,Additional Info Requested,,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6698874-CN,,,
6686598-CN,N/A,N/A,Building,,,,,,,,,,,Additional Info Requested,,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6686598-CN,,,
6104754-CN,N/A,N/A,Building,,,,,,,,,,,Closed,1321 1ST AVE,SEATTLE,WA,98101,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6104754-CN,47.60742113,-122.33920467,"1321 1ST AVE
SEATTLE, WA 98101
(47.60742113, -122.33920467)"
6274801-CN,N/A,N/A,Building,,,,,,,,,,,Closed,1014 NE 103RD ST,SEATTLE,WA,98125,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6274801-CN,47.70328402,-122.31707829,"1014 NE 103RD ST
SEATTLE, WA 98125
(47.70328402, -122.31707829)"
6270070-CN,N/A,N/A,Building,,,,,,,,,,,Closed,2600 FAIRVIEW AVE E,SEATTLE,WA,98102,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6270070-CN,47.64378264,-122.32797253,"2600 FAIRVIEW AVE E
SEATTLE, WA 98102
(47.64378264, -122.32797253)"
6326773-CN,N/A,N/A,Building,,,,,,,,,,,Closed,419 LAKESIDE AVE S,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6326773-CN,47.59843354,-122.28716139,"419 LAKESIDE AVE S
SEATTLE, WA 98144
(47.59843354, -122.28716139)"
6703833-CN,N/A,N/A,Building,,,,,,,,,,,Additional Info Requested,,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6703833-CN,,,
6090602-CN,N/A,N/A,Building,,,,,,,,,,,Closed,2101 NW 77TH ST,SEATTLE,WA,98117,SEATTLE PARKS DEPT,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6090602-CN,47.68475175,-122.38258632,"2101 NW 77TH ST
SEATTLE, WA 98117
(47.68475175, -122.38258632)"
6591530-CN,N/A,N/A,Building,,,,,,,,,,,Additional Info Requested,2264 15TH AVE W,SEATTLE,WA,98119,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6591530-CN,47.64053227,-122.37584575,"2264 15TH AVE W
SEATTLE, WA 98119
(47.64053227, -122.37584575)"
6680322-CN,N/A,N/A,Building,,,,,,,,,,,Additional Info Requested,,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6680322-CN,,,
6676279-DM,N/A,N/A,Demolition,,,,,,,,,,,Additional Info Requested,,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6676279-DM,,,
6774827-DM,N/A,N/A,Demolition,,,,,,,,,,,Additional Info Requested,,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6774827-DM,,,
6780707-CN,N/A,N/A,Building,,,,,,,,,,,Additional Info Requested,,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6780707-CN,,,
6779395-PH,N/A,N/A,Building,,,,,,,,,,,Additional Info Requested,,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6779395-PH,,,
6779127-CN,N/A,N/A,Building,,,,,,,,,,,Additional Info Requested,,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6779127-CN,,,
6786357-CN,N/A,N/A,Building,,,,,,,,,,,Additional Info Requested,,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6786357-CN,,,
6799136-CN,N/A,N/A,Building,,,,,,,,,,,Additional Info Requested,,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6799136-CN,,,
6798830-CN,N/A,N/A,Building,,,,,,,,,,,Additional Info Requested,,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6798830-CN,,,
6769045-DM,Single Family/Duplex,Residential,Demolition,Demolition,"Demo of existing single family residence and garage, subject to field inspection.",1,1,1,600000,2020-06-19,2020-09-21,2022-03-21,,Issued,11014 Dayton AVE N,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6769045-DM,47.70918478,-122.35254334,"11014 Dayton AVE N
(47.70918478, -122.35254334)"
6790849-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct additions and substantial alterations to existing single-family residence, per plan",1,0,0,250000,2020-10-15,2020-11-24,2022-05-24,,Issued,2207 5TH AVE N,SEATTLE,WA,98109,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6790849-CN,47.6385673,-122.34736262,"2207 5TH AVE N
SEATTLE, WA 98109
(47.6385673, -122.34736262)"
6778918-DM,Single Family/Duplex,Residential,Demolition,Demolition,"Demolish detached garage, subject to field inspection.  Single family residence to remain.",1,0,2,0,2020-10-23,2020-10-27,2022-04-27,,Issued,8317 13TH AVE NW,,,,ALLUVION HOMES LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6778918-DM,47.68932603,-122.37307388,"8317 13TH AVE NW
(47.68932603, -122.37307388)"
6684519-DM,Single Family/Duplex,Residential,Demolition,,"Demo existing single family dwelling, per plan.",1,1,2,0,2018-08-20,2020-03-17,2021-09-17,2020-10-13,Completed,514 LEE ST,SEATTLE,WA,98109,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6684519-DM,47.63160055,-122.34686273,"514 LEE ST
SEATTLE, WA 98109
(47.63160055, -122.34686273)"
6764302-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Construct alterations to service area of an existing Starbucks Café, Subject to Field Inspection (STFI)",,,,120032,2020-01-21,2020-07-10,2022-01-10,2020-11-17,Completed,1600 E OLIVE WAY,SEATTLE,WA,98102,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6764302-CN,47.61940309,-122.32507846,"1600 E OLIVE WAY
SEATTLE, WA 98102
(47.61940309, -122.32507846)"
6811198-RR,Single Family/Duplex,Residential,Roof,,Remove Existing Composition Roofing and install New Composition Roofing.,,,,17686,,2020-11-18,2022-05-18,,Issued,9126 5TH AVE NE,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6811198-RR,47.69573008,-122.3228002,"9126 5TH AVE NE
SEATTLE, WA 98115
(47.69573008, -122.3228002)"
6774729-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct substantial alterations to convert attached portion of SFR to detached accessory dwelling unit (DADU) to existing single family residence, per plans.",1,0,1,40000,2020-07-22,2020-10-12,2022-04-12,,Issued,1610 10TH AVE W,SEATTLE,WA,98119,TRAVIS D SPIKES,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6774729-CN,47.63392368,-122.37008057,"1610 10TH AVE W
SEATTLE, WA 98119
(47.63392368, -122.37008057)"
6772812-DM,Commercial,Non-Residential,Demolition,Demolition,"Demolish commercial building, per plan.",,,,0,2020-10-22,,,,Corrections Required,4747 CALIFORNIA AVE SW,SEATTLE,WA,98116,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6772812-DM,47.5597275,-122.38722561,"4747 CALIFORNIA AVE SW
SEATTLE, WA 98116
(47.5597275, -122.38722561)"
6769865-DM,Single Family/Duplex,Residential,Demolition,Demolition,"Demolish single-family residence, per plan.",,,,0,2020-11-23,,,,Reviews In Process,1317 NE 66TH ST,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6769865-DM,47.67634683,-122.31355855,"1317 NE 66TH ST
SEATTLE, WA 98115
(47.67634683, -122.31355855)"
6772813-DM,Commercial,Non-Residential,Demolition,Demolition,"Demolish commercial building, per plan.",,,,0,2020-10-22,,,,Corrections Required,4741 CALIFORNIA AVE SW,SEATTLE,WA,98116,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6772813-DM,47.55984826,-122.3872364,"4741 CALIFORNIA AVE SW
SEATTLE, WA 98116
(47.55984826, -122.3872364)"
6803994-DM,Single Family/Duplex,Residential,Demolition,,Demolish existing house and construct new single family home with ADU.,,,,625000,,,,,Additional Info Requested,743 N 86TH ST,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803994-DM,47.69098851,-122.34808914,"743 N 86TH ST
SEATTLE, WA 98103
(47.69098851, -122.34808914)"
6803846-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Complete and Final for 6473063-CN, subject to field inspection.",,,,41143,2020-10-05,2020-11-18,2022-05-18,,Issued,5659 21st AVE SW,SEATTLE,WA,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803846-CN,47.5502973,-122.36021178,"5659 21st AVE SW
SEATTLE, WA
(47.5502973, -122.36021178)"
6786124-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Construct alterations to an existing minor communication utility (T-Mobile) on the rooftop of existing structure, per plans.",0,0,0,20000,2020-09-10,2020-11-06,2022-05-06,,Issued,6421 15th AVE NW,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6786124-CN,47.67580398,-122.37669665,"6421 15th AVE NW
(47.67580398, -122.37669665)"
6744854-CN,Institutional,Non-Residential,Building,Addition/Alteration,"Construct alterations to an existing institutional building (Benaroya Hall) at the rooftop level minor communications antenna facility (Verizon), per plan.",0,0,0,10800,2019-09-10,2019-10-01,2021-04-01,,Completed,1301 3RD AVE,SEATTLE,WA,98101,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6744854-CN,47.60804947,-122.33671891,"1301 3RD AVE
SEATTLE, WA 98101
(47.60804947, -122.33671891)"
6693121-CN,Single Family/Duplex,Residential,Building,New,"Establish use and construct new single family dwelling with attached garage, per plan.",1,1,1,415876,2019-01-21,2019-05-02,2020-11-02,2020-08-04,Completed,5813 4TH AVE NW,SEATTLE,WA,98107,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6693121-CN,47.6713515,-122.36214679,"5813 4TH AVE NW
SEATTLE, WA 98107
(47.6713515, -122.36214679)"
6733877-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct alterations to basement level of an existing single-family residence, per plans",1,0,0,47000,2019-10-09,2020-01-17,2021-07-17,2020-10-07,Completed,1702 31ST AVE,SEATTLE,WA,98122,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6733877-CN,47.61660822,-122.29216096,"1702 31ST AVE
SEATTLE, WA 98122
(47.61660822, -122.29216096)"
6721867-DM,Commercial,Non-Residential,Demolition,Demolition,"Demolish commercial building, per plan.",,,,1,2020-06-11,2020-10-10,2022-04-10,,Issued,1150 Eastlake AVE E,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6721867-DM,47.62998786,-122.3277794,"1150 Eastlake AVE E
(47.62998786, -122.3277794)"
6799396-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Rebuild existing detached garage for SFR, subject to field inspection, STFI.",,,,75000,2020-09-04,2020-09-15,2022-03-15,,Issued,1722 47TH AVE SW,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6799396-CN,47.58738928,-122.39137174,"1722 47TH AVE SW
(47.58738928, -122.39137174)"
6809116-CN,N/A,N/A,Building,,,,,,,,,,,Additional Info Requested,,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6809116-CN,,,
6808811-GR,Multifamily,Residential,Grading,,"Construct grading and repaving of a common driveway, per plans",,,,27000,,,,,Additional Info Requested,12571 Corliss AVE N,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6808811-GR,47.72089845,-122.33136004,"12571 Corliss AVE N
(47.72089845, -122.33136004)"
6788125-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct addition and substantial alterations to existing single family residence, per plan",1,0,0,300000,2020-08-17,2020-10-10,2022-04-10,,Issued,1215 N 48TH ST,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6788125-CN,47.66339835,-122.3430018,"1215 N 48TH ST
SEATTLE, WA 98103
(47.66339835, -122.3430018)"
6594733-CN,Single Family/Duplex,Residential,Building,New,"Establish use as and construct a single-family residence, per plans.  Establish Standard Plan (A/P#6597226).",,0,1,321360,2017-05-16,2018-10-01,2021-10-01,,Issued,9688 LINDSAY PL S,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6594733-CN,47.51441538,-122.26429515,"9688 LINDSAY PL S
SEATTLE, WA 98118
(47.51441538, -122.26429515)"
6730060-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Alterations to lower level of SFR, subject to field inspection, STFI.",,,,1000,2019-05-30,2019-05-30,2022-05-30,,Issued,4524 NE 92ND ST,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6730060-CN,47.69508683,-122.27875008,"4524 NE 92ND ST
SEATTLE, WA 98115
(47.69508683, -122.27875008)"
6673239-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"2nd story addition and substantial alterations to fire damaged single-family residence, per plan.",1,0,0,150000,2019-01-14,2020-10-30,2022-04-30,,Issued,4131 42nd AVE S,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6673239-CN,47.5652814,-122.28101597,"4131 42nd AVE S
(47.5652814, -122.28101597)"
6809461-RR,Single Family/Duplex,Residential,Roof,,Remove existing composition roofing and install new composition roofing,,,,11112,,2020-11-06,2022-05-06,,Issued,906 NW 77TH ST,SEATTLE,WA,98117,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6809461-RR,47.68527973,-122.36873879,"906 NW 77TH ST
SEATTLE, WA 98117
(47.68527973, -122.36873879)"
6722050-CN,Multifamily,Residential,Building,New,"Construct 3-unit townhouse building (Building A.1), per plans. (Establish use as townhouses and construct 8 townhouse buildings.  Reviews and processing for 8 construction records under 6722050-CN)",0,0,35,783187,2020-08-03,,,,Reviews In Process,13347 GREENWOOD AVE N,SEATTLE,WA,98133,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6722050-CN,47.72631792,-122.35593341,"13347 GREENWOOD AVE N
SEATTLE, WA 98133
(47.72631792, -122.35593341)"
6720885-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct interior alterations to kitchen of existing single family residence, subject to field inspection (STFI).",,,,25000,2019-04-05,2019-04-05,2020-10-05,,Expired,1400 N 40TH ST,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6720885-CN,47.65588047,-122.34071534,"1400 N 40TH ST
SEATTLE, WA 98103
(47.65588047, -122.34071534)"
6749477-CN,Commercial,Non-Residential,Building,New,"Construct a mixed use residential building, and occupy per plan.",0,0,27,2110746,2020-02-21,,,,Corrections Required,119 N 85TH ST,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6749477-CN,47.69043088,-122.35710217,"119 N 85TH ST
SEATTLE, WA 98103
(47.69043088, -122.35710217)"
6793195-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct foundation repair to a single-family residence, per plan.",1,0,0,11840,2020-10-07,,,,Corrections Required,2700 3RD AVE N,SEATTLE,WA,98109,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6793195-CN,47.64454948,-122.35128195,"2700 3RD AVE N
SEATTLE, WA 98109
(47.64454948, -122.35128195)"
6618205-CN,Single Family/Duplex,Residential,Building,New,"Establish use as and construct new single-family residence, per plan",1,0,1,425000,2018-01-04,2019-03-06,2022-03-06,,Issued,3607 35TH AVE SW,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6618205-CN,47.57175766,-122.37636985,"3607 35TH AVE SW
SEATTLE, WA 98126
(47.57175766, -122.37636985)"
6475026-CN,N/A,N/A,Building,,change of use from church to charter school,,,,,,,,,Closed,6020 RAINIER AVE S,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6475026-CN,47.54774652,-122.27643191,"6020 RAINIER AVE S
SEATTLE, WA 98118
(47.54774652, -122.27643191)"
6718676-CN,Institutional,Non-Residential,Building,Addition/Alteration,"Construct interior alterations to existing Hospital (Harborview Medial Center) on the 3rd floor of the West Building, per plan.",0,0,0,80000,2019-03-28,2019-05-08,2022-05-08,,Issued,325 9TH AVE,SEATTLE,WA,98104,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6718676-CN,47.60399886,-122.32378355,"325 9TH AVE
SEATTLE, WA 98104
(47.60399886, -122.32378355)"
