_id,Permit_No,Permit_Sticker_No,Permit_Class,Permit_Holder,Permit_Address_Street_No,Permit_Address_Street_Name,Permit_Address_Unit,Permit_Address_Postal_Code,Permit_Address_Ward,Permit_Contact_Phone_No_,Issue_Date,Cancellation_Date,geometry
157371,P90-4430377,900062,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,6065,STEELES AVE E,,M1X0A8,23,(647) 295-6973,20141121,,"{u'type': u'Point', u'coordinates': (-79.249014888, 43.83667478)}"
157372,P90-4544596,900185,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,373,MARLEE AVE,,M6B3H9,8,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.442822619, 43.707044421)}"
157373,P90-4532546,900167,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,2272,LAKE SHORE BLVD W,,M8V1A9,3,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.4853532268, 43.6202484177)}"
157374,P90-4543113,900158,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,1500,WILSON AVE,,M3M1K4,6,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.506786511, 43.7214883533)}"
157375,P90-4543111,900155,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,1539,JANE ST,,M9N2R3,5,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.5020952263, 43.6980204986)}"
157376,P90-4543110,900180,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,1493,EGLINTON AVE W,,M6E2G6,12,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.4400049872, 43.6977219426)}"
157377,P90-4533963,900175,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,6023,YONGE ST,,M2M3W2,18,(647) 295-6973,20160219,,"{u'type': u'Point', u'coordinates': (-79.4175446053, 43.7892836162)}"
157378,P90-4544595,900184,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,723,KENNEDY RD,,M1K2C6,20,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.2667285374, 43.7304665596)}"
157379,P90-4533961,900196,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,151,MORNINGSIDE AVE,,M1E3C8,25,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.1833751964, 43.7621764157)}"
157380,P90-4532527,900161,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,90,HALSEY AVE,,M4B1A9,19,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.2979265794, 43.6996456482)}"
157381,P90-4532523,P08709,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,5739,FINCH AVE E,,M1B2G5,23,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.2326519561, 43.8147822579)}"
157382,P90-4532541,900165,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,1677,O'CONNOR DR,,M4A1W5,19,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.3041775718, 43.7187732011)}"
157383,P90-4430918,P08740,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,3493,KINGSTON RD,,M1M1R4,20,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.217167394, 43.738030952)}"
157384,P90-4532545,900166,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,420,HORNER AVE,,M8W2A4,3,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.5359518397, 43.6040099657)}"
157385,P90-4532533,900163,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,96,DEARHAM WOOD,,M1E1S4,24,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.1860263106, 43.7537253309)}"
157386,P90-4646345,900194,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,80,ELLESMERE RD,,M1R4C2,21,(647) 295-6973,20160217,,"{u'type': u'Point', u'coordinates': (-79.3108463461, 43.7593600107)}"
157387,P90-4532570,900173,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,3524,BATHURST ST,,M6A2C6,8,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.432482222, 43.729205379)}"
157388,P90-4532565,900170,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,285,MORNINGSIDE AVE,,M1E3G1,25,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.1869837477, 43.771964537)}"
157389,P90-4532563,900169,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,4015,SHEPPARD AVE E,,M1S1S7,22,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.2874070197, 43.7831006063)}"
157390,P90-4532528,900162,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,896,EGLINTON AVE E,,M4G2L2,15,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.3630347401, 43.7142674187)}"
157391,P90-4544401,900156,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,4455,SHEPPARD AVE E,,M1S3G9,23,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.2667118163, 43.7874988397)}"
157392,P90-4544400,900183,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,3143,EGLINTON AVE E,,M1J2G2,20,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.2224271519, 43.741890643)}"
157393,P90-4544399,900153,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,1820,KEELE ST,,M6M3X1,5,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.4745368512, 43.6882570457)}"
157394,P90-4544397,900182,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,1736,EGLINTON AVE W,,M6E2H6,8,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.4477325918, 43.6965700199)}"
157395,P90-4543115,900181,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,4911,STEELES AVE E,,M1S4Z3,23,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.29136094, 43.82696918)}"
157396,P90-4532562,900168,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,1951,EGLINTON AVE W,,M6E2J7,9,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.4530926087, 43.6947643548)}"
157397,P90-4532519,900160,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,4675,STEELES AVE E,,M1V4S5,22,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.302525166, 43.82414676)}"
157398,P90-4543109,900179,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,2372,EGLINTON AVE E,,M1K2P3,21,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.2710192631, 43.7320370745)}"
157399,P90-4532569,900172,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,3551,SHEPPARD AVE E,,M1T3K8,22,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.2997386522, 43.7802543761)}"
157400,P90-4532566,900171,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,111,STRACHAN AVE,,M6J2S7,10,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.4118353106, 43.6428158118)}"
157401,P90-4532540,900195,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,3090,LAKE SHORE BLVD W,,M8V1L2,3,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.5132626055, 43.5993304963)}"
157402,P90-4532535,900164,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,200,MARKHAM RD,,M1J3C2,24,(647) 295-6973,20160209,,"{u'type': u'Point', u'coordinates': (-79.2195175258, 43.7437058221)}"
157403,P90-4646226,900192,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,2231,VICTORIA PARK AVE,,M1R1V8,21,(647) 295-6973,20160212,,"{u'type': u'Point', u'coordinates': (-79.3166220261, 43.7618715536)}"
157404,P90-4646224,900157,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,880,ELLESMERE RD,,M1P2W6,21,(647) 295-6973,20160212,,"{u'type': u'Point', u'coordinates': (-79.2821575987, 43.7662251159)}"
157405,P90-4646269,900193,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,3275,SHEPPARD AVE E,,M1T3P1,22,(647) 295-6973,20160217,,"{u'type': u'Point', u'coordinates': (-79.309972892, 43.777606492)}"
157406,P90-4534816,P09034,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),JACS TORONTO,351,KEELE ST,,M6P2K6,4,(416) 638-0350,20160311,,"{u'type': u'Point', u'coordinates': (-79.4639646874, 43.6647984352)}"
157407,P90-4534814,P09037,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),JACS TORONTO,789,ST CLAIR AVE W,,M6C1B7,12,(416) 638-0350,20160311,,"{u'type': u'Point', u'coordinates': (-79.4295491813, 43.6807145819)}"
157408,P90-4534799,P09029,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),JACS TORONTO,1880,AVENUE RD,,M5M3Z8,8,(416) 638-0350,20160311,,"{u'type': u'Point', u'coordinates': (-79.419704321, 43.732079307)}"
157409,P90-4534797,P09035,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),JACS TORONTO,400,KEELE ST,,M6P2L1,4,(416) 638-0350,20160311,,"{u'type': u'Point', u'coordinates': (-79.4651901756, 43.6661492691)}"
157410,P90-4534795,P09030,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),JACS TORONTO,125,BURNABY BLVD,,M5N1G3,8,(416) 638-0350,20160311,,"{u'type': u'Point', u'coordinates': (-79.412600977, 43.70439991)}"
157411,P90-4534793,P09032,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),JACS TORONTO,995,EGLINTON AVE W,,M6C2C7,12,(416) 638-0350,20160311,,"{u'type': u'Point', u'coordinates': (-79.4310977159, 43.6995758797)}"
157412,P90-4534792,P09031,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),JACS TORONTO,912,EGLINTON AVE W,,M6C2C2,8,(416) 638-0350,20160311,,"{u'type': u'Point', u'coordinates': (-79.4280011378, 43.7007596492)}"
157413,P90-4534789,P09033,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),JACS TORONTO,25,GLENFOREST RD,,M4N2A1,15,(416) 638-0350,20160311,,"{u'type': u'Point', u'coordinates': (-79.4025308158, 43.7303036195)}"
157414,P90-4534787,P09036,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),JACS TORONTO,68,SHEPPARD AVE W,,M2N1M4,18,(416) 638-0350,20160311,,"{u'type': u'Point', u'coordinates': (-79.4146846641, 43.7609563163)}"
157415,P90-4648191,P09488,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),B'NAI BRITH NATIONAL ORGANIZATION OF CANADA,59,LISSOM CRES,,M2R2P2,18,(416) 633-6224,20160428,,"{u'type': u'Point', u'coordinates': (-79.4454387819, 43.7855948607)}"
157416,P90-4649215,900624,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,75,ALEXMUIR BLVD,,M1V1H6,23,(416) 363-3373,20160510,,"{u'type': u'Point', u'coordinates': (-79.2850951676, 43.8082392781)}"
157417,P90-4649214,900618,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,2533,KIPLING AVE,,M9V3A8,1,(416) 363-3373,20160510,,"{u'type': u'Point', u'coordinates': (-79.582381777, 43.744931138)}"
157418,P90-4649213,900620,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,260,SILVER SPRINGS BLVD,,M1V1S4,22,(416) 363-3373,20160510,,"{u'type': u'Point', u'coordinates': (-79.302249616, 43.8053669982)}"
157419,P90-4649212,900623,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,111,DANESBURY AVE,,M6B3L3,8,(416) 363-3373,20160510,,"{u'type': u'Point', u'coordinates': (-79.4455716135, 43.7065986451)}"
157420,P90-4649211,900622,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,101,VAN HORNE AVE,,M2J2S8,17,(416) 363-3373,20160510,,"{u'type': u'Point', u'coordinates': (-79.3594588683, 43.7848988304)}"
157421,P90-4649206,900619,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,54,PETERBOROUGH AVE,,M6H2L1,9,(416) 363-3373,20160510,,"{u'type': u'Point', u'coordinates': (-79.4444989301, 43.6743318658)}"
157422,P90-4649201,900621,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,6,SPRING GARDEN AVE,,M2N3G2,18,(416) 363-3373,20160510,,"{u'type': u'Point', u'coordinates': (-79.4110177306, 43.7646843992)}"
157423,P90-4649193,900616,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,159,DYNAMIC DR,,M1V5L8,23,(416) 363-3373,20160510,,"{u'type': u'Point', u'coordinates': (-79.251529089, 43.829138026)}"
157424,P90-4649192,900617,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,60,GUILDWOOD PKY,,M1E1N9,24,(416) 363-3373,20160510,,"{u'type': u'Point', u'coordinates': (-79.203149366, 43.746908026)}"
157425,P90-4649375,900582,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,2525,WARDEN AVE,,M1W2H5,22,(647) 295-6973,20160510,,"{u'type': u'Point', u'coordinates': (-79.3131492796, 43.7911733365)}"
157426,P90-4648901,900581,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,2584,BIRCHMOUNT RD,,M1T2M5,22,(647) 295-6973,20160510,,"{u'type': u'Point', u'coordinates': (-79.30233112, 43.789823912)}"
157427,P90-4648898,900580,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,118,DAWES RD,,M4C5B6,19,(647) 295-6973,20160510,,"{u'type': u'Point', u'coordinates': (-79.2974313741, 43.6926379006)}"
157428,P90-4647075,900571,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,761,JANE ST,,M6N4B4,5,(647) 295-6973,20160510,,"{u'type': u'Point', u'coordinates': (-79.493367425, 43.671583012)}"
157429,P90-4647074,P09156,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,1071,MIDLAND AVE,,M1K4G7,21,(647) 295-6973,20160510,,"{u'type': u'Point', u'coordinates': (-79.260892953, 43.742187392)}"
157430,P90-4647073,900587,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,3930,LAWRENCE AVE E,,M1G1R7,24,(647) 295-6973,20160510,,"{u'type': u'Point', u'coordinates': (-79.2053398082, 43.7645222352)}"
157431,P90-4647072,900579,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,2950,JANE ST,,M3N3A4,7,(647) 295-6973,20160510,,"{u'type': u'Point', u'coordinates': (-79.5176384089, 43.7545159132)}"
157432,P90-4647071,900586,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,1193,BIRCHMOUNT RD,,M1P2C1,21,(647) 295-6973,20160510,,"{u'type': u'Point', u'coordinates': (-79.28263719, 43.743228377)}"
157433,P90-4647068,900585,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,1913,ELLESMERE RD,,M1H2W5,24,(647) 295-6973,20160510,,"{u'type': u'Point', u'coordinates': (-79.240921652, 43.774091861)}"
157434,P90-4651099,900699,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,1703,VICTORIA PARK AVE,,M1R1R9,21,(647) 295-6973,20160715,,"{u'type': u'Point', u'coordinates': (-79.3068013475, 43.7359275299)}"
157435,P90-4649480,P09211,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,3464,KINGSTON RD,,M1M1R5,20,(647) 295-6973,20160715,,"{u'type': u'Point', u'coordinates': (-79.218263336, 43.738468022)}"
157436,P90-4649477,900696,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,3879,LAWRENCE AVE E,,M1G1R2,24,(647) 295-6973,20160715,,"{u'type': u'Point', u'coordinates': (-79.209022113, 43.762951712)}"
157437,P90-4649478,900697,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,1711,MCCOWAN RD,,M1S2Y3,23,(647) 295-6973,20160715,,"{u'type': u'Point', u'coordinates': (-79.2581619931, 43.7889913663)}"
157438,P90-4651102,900701,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,823,MANNING AVE,,M6G2W9,11,(647) 295-6973,20160715,,"{u'type': u'Point', u'coordinates': (-79.4174776733, 43.6688121994)}"
157439,P90-4651679,900700,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,821,BRIMLEY RD,,M1J1C9,21,(647) 295-6973,20160715,,"{u'type': u'Point', u'coordinates': (-79.2547377497, 43.7532434103)}"
157440,P90-4653459,P09213,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,8130,SHEPPARD AVE E,,M1B3W3,25,(647) 295-6973,20160715,,"{u'type': u'Point', u'coordinates': (-79.1984788659, 43.8025867234)}"
157441,P90-4649479,900698,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,549,MARKHAM RD,,M1H2A3,24,(647) 295-6973,20160715,,"{u'type': u'Point', u'coordinates': (-79.224221918, 43.758074724)}"
157442,P90-4654542,P08044,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,25,ROCHELLE CRES,,M2J1Y3,17,(416) 363-3373,20160727,,"{u'type': u'Point', u'coordinates': (-79.3513657442, 43.7751617726)}"
157443,P90-4654538,900712,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,80,BENNETT RD,,M1E3Y3,25,(416) 363-3373,20160727,,"{u'type': u'Point', u'coordinates': (-79.1666375963, 43.7710290425)}"
157444,P90-4654536,900713,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,2350,MCCOWAN RD,,M1S4B4,23,(416) 363-3373,20160727,,"{u'type': u'Point', u'coordinates': (-79.2654165039, 43.803587105)}"
157445,P90-4656833,900771,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,4,TREEWOOD ST,,M1P3J4,21,(416) 363-3373,20160824,,"{u'type': u'Point', u'coordinates': (-79.2640565707, 43.7542817495)}"
157446,P90-4656830,900772,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,1174,WOODBINE AVE,,M4C4E2,19,(416) 363-3373,20160824,,"{u'type': u'Point', u'coordinates': (-79.3155665592, 43.6911883518)}"
157447,P90-4656828,900773,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,76,KINGSTON RD,,M4L1S6,19,(416) 363-3373,20160824,,"{u'type': u'Point', u'coordinates': (-79.3119601375, 43.6693890021)}"
157448,P90-4656826,900774,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,98,LAMB AVE,,M4J4M6,14,(416) 363-3373,20160824,,"{u'type': u'Point', u'coordinates': (-79.3289658426, 43.6806217836)}"
157449,P90-4656817,900775,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,1000,GERRARD ST E,,M4M3G6,14,(416) 363-3373,20160824,,"{u'type': u'Point', u'coordinates': (-79.339293443, 43.66941811)}"
157450,P90-4656811,900776,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,385,DAWES RD,,M4B2E6,19,(416) 363-3373,20160824,,"{u'type': u'Point', u'coordinates': (-79.296657723, 43.701548069)}"
157451,P90-4652856,P09278,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),OASIS CLOTHING BANK,89,CHURCH AVE,,M2N6C9,18,(416) 751-0553,20160825,,"{u'type': u'Point', u'coordinates': (-79.408537107, 43.77464448)}"
157452,P90-4652855,P09279,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),OASIS CLOTHING BANK,200,EGLINTON AVE W,,M4R1A7,8,(416) 751-0553,20160825,,"{u'type': u'Point', u'coordinates': (-79.40462301, 43.706105833)}"
157453,P90-4652686,P09280,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),OASIS CLOTHING BANK,25,LEONARD AVE,,M5T2R2,11,(416) 751-0553,20160825,,"{u'type': u'Point', u'coordinates': (-79.4041248696, 43.6538260344)}"
157454,P90-4652684,P09281,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),OASIS CLOTHING BANK,50,TRUDELLE ST,,M1J1Z3,21,(416) 751-0553,20160825,,"{u'type': u'Point', u'coordinates': (-79.2404103355, 43.7407298548)}"
157455,P90-4652683,P09282,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),OASIS CLOTHING BANK,1940,LAWRENCE AVE E,,M1R2Y7,21,(416) 751-0553,20160825,,"{u'type': u'Point', u'coordinates': (-79.300038971, 43.744680166)}"
157456,P90-4652681,P09275,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),OASIS CLOTHING BANK,197,BLANTYRE AVE,,M1N2R6,20,(416) 751-0553,20160825,,"{u'type': u'Point', u'coordinates': (-79.2811340749, 43.6820614516)}"
157457,P90-4652679,P09283,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),OASIS CLOTHING BANK,271A,SCARLETT RD,,M6N4L1,5,(416) 751-0553,20160825,,"{u'type': u'Point', u'coordinates': (-79.5065786642, 43.6779530058)}"
157458,P90-4652678,P09284,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),OASIS CLOTHING BANK,77,GOUGH AVE,,M4K3N9,14,(416) 751-0553,20160825,,"{u'type': u'Point', u'coordinates': (-79.3462114481, 43.6795371895)}"
157459,P90-4652677,P09276,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),OASIS CLOTHING BANK,259,ELLESMERE RD,,M1R4E4,21,(416) 751-0553,20160825,,"{u'type': u'Point', u'coordinates': (-79.3017812716, 43.7604415749)}"
157460,P90-4428807,P09277,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),OASIS CLOTHING BANK,1081,PROGRESS AVE,,M1B5Z6,23,(416) 751-0553,20160825,,"{u'type': u'Point', u'coordinates': (-79.234370217, 43.7940560018)}"
157461,P90-4656499,900751,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,4184,SHEPPARD AVE E,,M1S1T3,22,(647) 295-6973,20160831,,"{u'type': u'Point', u'coordinates': (-79.279781394, 43.785500358)}"
157462,P90-4678072,900893,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,270,PALMDALE DR,,M1T3N8,22,(416) 363-3373,20161014,,"{u'type': u'Point', u'coordinates': (-79.3109911819, 43.776571432)}"
157463,P90-4676826,900884,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,4091,SHEPPARD AVE E,,M1S3H2,22,(416) 363-3373,20161014,,"{u'type': u'Point', u'coordinates': (-79.2844130183, 43.7836493537)}"
157464,P90-4676823,900892,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,255,BAMBURGH CIR,,M1W3T6,22,(416) 363-3373,20161014,,"{u'type': u'Point', u'coordinates': (-79.3221560061, 43.8135458798)}"
157465,P90-4676812,900882,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,131,THE HEIGHTS DR,,M3C1Y3,16,(416) 363-3373,20161014,,"{u'type': u'Point', u'coordinates': (-79.340004867, 43.729830086)}"
157466,P90-4676816,900881,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,102,CRAIGLEE DR,,M1N2M7,20,(416) 363-3373,20161014,,"{u'type': u'Point', u'coordinates': (-79.2530746443, 43.7069108007)}"
157467,P90-4676815,900891,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,130,MIDLAND AVE,,M1N4E6,20,(416) 363-3373,20161014,,"{u'type': u'Point', u'coordinates': (-79.2477731219, 43.7083369789)}"
157468,P90-4676813,900897,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,712,KENNEDY RD,,M1K2B5,20,(416) 363-3373,20161014,,"{u'type': u'Point', u'coordinates': (-79.2674784317, 43.728810664)}"
157469,P90-4676809,900895,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,60,NORTH HILLS TERR,,M3C1M7,16,(416) 363-3373,20161014,,"{u'type': u'Point', u'coordinates': (-79.340902799, 43.73018689)}"
157470,P90-4676807,900890,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,135,FENELON DR,,M3A3K7,16,(416) 363-3373,20161014,,"{u'type': u'Point', u'coordinates': (-79.337948675, 43.7628388267)}"
157471,P90-4676805,900883,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,20,GRAYDON HALL DR,,M3A2Z9,16,(416) 363-3373,20161014,,"{u'type': u'Point', u'coordinates': (-79.345967239, 43.7635146321)}"
157472,P90-4676803,900894,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,360,LESMILL RD,,M3B2T5,16,(416) 363-3373,20161014,,"{u'type': u'Point', u'coordinates': (-79.360953466, 43.7633456594)}"
157473,P90-4676799,900888,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,980,LAWRENCE AVE E,,M3C1R2,16,(416) 363-3373,20161014,,"{u'type': u'Point', u'coordinates': (-79.3445204322, 43.737437381)}"
