Building Address,Construction Completion Year,Name of Historic Resource,Neighbourhood,Warning Type 1,Warning Type 2,Latitude,Longitude,Location
9120 - 80 AVENUE NW,1912,William Armstrong Residence,KING EDWARD PARK,Inventory of Historic Resources,,53.516348,-113.468401,"(53.51634796362697, -113.46840093934787)"
104 St. George's Crescent NW,1941,Armstrong Residence,GLENORA,Inventory of Historic Resources,,53.541162,-113.553806,"(53.541161678591735, -113.55380649412307)"
10311 - 138 STREET NW,1948,Wotherspoon Residence,GLENORA,Inventory of Historic Resources,,53.545052,-113.559214,"(53.545052241655746, -113.55921370177138)"
7 - ALEXANDER CIRCLE NW,1921,Spencer Residence,GLENORA,Inventory of Historic Resources,,53.544112,-113.550655,"(53.544111991423016, -113.55065451903045)"
90 AVENUE - 113 STREET,1930,Arts Building,UNIVERSITY OF ALBERTA,Inventory of Historic Resources,,53.527140,-113.526124,"(53.52713968374802, -113.52612354718134)"
9819 - 92 Avenue,1914,Charles Edward K. Cox Residence,STRATHCONA,Inventory of Historic Resources,,53.527042,-113.483811,"(53.527041865988444, -113.48381111446348)"
9902 - 111 STREET NW,1911,Cornelius Gallagher Residence,OLIVER,Inventory of Historic Resources,,53.537433,-113.512643,"(53.53743254767059, -113.51264339776871)"
7507 - BORDEN PARK ROAD NW,1954,Bordern Park Pool,VIRGINIA PARK,Inventory of Historic Resources,,53.562686,-113.455772,"(53.56268560043413, -113.4557721624193)"
10336 - JASPER AVENUE NW,1909,Looby Block,DOWNTOWN,Inventory of Historic Resources,,53.541270,-113.498447,"(53.541269626608305, -113.4984470974581)"
11015 - 109 AVENUE NW,1950,Queen Mary Park Apartments,QUEEN MARY PARK,Inventory of Historic Resources,,53.554272,-113.511586,"(53.55427163830466, -113.51158643213702)"
12415 - STONY PLAIN ROAD NW,1963,Parkington Building,WESTMOUNT,Inventory of Historic Resources,,53.546821,-113.536874,"(53.5468207487302, -113.53687408972849)"
9907 - 103 STREET NW,1906,John Stocks Residence,DOWNTOWN,Inventory of Historic Resources,,53.537496,-113.496874,"(53.53749567662966, -113.49687446966647)"
10515 - 100 Street,1965,Edmonton Public Schools Maintenance Building,MCCAULEY,Inventory of Historic Resources,,53.548943,-113.491111,"(53.548942783646176, -113.49111125026424)"
10310 - 102 AVENUE NW,1910,The Boardwalk,DOWNTOWN,Inventory of Historic Resources,,53.543393,-113.497973,"(53.54339251751815, -113.49797283779785)"
5420 - 106 Street,1893,Mount Pleasant Cemetery,PLEASANT VIEW,Inventory of Historic Resources,,53.491768,-113.506249,"(53.49176788504164, -113.50624893131885)"
12403 Fort Road NW,1936,Canada Packers Chimney Stack,YELLOWHEAD CORRIDOR EAST,Municipal Historic Resource,,53.580639,-113.448914,"(53.58063850490798, -113.44891398483662)"
1810A - 156 STREET SW,1939,Ashby Residence,GLENRIDDING AREA,Inventory of Historic Resources,,53.415861,-113.593436,"(53.415861348748784, -113.59343602334935)"
3611 - 195 AVENUE NW,1940,Barn,EDMONTON ENERGY AND TECHNOLOGY PARK,Inventory of Historic Resources,,53.655885,-113.399753,"(53.65588529893206, -113.39975314225144)"
320 - GRIESBACH SCHOOL ROAD NW,1950,Major General Griesbach School,GRIESBACH,Inventory of Historic Resources,,53.606133,-113.497884,"(53.60613329570587, -113.49788357862495)"
10155 - 96 AVENUE NW,1958,Rossdale Power Plant - Control Building,ROSSDALE,Inventory of Historic Resources,Provincial Historic Resource,53.529541,-113.499760,"(53.52954141818015, -113.4997600483163)"
8307 - 109 Street NW,1958,Knox Metropolitan United Church,GARNEAU,Inventory of Historic Resources,,53.519365,-113.511262,"(53.51936543467963, -113.51126234409413)"
6020 -118 Street,1930,U of A Diary Barn,SOUTH CAMPUS,Inventory of Historic Resources,,53.500365,-113.535375,"(53.50036464436869, -113.53537515331135)"
13874 Ravine Drive NW,1953,Podersky Residence,GLENORA,Inventory of Historic Resources,,53.539488,-113.564000,"(53.53948837025929, -113.56399964923601)"
10125 - 97 AVENUE NW,1913,Donald Ross School,ROSSDALE,Inventory of Historic Resources,,53.533229,-113.494607,"(53.53322930087819, -113.49460678134744)"
2520 - PEGASUS BOULEVARD NW,1955,Griesbach Quarters Masters Building and Griecbach School Heritage,GRIESBACH,Inventory of Historic Resources,,53.606485,-113.510284,"(53.60648475569009, -113.5102835521552)"
10327 - 133 Street NW,1914,English Residence,GLENORA,Inventory of Historic Resources,,53.545458,-113.550747,"(53.545458372390186, -113.5507465856172)"
9905 - 115 STREET NW,1935,Norris Residence,OLIVER,Inventory of Historic Resources,,53.537478,-113.519086,"(53.53747803609611, -113.51908643934908)"
10128 - 105 AVENUE NW,1914,A. MacDonald Building,CENTRAL MCDOUGALL,Municipal Historic Resource,Provincial Historic Resource,53.548083,-113.495129,"(53.548083413597766, -113.49512944965244)"
9938 - 85 AVENUE NW,1912,Thomas Scott Residence,STRATHCONA,Municipal Historic Resource,Provincial Registered Historic Resource,53.521198,-113.488005,"(53.52119756828221, -113.48800498405654)"
9514 - 154 Street NW,1949,Pederson Residence,WEST JASPER PLACE,Inventory of Historic Resources,,53.532234,-113.587301,"(53.53223357687071, -113.5873014864292)"
13108 - CHURCHILL CRESCENT NW,1950,Hethrington Residence,GLENORA,Inventory of Historic Resources,,53.544891,-113.548795,"(53.544890679688876, -113.54879497850337)"
11523 - 100 AVENUE NW,1909,LeMarchand Mansion,OLIVER,Inventory of Historic Resources,Provincial Historic Resource,53.538416,-113.520618,"(53.538416471966485, -113.52061761368634)"
9406 - 118 AVENUE NW,1951,Grocery / Bank Of Montreal,ALBERTA AVENUE,Inventory of Historic Resources,,53.570635,-113.485992,"(53.57063466184349, -113.48599220476314)"
11404 - 89 AVENUE NW,1951,University of Alberta Rutherford Library,UNIVERSITY OF ALBERTA,Inventory of Historic Resources,,53.527140,-113.526124,"(53.52713968374802, -113.52612354718134)"
13612 - RAVINE DRIVE NW,1952,Kline Residence,GLENORA,Inventory of Historic Resources,,53.539775,-113.557262,"(53.53977533261099, -113.55726167261824)"
9716 - 111 STREET NW,1909,Hugh McDonald Residence,OLIVER,Inventory of Historic Resources,,53.534592,-113.512645,"(53.534592144774486, -113.51264502465918)"
10450 - 72 AVENUE NW,1954,Strathcona High School,QUEEN ALEXANDRA,Inventory of Historic Resources,,53.509021,-113.499125,"(53.50902136044525, -113.49912464198464)"
10149 - 122 STREET NW,1945,Rev. Vikman Residence 10145 122 St,OLIVER,Inventory of Historic Resources,,53.542645,-113.531932,"(53.54264525419541, -113.53193215242054)"
9828 - 88 AVENUE NW,1911,Robert Palmer Residence,STRATHCONA,Inventory of Historic Resources,,53.523784,-113.484126,"(53.5237836694553, -113.4841258803012)"
10310 - 85 AVENUE NW,1911,Connaught Armouries,STRATHCONA,Municipal Historic Resource,Provincial Historic Resource,53.521212,-113.496081,"(53.52121191904416, -113.49608088647008)"
11760 - 109 Street,1942,Hangar #11,EDMONTON MUNICIPAL AIRPORT,Inventory of Historic Resources,,53.572217,-113.519135,"(53.57221686746055, -113.51913545005536)"
13520 - 102 AVENUE NW,1915,Glenora School,GLENORA,Inventory of Historic Resources,,53.543834,-113.555479,"(53.54383444491279, -113.55547931482153)"
6240 - 113 STREET NW,1956,Alberta School for the Deaf,UNIVERSITY OF ALBERTA FARM,Inventory of Historic Resources,,53.499843,-113.525203,"(53.499843349310666, -113.52520289288783)"
13712 - 104 Avenue,1970,Westminster School,GLENORA,Inventory of Historic Resources,,53.546983,-113.558373,"(53.54698346837369, -113.5583734543362)"
10706 - 84 AVENUE NW,1934,Emery Residence,GARNEAU,Municipal Historic Resource,,53.520308,-113.506686,"(53.52030802340513, -113.50668630853043)"
10338 - 81 Avenue,1950,Vet's Sheet Metal Building,STRATHCONA JUNCTION,Inventory of Historic Resources,,53.517215,-113.497041,"(53.51721511011494, -113.49704064907542)"
10718 - 126 STREET NW,1913,Brick Residence,WESTMOUNT,Inventory of Historic Resources,,53.551515,-113.539950,"(53.55151502783147, -113.53994991895044)"
10269 - 97 STREET NW,1910,Biamonte Block,BOYLE STREET,Inventory of Historic Resources,,53.545550,-113.486398,"(53.54555004156603, -113.48639827380454)"
10943 - 84 AVENUE NW,1926,Garneau Tennis Courts,GARNEAU,Inventory of Historic Resources,,53.519570,-113.512529,"(53.519570137030726, -113.51252933594067)"
11762 - 106 Street NW,,Northern Alberta Institute of Technology,EDMONTON MUNICIPAL AIRPORT,Inventory of Historic Resources,,53.568241,-113.505144,"(53.56824128343473, -113.50514381774089)"
10008 - 84 AVENUE NW,1902,John Thomas Radford House,STRATHCONA,Municipal Historic Resource,,53.520274,-113.489225,"(53.52027426323671, -113.48922518415682)"
10039 - 80 Avenue,1933,Edward Vince Residence,RITCHIE,Inventory of Historic Resources,,53.515846,-113.490318,"(53.51584576165079, -113.49031837930335)"
11616 - 95A STREET NW,1915,Simon Humphries Residence,ALBERTA AVENUE,Inventory of Historic Resources,,53.567822,-113.489133,"(53.567822446360786, -113.4891333239862)"
10446 - CONNAUGHT DRIVE NW,1928,De Wynter Residence,GLENORA,Inventory of Historic Resources,,53.547364,-113.546971,"(53.54736395430913, -113.54697102091993)"
11102 - 125 STREET NW,1915,Stone Residence,INGLEWOOD,Inventory of Historic Resources,,53.559079,-113.538190,"(53.559078836240495, -113.5381900437978)"
10157 - 122 STREET NW,1944,Naverseth Residence,OLIVER,Inventory of Historic Resources,,53.542864,-113.531932,"(53.54286418637389, -113.53193227618861)"
10502 - 137 STREET NW,1949,Pike Residence,GLENORA,Inventory of Historic Resources,,53.547956,-113.558479,"(53.54795571711817, -113.55847947357748)"
10359 - 82 AVENUE NW,1912,Hulbert Block,STRATHCONA JUNCTION,Municipal Historic Resource,,53.517757,-113.497114,"(53.517756633842865, -113.49711425262785)"
10839 - 126 STREET NW,1913,William Roxburgh Residence,WESTMOUNT,Inventory of Historic Resources,,53.553720,-113.538961,"(53.55371972891381, -113.5389605696176)"
8219 - 118 AVENUE NW,1950,Delton Wood And Coal Company Building,PARKDALE,Inventory of Historic Resources,,53.570165,-113.467804,"(53.570165001779046, -113.4678037941331)"
12116 - 102 Avenue,1921,Christ Church (Anglican) Parish Hall,OLIVER,Inventory of Historic Resources,,53.543351,-113.531788,"(53.543351145078844, -113.53178794194592)"
10329 - 82 AVENUE NW,1913,Commerical Hotel,STRATHCONA JUNCTION,Inventory of Historic Resources,,53.517754,-113.496054,"(53.51775419726568, -113.49605362177672)"
10002-04 - JASPER AVENUE NW,1961,Toronto Dominion Bank,DOWNTOWN,Inventory of Historic Resources,,53.541474,-113.490690,"(53.541473644548695, -113.49068970586458)"
26 Wellington Crescent NW,1942,Bank of Toronto Manager's Residence,GLENORA,Inventory of Historic Resources,,53.542304,-113.547198,"(53.542304048637924, -113.5471976803576)"
10986 - 125 STREET NW,1914,T.C. Smith Residence,WESTMOUNT,Inventory of Historic Resources,,53.556724,-113.538186,"(53.55672363461879, -113.53818609897647)"
7024 - 105A STREET NW,1910,William Cuthbert Residence,QUEEN ALEXANDRA,Inventory of Historic Resources,,53.507069,-113.503107,"(53.50706931966812, -113.50310677105044)"
10837 - 83 Avenue,1912,J.M. Kinnear Residence,GARNEAU,Inventory of Historic Resources,,53.518823,-113.510783,"(53.5188233814964, -113.51078297852956)"
10950 - 81 Street,1923,Richard Wallace Residence,CROMDALE,Municipal Historic Resource,,53.558507,-113.465977,"(53.55850681374082, -113.46597704977991)"
12916 - 102 Avenue,1912,Greisbach Residence,GLENORA,Inventory of Historic Resources,,53.543378,-113.544812,"(53.543378009508146, -113.54481165461739)"
8223 - 99 Street NW,1909,John Geary Residence,STRATHCONA,Inventory of Historic Resources,,53.518778,-113.485824,"(53.51877782141625, -113.48582423503493)"
10228 - 130 Street NW,1949,McPherson Residence,GLENORA,Inventory of Historic Resources,,53.543986,-113.546261,"(53.543986265774656, -113.54626070805267)"
10146 - 121 STREET NW,1914,Dewas Court,OLIVER,Inventory of Historic Resources,,53.542251,-113.531320,"(53.54225074537287, -113.53131965463857)"
97/98 AVE & 100 STREET,1912,Dawson Bridge (East End Bridge),,Inventory of Historic Resources,,53.548802,-113.466871,"(53.548802, -113.466871)"
10504 - 117 STREET NW,1888,St. Joachim's Cemetery,QUEEN MARY PARK,Inventory of Historic Resources,,53.549661,-113.524591,"(53.54966101731495, -113.52459128443202)"
11108 - 125 STREET NW,1926,Guest Residence,INGLEWOOD,Inventory of Historic Resources,,53.559216,-113.538190,"(53.55921579737024, -113.53819037095006)"
8331 - 104 STREET NW,1913,Strathcona Public Library,STRATHCONA,Municipal Historic Resource,,53.519783,-113.497032,"(53.51978345744993, -113.49703229844937)"
11310 - 120 STREET NW,1953,Grinnel Warehouse,PRINCE RUPERT,Inventory of Historic Resources,,53.563093,-113.530103,"(53.56309322628575, -113.53010272836362)"
17480 - FORT ROAD NW,1950,Alberta Hospital Building Number 9,RURAL NORTH EAST HORSE HILL,Inventory of Historic Resources,,53.636679,-113.375299,"(53.63667932648459, -113.37529860999041)"
10245 - 153 Street NW,,Richards Residence,CANORA,Inventory of Historic Resources,,53.544693,-113.584570,"(53.54469347729123, -113.58457025853335)"
13219 - 102 AVENUE NW,1919,Anderson Residence,GLENORA,Inventory of Historic Resources,,53.542809,-113.551541,"(53.542809036772354, -113.55154090165018)"
12844 - FORT ROAD NW,1948,Joe's Grocery,BELVEDERE,Inventory of Historic Resources,,53.586826,-113.440074,"(53.58682554089884, -113.4400741964371)"
10425 - 99 AVENUE NW,1881,Edmonton Settlement School,DOWNTOWN,Municipal Historic Resource,Provincial Historic Resource,53.536825,-113.500167,"(53.53682545694203, -113.50016700863053)"
10306 - 137 STREET NW,1948,MacPherson Residence,GLENORA,Inventory of Historic Resources,,53.544916,-113.558478,"(53.54491556693552, -113.55847791057003)"
11613 - 97 STREET NW,1930,John C. Curlette Residence,ALBERTA AVENUE,Inventory of Historic Resources,,53.567815,-113.491277,"(53.56781476080179, -113.49127687764322)"
4450 - 106 Avenue,,Gold Bar Farms,CAPILANO,Inventory of Historic Resources,,,,
10232 - 130 Street NW,1929,Marshall Residence,GLENORA,Inventory of Historic Resources,,53.544117,-113.546239,"(53.54411714664057, -113.54623881479488)"
9832 - 87 Avenue,1913,William C. Dunn Residence,STRATHCONA,Inventory of Historic Resources,,53.522901,-113.484358,"(53.522900685422506, -113.48435760199544)"
13842 - RAVINE DRIVE NW,1959,Samuels Residence,GLENORA,Inventory of Historic Resources,,53.540033,-113.561852,"(53.540033337473496, -113.56185210188198)"
12748 - FORT ROAD NW,1912,Kennedale Building,BELVEDERE,Inventory of Historic Resources,,53.586041,-113.441806,"(53.58604120603284, -113.44180611370608)"
12202 - 88 Street NW,1940,Delton Grocery,DELTON,Municipal Historic Resource,,53.576901,-113.476688,"(53.57690089565713, -113.47668845743219)"
9660 - JASPER AVENUE NW,1912,Pendennis Hotel,BOYLE STREET,Municipal Historic Resource,,53.542898,-113.484101,"(53.5428976908937, -113.48410079656118)"
10931 - 74 STREET NW,1947,Virgina Park School,VIRGINIA PARK,Inventory of Historic Resources,,53.560718,-113.448471,"(53.56071758956515, -113.44847105549702)"
9924 - 110 STREET NW,1899,St. Joachim Church,OLIVER,Municipal Historic Resource,Provincial Historic Resource,53.538083,-113.510798,"(53.53808263562866, -113.51079755047908)"
10171 - SASKATCHEWAN DRIVE NW,1893,Edmonton Milling Co. (Ritchie Mill),STRATHCONA,Municipal Historic Resource,Provincial Historic Resource,53.523568,-113.494391,"(53.523568080078576, -113.49439129769662)"
9608 - 110 Avenue,1913,Rehwinkel Parsonage,MCCAULEY,Municipal Historic Resource,,53.557854,-113.489290,"(53.557853906241114, -113.48929048338518)"
10137 - 104 STREET NW,1911,Great Western Saddlery Co. Building,DOWNTOWN,Inventory of Historic Resources,,53.541873,-113.498714,"(53.54187269480241, -113.49871373247106)"
10517 - 126 STREET NW,1913,Munroe Residence,WESTMOUNT,Inventory of Historic Resources,,53.548345,-113.538952,"(53.548345060589206, -113.53895240025157)"
10333 - 132 Street,1959,Lakusta Residence,GLENORA,Inventory of Historic Resources,,53.545598,-113.549155,"(53.54559848656746, -113.54915522722473)"
10808 - 79 AVENUE NW,1929,L.M. Edwards Residence,QUEEN ALEXANDRA,Inventory of Historic Resources,,53.515475,-113.509730,"(53.515474859294805, -113.50972990612233)"
9620 - 109 AVENUE NW,1917,Ukrainian Greek Catholic Association Hall,MCCAULEY,Inventory of Historic Resources,,53.556031,-113.489143,"(53.556030785525465, -113.48914256300208)"
12721 - 120 Street NW,,Calder Cenotaph,CALDER,Municipal Historic Resource,,53.586180,-113.527899,"(53.58617958676497, -113.52789939785437)"
10750 - 125 STREET NW,1925,Bashor Residence,WESTMOUNT,Inventory of Historic Resources,,53.552372,-113.538177,"(53.552372195400025, -113.53817712866228)"
11054 - 80 AVENUE NW,1928,William Wensel Residence,GARNEAU,Inventory of Historic Resources,,53.516434,-113.517579,"(53.51643361873232, -113.51757946363672)"
10822 - 123 STREET NW,1914,Walton L. Smith Residence,WESTMOUNT,Municipal Historic Resource,,53.553246,-113.534629,"(53.55324580087288, -113.53462940884256)"
13104 - 104 Avenue NW,1948,Shoctor Residence,GLENORA,Inventory of Historic Resources,,53.546478,-113.548175,"(53.5464784933353, -113.54817500862524)"
7000 - 143 Street,1871,McDougall Methodist Church,FORT EDMONTON,Inventory of Historic Resources,,53.501459,-113.578921,"(53.50145916249133, -113.5789205489005)"
12845 - 102 Avenue,,Provincial Musum Stark Oak,GLENORA,Inventory of Historic Resources,,53.541831,-113.543958,"(53.54183119451204, -113.54395790968407)"
9 Tweedsmuir Crescent NW,1942,Swanson Residence,GLENORA,Inventory of Historic Resources,,53.542473,-113.551535,"(53.5424730968749, -113.55153499527044)"
10058 - MACDONALD DRIVE NW,1910,McDougall United Church,DOWNTOWN,Municipal Historic Resource,,53.539846,-113.493082,"(53.53984643200075, -113.49308230209945)"
11153 - 64 STREET NW,1912,Ernest W. Morehouse Residence,HIGHLANDS,Municipal Historic Resource,Provincial Registered Historic Resource,53.564966,-113.435749,"(53.564965873192065, -113.43574944656186)"
9549 - 103 AVENUE NW,1912,Joseph Reed Residence,BOYLE STREET,Inventory of Historic Resources,,53.546369,-113.482010,"(53.546368599994615, -113.48200964402379)"
9805 - 93 AVENUE NW,1914,Charles Baldwin Residence,STRATHCONA,Inventory of Historic Resources,,53.527984,-113.483146,"(53.52798444558869, -113.48314631195825)"
