RegistrationNum,RegisteredTypeMapped,RegisteredTypeDesc,RentalHousingUnits,PropertyName,RegisteredDate,ExpiresDate,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,PropertyContactName,Link,Latitude,Longitude,Location1
001-0119770,Rental Property,Registration,1,,2016-04-06,2021-04-06,Active Registration,6910 27TH AVE S,SEATTLE,WA,98108,Brad Lee,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0119770,47.5403801,-122.2974257,"6910 27TH AVE S
SEATTLE, WA 98108
(47.5403801, -122.2974257)"
001-0129257,Rental Property,Registration,1,,2016-12-19,2021-12-19,Active Registration,312 NE 81ST ST,SEATTLE,WA,98115,Wallace Loh,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0129257,47.68772117,-122.32504128,"312 NE 81ST ST
SEATTLE, WA 98115
(47.68772117, -122.32504128)"
001-0104173,Rental Property,Registration,6,Dayton,2020-02-11,2022-03-13,Active Registration,4311 DAYTON AVE N,SEATTLE,WA,98103,Walls Property Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0104173,47.65938184,-122.3524478,"4311 DAYTON AVE N
SEATTLE, WA 98103
(47.65938184, -122.3524478)"
001-0123252,Rental Property,Registration,1,,2016-08-08,2021-08-08,Active Registration,5251 FAUNTLEROY WAY SW,SEATTLE,WA,98136,Lamberto + Evelyn Sazon,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0123252,47.55415885,-122.38219502,"5251 FAUNTLEROY WAY SW
SEATTLE, WA 98136
(47.55415885, -122.38219502)"
001-0112190,Rental Property,Registration,1,Ambassador II,2020-08-10,2022-09-30,Active Registration,506 E HOWELL ST,SEATTLE,WA,98122,John Hayes,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0112190,47.61803326,-122.32483046,"506 E HOWELL ST
SEATTLE, WA 98122
(47.61803326, -122.32483046)"
001-0115896,Rental Property,Registration,1,"1226 Third Ave N, LLC",2020-11-23,2023-01-20,Active Registration,1226 3RD AVE N,SEATTLE,WA,98109,Charles Dagg,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0115896,47.63056297,-122.35084025,"1226 3RD AVE N
SEATTLE, WA 98109
(47.63056297, -122.35084025)"
001-0140998,Rental Property,Registration,1,,2020-11-23,2022-11-23,Active Registration,2659 NW 64TH ST,SEATTLE,WA,98107,David Drake,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0140998,47.67492052,-122.39252657,"2659 NW 64TH ST
SEATTLE, WA 98107
(47.67492052, -122.39252657)"
001-0119552,Rental Property,Registration,1,View Ridge Vista Condo,2016-03-31,2021-03-31,Active Registration,3514 NE 73RD ST,SEATTLE,WA,98115,Shuang Wang,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0119552,47.68146875,-122.28981317,"3514 NE 73RD ST
SEATTLE, WA 98115
(47.68146875, -122.28981317)"
001-0119142,Rental Property,Registration,266,Thornton Place,2016-03-29,2021-03-29,Active Registration,337 NE THORNTON PL,SEATTLE,WA,98125,"Northgate South Commons, LLC",https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0119142,47.70279981,-122.32435116,"337 NE THORNTON PL
SEATTLE, WA 98125
(47.70279981, -122.32435116)"
001-0119914,Rental Property,Registration,1,,2016-04-28,2021-04-28,Active Registration,13539 30TH AVE NE,SEATTLE,WA,98125,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0119914,47.7277612,-122.29679444,"13539 30TH AVE NE
SEATTLE, WA 98125
(47.7277612, -122.29679444)"
001-0133853,Rental Property,Registration,1,Roxbury,2018-05-09,2023-05-09,Active Registration,6020 S ROXBURY ST,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0133853,47.51734556,-122.25765296,"6020 S ROXBURY ST
SEATTLE, WA 98118
(47.51734556, -122.25765296)"
001-0128044,Rental Property,Registration,1,,2016-11-21,2021-11-21,Active Registration,7711 FOREST DR NE,SEATTLE,WA,98115,"ROANOKE GROUP, INC",https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0128044,47.68488264,-122.27678739,"7711 FOREST DR NE
SEATTLE, WA 98115
(47.68488264, -122.27678739)"
001-0137353,Rental Property,Registration,1,The Florentine,2019-09-05,2021-09-05,Active Registration,526 1st AVE S,Seattle,WA,98104,Rahel Abraham,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0137353,47.59731452,-122.33370217,"526 1st AVE S
Seattle, WA 98104
(47.59731452, -122.33370217)"
001-0124597,Rental Property,Registration,1,,2016-08-19,2021-08-19,Active Registration,653 NW 88TH ST,SEATTLE,WA,98117,Michael Thompson,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0124597,47.69262023,-122.36561119,"653 NW 88TH ST
SEATTLE, WA 98117
(47.69262023, -122.36561119)"
001-0139311,Rental Property,Registration,1,,2020-03-04,2022-03-04,Active Registration,1410 E Pine ST,,,,Maple Leaf Property Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0139311,47.61559829,-122.31388805,"1410 E Pine ST
(47.61559829, -122.31388805)"
001-0101427,Rental Property,Registration,11,Patricia Anne Apartments,2019-10-16,2021-10-16,Active Registration,1124 27TH AVE,SEATTLE,WA,98122,Quorum Real Estate,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0101427,47.61236275,-122.29731364,"1124 27TH AVE
SEATTLE, WA 98122
(47.61236275, -122.29731364)"
001-0101547,Rental Property,Registration,12,Charles IXX,2019-09-05,2021-09-25,Active Registration,2900 S BYRON ST,SEATTLE,WA,98144,Frank Tower,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0101547,47.57383649,-122.29594249,"2900 S BYRON ST
SEATTLE, WA 98144
(47.57383649, -122.29594249)"
001-0107780,Rental Property,Registration,1,,2020-04-29,2022-06-27,Active Registration,4749 35TH AVE NE,SEATTLE,WA,98105,Nancy Weitkamp,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0107780,47.66409962,-122.29044117,"4749 35TH AVE NE
SEATTLE, WA 98105
(47.66409962, -122.29044117)"
001-0100936,Rental Property,Registration,11,Vinemaple Apartments,2019-07-15,2021-09-12,Active Registration,2234 EASTLAKE AVE E,SEATTLE,WA,98102,Stephen Locke,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0100936,47.63924401,-122.32549916,"2234 EASTLAKE AVE E
SEATTLE, WA 98102
(47.63924401, -122.32549916)"
001-0115674,Rental Property,Registration,1,,2015-12-31,2020-12-31,Active Registration,2715 W HOWE ST,SEATTLE,WA,98199,Jimmy Wu,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0115674,47.63577271,-122.39220142,"2715 W HOWE ST
SEATTLE, WA 98199
(47.63577271, -122.39220142)"
001-0104134,Rental Property,Registration,5,York Apartments,2020-05-12,2022-05-12,Active Registration,202 23RD AVE E,SEATTLE,WA,98112,Urban Key Property Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0104134,47.62036307,-122.30224721,"202 23RD AVE E
SEATTLE, WA 98112
(47.62036307, -122.30224721)"
001-0127055,Rental Property,Registration,2,,2016-10-02,2021-10-02,Active Registration,2769 NW 65TH ST,SEATTLE,WA,98117,Benjamin Boynton,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0127055,47.67573693,-122.39278064,"2769 NW 65TH ST
SEATTLE, WA 98117
(47.67573693, -122.39278064)"
001-0122749,Rental Property,Registration,1,,2016-06-25,2021-06-25,Active Registration,214 19TH AVE E,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0122749,47.62018051,-122.30715006,"214 19TH AVE E
SEATTLE, WA 98112
(47.62018051, -122.30715006)"
001-0121106,Rental Property,Registration,1,,2016-06-03,2021-06-03,Active Registration,1933 42ND AVE E,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0121106,47.63673011,-122.27877529,"1933 42ND AVE E
SEATTLE, WA 98112
(47.63673011, -122.27877529)"
001-0113942,Rental Property,Registration,1,N/A,2020-11-23,2022-12-04,Active Registration,921 28TH AVE S,SEATTLE,WA,98144,Maple Leaf Property Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0113942,47.59403401,-122.29679202,"921 28TH AVE S
SEATTLE, WA 98144
(47.59403401, -122.29679202)"
001-0107795,Rental Property,Registration,1,10728 28th Ave NE,2020-06-11,2022-06-27,Active Registration,10728 28TH AVE NE,SEATTLE,WA,98125,Trisha Fridrich,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0107795,47.7074798,-122.29705703,"10728 28TH AVE NE
SEATTLE, WA 98125
(47.7074798, -122.29705703)"
001-0133494,Rental Property,Registration,1,Sutton Place,2018-03-12,2023-03-12,Active Registration,1221 MINOR AVE,SEATTLE,WA,98101,Ruchi Chopra,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0133494,47.61174193,-122.32612636,"1221 MINOR AVE
SEATTLE, WA 98101
(47.61174193, -122.32612636)"
001-0133379,Rental Property,Registration,1,,2018-02-20,2023-02-20,Active Registration,4729 35TH AVE S,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0133379,47.55984033,-122.28944053,"4729 35TH AVE S
SEATTLE, WA 98118
(47.55984033, -122.28944053)"
001-0103138,Rental Property,Registration,24,Park Royal Apts,2019-11-05,2021-12-09,Active Registration,3037 NE 143RD ST,SEATTLE,WA,98125,Gene Hammond,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0103138,47.73175826,-122.29465777,"3037 NE 143RD ST
SEATTLE, WA 98125
(47.73175826, -122.29465777)"
001-0117921,Rental Property,Registration,1,,2016-03-09,2021-03-09,Active Registration,10647 DURLAND AVE NE,SEATTLE,WA,98125,Maple Leaf Property Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0117921,47.70662772,-122.27808826,"10647 DURLAND AVE NE
SEATTLE, WA 98125
(47.70662772, -122.27808826)"
001-0138723,Rental Property,Registration,1,Belltown Court,2019-12-19,2021-12-19,Active Registration,2415 2ND AVE,SEATTLE,WA,98121,Graham Sheldon,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0138723,47.61481762,-122.34777922,"2415 2ND AVE
SEATTLE, WA 98121
(47.61481762, -122.34777922)"
001-0114052,Rental Property,Registration,1,,2020-11-23,2022-12-07,Active Registration,303 23RD AVE S,SEATTLE,WA,98144,Maple Leaf Property Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0114052,47.6000482,-122.30257422,"303 23RD AVE S
SEATTLE, WA 98144
(47.6000482, -122.30257422)"
001-0115106,Rental Property,Registration,1,,2015-12-24,2020-12-24,Active Registration,2015 D S MAIN ST,SEATTLE,WA,98144,Lindsey Watkins,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0115106,47.59984927,-122.30559125,"2015 D S MAIN ST
SEATTLE, WA 98144
(47.59984927, -122.30559125)"
001-0124471,Rental Property,Registration,1,,2016-08-09,2021-08-09,Active Registration,1912 VICTORIA AVE SW,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0124471,47.58631601,-122.38023702,"1912 VICTORIA AVE SW
SEATTLE, WA 98126
(47.58631601, -122.38023702)"
001-0115679,Rental Property,Registration,1,,2016-01-06,2021-01-06,Active Registration,2649 A NW 59TH ST,SEATTLE,WA,98107,Mandy Lane,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0115679,47.67135894,-122.39210879,"2649 A NW 59TH ST
SEATTLE, WA 98107
(47.67135894, -122.39210879)"
001-0133533,Rental Property,Registration,1,,2018-05-23,2023-05-23,Active Registration,7320 EAST GREEN LAKE DR N,SEATTLE,WA,98115,Susie Hong,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0133533,47.68114662,-122.32617921,"7320 EAST GREEN LAKE DR N
SEATTLE, WA 98115
(47.68114662, -122.32617921)"
001-0101002,Rental Property,Registration,14,MOOREA APARTMENTS,2019-09-13,2021-09-16,Active Registration,4618 FREMONT AVE N,SEATTLE,WA,98103,Fran Armstrong,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0101002,47.66269397,-122.34985907,"4618 FREMONT AVE N
SEATTLE, WA 98103
(47.66269397, -122.34985907)"
001-0115827,Rental Property,Registration,1,,2016-01-01,2021-01-01,Active Registration,1108 10 NW MARKET ST,SEATTLE,WA,98107,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0115827,47.66892694,-122.37135066,"1108 10 NW MARKET ST
SEATTLE, WA 98107
(47.66892694, -122.37135066)"
001-0106011,Rental Property,Registration,1,Grandview Plaza,2020-04-29,2022-05-28,Active Registration,4528 8TH AVE NE,SEATTLE,WA,98105,CENTURY 21 North Homes Realty Property Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0106011,47.66206463,-122.31925562,"4528 8TH AVE NE
SEATTLE, WA 98105
(47.66206463, -122.31925562)"
001-0124483,Rental Property,Registration,1,,2016-08-09,2021-08-09,Active Registration,4700 S ORCAS ST,SEATTLE,WA,98118,Barry Schwan,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0124483,47.55135158,-122.27405441,"4700 S ORCAS ST
SEATTLE, WA 98118
(47.55135158, -122.27405441)"
001-0131923,Rental Property,Registration,1,Big Blue,2017-06-30,2022-06-30,Active Registration,3415 23RD AVE S,SEATTLE,WA,98144,Leslie Lippi,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0131923,47.57258458,-122.30364989,"3415 23RD AVE S
SEATTLE, WA 98144
(47.57258458, -122.30364989)"
001-0133607,Rental Property,Registration,1,,2020-01-03,2023-03-29,Active Registration,3518 SW Elmgrove ST,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0133607,47.53070232,-122.37765732,"3518 SW Elmgrove ST
SEATTLE, WA 98126
(47.53070232, -122.37765732)"
001-0101337,Rental Property,Registration,12,The Overlook at Westridgge,2019-09-12,2021-09-22,Active Registration,7792 HIGHLAND PARK WAY SW,SEATTLE,WA,98106,Palladium Real Estate Services,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0101337,47.53218874,-122.34640261,"7792 HIGHLAND PARK WAY SW
SEATTLE, WA 98106
(47.53218874, -122.34640261)"
001-0134767,Rental Property,Registration,1,,2018-09-29,2023-09-29,Active Registration,1556 NW 62ND ST,SEATTLE,WA,98107,Dwellings,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0134767,47.67400102,-122.37859097,"1556 NW 62ND ST
SEATTLE, WA 98107
(47.67400102, -122.37859097)"
001-0109404,Rental Property,Registration,2,Densmore,2020-07-07,2022-08-10,Active Registration,13532 DENSMORE AVE N,SEATTLE,WA,98133,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0109404,47.72781056,-122.33800199,"13532 DENSMORE AVE N
SEATTLE, WA 98133
(47.72781056, -122.33800199)"
001-0123236,Rental Property,Registration,1,,2016-06-30,2021-06-30,Active Registration,9309 STONE AVE N,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0123236,47.69661817,-122.34209902,"9309 STONE AVE N
SEATTLE, WA 98103
(47.69661817, -122.34209902)"
001-0139577,Rental Property,Registration,1,,2020-04-21,2022-04-21,Active Registration,424 N 85TH ST,SEATTLE,WA,98103,Seattle Rental Group,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0139577,47.69094043,-122.35298001,"424 N 85TH ST
SEATTLE, WA 98103
(47.69094043, -122.35298001)"
001-0108771,Rental Property,Registration,1,,2020-06-19,2022-07-08,Active Registration,410 W ROY ST,SEATTLE,WA,98119,"Phillips Real Estate, LLC",https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0108771,47.626149,-122.36323678,"410 W ROY ST
SEATTLE, WA 98119
(47.626149, -122.36323678)"
001-0136727,Rental Property,Registration,1,newmark tower,2019-07-19,2021-07-19,Active Registration,1415 2ND AVE,SEATTLE,WA,98101,fei qi,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0136727,47.60870784,-122.33885537,"1415 2ND AVE
SEATTLE, WA 98101
(47.60870784, -122.33885537)"
001-0124620,Rental Property,Registration,1,,2016-08-23,2021-08-23,Active Registration,1622 33RD AVE,SEATTLE,WA,98122,Phillip Ng,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0124620,47.61593323,-122.28994744,"1622 33RD AVE
SEATTLE, WA 98122
(47.61593323, -122.28994744)"
001-0139026,Rental Property,Registration,1,,2020-01-29,2022-01-29,Active Registration,4214 THACKERAY PL NE,SEATTLE,WA,98105,Ji Fred Zhao,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0139026,47.65819186,-122.32600806,"4214 THACKERAY PL NE
SEATTLE, WA 98105
(47.65819186, -122.32600806)"
001-0120601,Rental Property,Registration,1,,2016-05-12,2021-05-12,Active Registration,2342 N 57TH ST,SEATTLE,WA,98103,South Lake Associates,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0120601,47.67035929,-122.32928172,"2342 N 57TH ST
SEATTLE, WA 98103
(47.67035929, -122.32928172)"
001-0126636,Rental Property,Registration,1,,2016-09-27,2021-09-27,Active Registration,8664 BEACON AVE S,SEATTLE,WA,98118,Phillip Ng,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0126636,47.52433648,-122.28619399,"8664 BEACON AVE S
SEATTLE, WA 98118
(47.52433648, -122.28619399)"
001-0138098,Rental Property,Registration,1,,2019-11-17,2021-11-17,Active Registration,3030 44th AVE SW,,,,John LeFevre,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0138098,47.57614018,-122.38776655,"3030 44th AVE SW
(47.57614018, -122.38776655)"
001-0138843,Rental Property,Registration,1,,2020-01-06,2022-01-06,Active Registration,2401 SW BRANDON ST,SEATTLE,WA,98106,Lakeshore Corporation,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0138843,47.55360566,-122.36339285,"2401 SW BRANDON ST
SEATTLE, WA 98106
(47.55360566, -122.36339285)"
001-0107248,Rental Property,Registration,2,,2020-06-25,2022-06-25,Active Registration,716 NE 47TH ST,SEATTLE,WA,98105,Deborah Pozarycki,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0107248,47.66331732,-122.31992868,"716 NE 47TH ST
SEATTLE, WA 98105
(47.66331732, -122.31992868)"
001-0139636,Rental Property,Registration,3,2372 48th SW,2020-05-05,2022-05-05,Active Registration,2372 48TH AVE SW,SEATTLE,WA,98116,Lawrence Nitkey,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0139636,47.58137491,-122.39253961,"2372 48TH AVE SW
SEATTLE, WA 98116
(47.58137491, -122.39253961)"
001-0104954,Rental Property,Registration,6,,2020-03-06,2022-03-31,Active Registration,5700 14TH AVE NW,SEATTLE,WA,98107,Louis W and Janice A Parent,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0104954,47.67047107,-122.37305261,"5700 14TH AVE NW
SEATTLE, WA 98107
(47.67047107, -122.37305261)"
001-0101114,Rental Property,Registration,17,Harbortown,2019-08-06,2021-09-30,Active Registration,1653 21ST AVE,SEATTLE,WA,98122,"CORNELL & ASSOCIATES, INC",https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0101114,47.61695489,-122.30540306,"1653 21ST AVE
SEATTLE, WA 98122
(47.61695489, -122.30540306)"
001-0134238,Rental Property,Registration,1,,2018-07-09,2023-07-09,Active Registration,3209 SW TRENTON ST,SEATTLE,WA,98126,Maple Leaf Property Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0134238,47.5244093,-122.37443071,"3209 SW TRENTON ST
SEATTLE, WA 98126
(47.5244093, -122.37443071)"
001-0139436,Rental Property,Registration,1,,2020-03-25,2022-03-25,Active Registration,2629 Boyer AVE E,Seattle,WA,98102,Ruth Harms,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0139436,47.64411615,-122.31743234,"2629 Boyer AVE E
Seattle, WA 98102
(47.64411615, -122.31743234)"
001-0102721,Rental Property,Registration,12,"Yale Apartments, LLC",2019-09-12,2021-10-08,Active Registration,2032 YALE AVE E,SEATTLE,WA,98102,Yale Apartments LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0102721,47.63776021,-122.32693783,"2032 YALE AVE E
SEATTLE, WA 98102
(47.63776021, -122.32693783)"
001-0117754,Rental Property,Registration,1,,2016-03-07,2021-03-07,Active Registration,9315 42ND AVE NE,SEATTLE,WA,98115,Toyoda Group,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0117754,47.69633815,-122.28311285,"9315 42ND AVE NE
SEATTLE, WA 98115
(47.69633815, -122.28311285)"
