TREE_ID,CIVIC_NUMBER,STD_STREET,GENUS_NAME,SPECIES_NAME,CULTIVAR_NAME,COMMON_NAME,ASSIGNED,ROOT_BARRIER,PLANT_AREA,ON_STREET_BLOCK,ON_STREET,NEIGHBOURHOOD_NAME,STREET_SIDE_NAME,HEIGHT_RANGE_ID,DIAMETER,CURB,DATE_PLANTED,Geom
233372,2230,HARRISON DRIVE,MALUS,XX,SNOWCLOUD,SNOWCLOUD CRABAPPLE,N,N,5,2200,HARRISON DRIVE,VICTORIA-FRASERVIEW,EVEN,1,3.0,Y,2012-03-21,"{'type': 'Point', 'coordinates': [-123.061806, 49.208892]}"
233374,2288,HARRISON DRIVE,MALUS,XX,SNOWCLOUD,SNOWCLOUD CRABAPPLE,N,N,5,2200,HARRISON DRIVE,VICTORIA-FRASERVIEW,EVEN,1,3.0,Y,2012-03-21,"{'type': 'Point', 'coordinates': [-123.060768, 49.208567]}"
233375,2288,HARRISON DRIVE,MALUS,XX,SNOWCLOUD,SNOWCLOUD CRABAPPLE,N,N,5,2200,HARRISON DRIVE,VICTORIA-FRASERVIEW,EVEN,1,3.0,Y,2012-03-21,"{'type': 'Point', 'coordinates': [-123.061243, 49.208703]}"
233378,4779,DUCHESS ST,CELTIS,OCCIDENTALIS,,COMMON HACKBERRY,Y,N,8,4700,DUCHESS ST,RENFREW-COLLINGWOOD,ODD,1,3.0,Y,2013-03-25,"{'type': 'Point', 'coordinates': [-123.049571, 49.241892]}"
233383,2609,E 8TH AV,PYRUS,CALLERYANA,CHANTICLEER,CHANTICLEER PEAR,N,N,8,2300,PENTICTON ST,HASTINGS-SUNRISE,EVEN,1,3.0,Y,2012-11-22,"{'type': 'Point', 'coordinates': [-123.052107, 49.263092]}"
233386,1404,W 64TH AV,CORNUS,XX,EDDIE'S WHITE WONDER,EDDIES WHITE WONDER DOGWOOD,N,N,8,8000,CARTIER ST,MARPOLE,ODD,1,3.0,Y,2013-03-21,"{'type': 'Point', 'coordinates': [-123.137764, 49.212778]}"
233389,2707,TRIUMPH ST,PYRUS,CALLERYANA,CHANTICLEER,CHANTICLEER PEAR,N,N,6,2700,TRIUMPH ST,HASTINGS-SUNRISE,ODD,1,3.0,Y,2012-11-22,"{'type': 'Point', 'coordinates': [-123.048984, 49.283931]}"
233396,2780,E 7TH AV,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,8,2700,E 7TH AV,HASTINGS-SUNRISE,EVEN,1,3.5,Y,2012-11-13,"{'type': 'Point', 'coordinates': [-123.047701, 49.263817]}"
233400,3428,OXFORD ST,MALUS,ZUMI,CALOCARPA,REDBUD CRABAPPLE,N,N,7,3400,OXFORD ST,HASTINGS-SUNRISE,EVEN,1,4.75,Y,2013-03-06,"{'type': 'Point', 'coordinates': [-123.030154, 49.285627]}"
233403,2715,GRAVELEY ST,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,9,2700,GRAVELEY ST,HASTINGS-SUNRISE,ODD,1,5.5,Y,2012-11-15,"{'type': 'Point', 'coordinates': [-123.048988, 49.270478]}"
233406,1594,W 68TH AV,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,8,8400,ADERA ST,MARPOLE,EVEN,1,3.0,Y,2012-11-14,"{'type': 'Point', 'coordinates': [-123.143556, 49.210422]}"
233410,917,W 17TH AV,MAGNOLIA,KOBUS,,KOBUS MAGNOLIA,N,N,8,900,W 17TH AV,SOUTH CAMBIE,ODD,1,3.0,Y,2013-02-19,"{'type': 'Point', 'coordinates': [-123.124856, 49.256261]}"
233415,2295,E 1ST AV,PRUNUS,SERRULATA,SHIROFUGEN,SHIROFUGEN CHERRY,N,N,10,1600,GARDEN DRIVE,GRANDVIEW-WOODLAND,ODD,1,9.0,N,2012-02-24,"{'type': 'Point', 'coordinates': [-123.058098, 49.269694]}"
233416,7015,BERKELEY ST,FAGUS,SYLVATICA,DAWYCKII,DAWYCK'S BEECH,N,N,2,2300,E 54TH AV,VICTORIA-FRASERVIEW,ODD,1,3.0,Y,2015-03-17,"{'type': 'Point', 'coordinates': [-123.058103, 49.220153]}"
233421,955,EVANS AV,FAGUS,SYLVATICA,,EUROPEAN BEECH,N,N,6,900,EVANS AV,STRATHCONA,ODD,1,6.0,Y,2013-02-28,"{'type': 'Point', 'coordinates': [-123.0827, 49.271097]}"
233423,1325,BURRARD ST,CARPINUS,BETULUS,,EUROPEAN HORNBEAM,N,N,8,1000,HARWOOD ST,WEST END,ODD,4,19.0,Y,,"{'type': 'Point', 'coordinates': [-123.131435, 49.277822]}"
233426,1050,BROUGHTON ST,PRUNUS,SERRULATA,SHIROFUGEN,SHIROFUGEN CHERRY,N,N,6,1300,COMOX ST,WEST END,ODD,1,4.0,Y,2012-04-02,"{'type': 'Point', 'coordinates': [-123.133939, 49.285014]}"
233429,8361,HUDSON ST,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,8,8300,HUDSON ST,MARPOLE,ODD,1,3.0,Y,2012-11-14,"{'type': 'Point', 'coordinates': [-123.134411, 49.210336]}"
233434,3536,W 23RD AV,CERCIDIPHYLLUM,JAPONICUM,,KATSURA TREE,N,N,10,3500,W 23RD AV,DUNBAR-SOUTHLANDS,EVEN,1,3.0,Y,2012-02-29,"{'type': 'Point', 'coordinates': [-123.18292, 49.2519]}"
233442,1838,NELSON ST,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,N,10,1800,NELSON ST,WEST END,EVEN,1,4.0,Y,2012-11-23,"{'type': 'Point', 'coordinates': [-123.139089, 49.289606]}"
233446,1475,W 33RD AV,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,12,1400,W 33RD AV,SHAUGHNESSY,ODD,1,3.0,Y,2012-10-23,"{'type': 'Point', 'coordinates': [-123.138268, 49.241886]}"
233449,1192,W 32ND AV,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,10,1100,W 32ND AV,SHAUGHNESSY,EVEN,1,6.0,Y,2012-10-23,"{'type': 'Point', 'coordinates': [-123.132721, 49.243011]}"
233453,6476,BLENHEIM ST,MALUS,ZUMI,CALOCARPA,REDBUD CRABAPPLE,N,N,4,6400,BLENHEIM ST,KERRISDALE,EVEN,1,4.0,Y,2012-03-06,"{'type': 'Point', 'coordinates': [-123.1787, 49.22766]}"
233457,6443,BEATRICE ST,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,10,6400,BEATRICE ST,VICTORIA-FRASERVIEW,ODD,1,3.0,Y,2012-11-16,"{'type': 'Point', 'coordinates': [-123.067139, 49.225933]}"
233460,5814,CHESTER ST,PRUNUS,VIRGINIANA,SCHUBERT,SCHUBERT CHOKECHERRY,N,N,10,5800,CHESTER ST,SUNSET,EVEN,1,3.0,Y,2012-04-04,"{'type': 'Point', 'coordinates': [-123.08912, 49.23185]}"
233467,1428,W 37TH AV,STYRAX,JAPONICA,,JAPANESE SNOWBELL,N,N,5,1400,W 37TH AV,SHAUGHNESSY,EVEN,1,4.0,Y,2013-01-04,"{'type': 'Point', 'coordinates': [-123.137646, 49.237933]}"
233468,3788,MACKENZIE ST,SORBUS,ARIA,LUTESCENS,GOLDEN WHITEBEAM,N,N,N,3700,MACKENZIE ST,ARBUTUS-RIDGE,EVEN,1,3.0,Y,2012-11-07,"{'type': 'Point', 'coordinates': [-123.17005, 49.25357]}"
233470,1122,W 32ND AV,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,8,1100,W 32ND AV,SHAUGHNESSY,EVEN,1,3.25,Y,2012-10-23,
233474,2442,E 54TH AV,PARROTIA,PERSICA,VANESSA,VANESSA PERSIAN IRONWOOD,N,N,2,2400,E 54TH AV,VICTORIA-FRASERVIEW,EVEN,1,3.0,Y,2018-03-07,
233475,1338,W 59TH AV,PRUNUS,X YEDOENSIS,AKEBONO,AKEBONO FLOWERING CHERRY,N,N,10,7500,MONTCALM ST,MARPOLE,ODD,1,3.0,Y,2013-02-27,"{'type': 'Point', 'coordinates': [-123.135545, 49.217191]}"
233476,2275,W 18TH AV,CERCIDIPHYLLUM,JAPONICUM,,KATSURA TREE,N,N,6,2200,W 18TH AV,ARBUTUS-RIDGE,ODD,1,3.0,Y,2013-01-22,"{'type': 'Point', 'coordinates': [-123.157247, 49.256322]}"
233479,2806,W 20TH AV,ACER,CAMPESTRE,PANACEK,PANACEK MAPLE,N,N,9,2800,W 20TH AV,ARBUTUS-RIDGE,EVEN,1,3.75,Y,2012-12-17,"{'type': 'Point', 'coordinates': [-123.16805, 49.25455]}"
233481,833,HEATLEY AV,AMELANCHIER,GRANDIFLORA X,AUTUMN BRILLIANCE,APPLE SERVICEBERRY,N,N,4,800,HEATLEY AV,STRATHCONA,ODD,1,3.0,Y,2013-02-26,"{'type': 'Point', 'coordinates': [-123.089788, 49.276944]}"
233488,2768,W 36TH AV,PRUNUS,X YEDOENSIS,AKEBONO,AKEBONO FLOWERING CHERRY,N,N,12,2700,W 36TH AV,ARBUTUS-RIDGE,EVEN,1,5.0,Y,2013-03-04,"{'type': 'Point', 'coordinates': [-123.16738, 49.2394]}"
233489,2973,W 20TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,9,2900,W 20TH AV,ARBUTUS-RIDGE,ODD,1,4.0,Y,2012-11-05,"{'type': 'Point', 'coordinates': [-123.17222, 49.25467]}"
233491,4448,COMMERCIAL ST,PSEUDOTSUGA,MENZIESII,,DOUGLAS FIR,N,N,B,4400,COMMERCIAL ST,KENSINGTON-CEDAR COTTAGE,EVEN,6,27.0,Y,,"{'type': 'Point', 'coordinates': [-123.067772, 49.245011]}"
233499,7033,CLARENDON ST,CORNUS,XX,EDDIE'S WHITE WONDER,EDDIES WHITE WONDER DOGWOOD,N,N,2,2400,E 54TH AV,VICTORIA-FRASERVIEW,EVEN,1,3.0,Y,2018-02-28,
233503,406,W 26TH AV,FAGUS,SYLVATICA,DAWYCKII  PURPLE,PURPLE DAWYCK BEECH,N,N,N,4200,YUKON ST,RILEY PARK,ODD,1,3.0,Y,2012-04-02,
233505,874,GRANVILLE ST,FAGUS,SYLVATICA,,EUROPEAN BEECH,N,N,G,800,GRANVILLE ST,DOWNTOWN,EVEN,1,3.0,Y,2012-03-02,"{'type': 'Point', 'coordinates': [-123.121013, 49.2805]}"
233506,1050,GRANVILLE ST,FAGUS,SYLVATICA,,EUROPEAN BEECH,N,N,G,1000,GRANVILLE ST,DOWNTOWN,EVEN,2,5.0,Y,2012-03-02,"{'type': 'Point', 'coordinates': [-123.12374, 49.278675]}"
233508,8039,OSLER ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,6,8000,OSLER ST,MARPOLE,ODD,1,4.0,Y,2013-01-17,"{'type': 'Point', 'coordinates': [-123.131575, 49.212397]}"
233515,5389,JOYCE ST,SYRINGA,RETICULATA,IVORY SILK,TREE LILAC,N,N,3,5300,JOYCE ST,RENFREW-COLLINGWOOD,ODD,1,3.0,Y,2012-03-30,"{'type': 'Point', 'coordinates': [-123.034668, 49.2355]}"
233517,927,PARK DRIVE,QUERCUS,PALUSTRIS,,PIN OAK,Y,N,10,900,PARK DRIVE,MARPOLE,ODD,1,2.0,Y,2012-03-30,"{'type': 'Point', 'coordinates': [-123.127983, 49.213928]}"
233518,937,PARK DRIVE,QUERCUS,PALUSTRIS,,PIN OAK,Y,N,10,900,PARK DRIVE,MARPOLE,ODD,1,1.75,N,2012-03-30,"{'type': 'Point', 'coordinates': [-123.128262, 49.214006]}"
233519,6330,MACDONALD ST,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,8,6300,MACDONALD ST,KERRISDALE,EVEN,1,3.0,Y,2012-03-09,
233525,7450,HUDSON ST,PRUNUS,X YEDOENSIS,AKEBONO,AKEBONO FLOWERING CHERRY,N,N,N,7400,HUDSON ST,MARPOLE,EVEN,1,3.0,Y,2012-02-24,"{'type': 'Point', 'coordinates': [-123.133982, 49.217901]}"
233527,5498,TRAFALGAR ST,CERCIDIPHYLLUM,JAPONICUM,,KATSURA TREE,N,N,12,2600,W 39TH AV,ARBUTUS-RIDGE,ODD,1,3.0,Y,2013-01-22,"{'type': 'Point', 'coordinates': [-123.165596, 49.236642]}"
233529,8123,SHAUGHNESSY ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,8100,SHAUGHNESSY ST,MARPOLE,ODD,1,3.0,Y,2013-01-17,
233533,8695,SW MARINE DRIVE,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,N,4,8600,SW MARINE DRIVE,MARPOLE,ODD,1,3.0,N,2013-02-27,"{'type': 'Point', 'coordinates': [-123.142318, 49.207236]}"
233537,1691,W 41ST AV,ACER,CAMPESTRE,EVELYN,EVELYN HEDGE MAPLE,N,N,10,1691,MARGUERITE ST,SHAUGHNESSY,EVEN,1,3.0,Y,2013-11-12,
233539,3819,SW MARINE DRIVE,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,6,3800,SW MARINE DRIVE,DUNBAR-SOUTHLANDS,ODD,1,3.0,N,2012-11-13,
233543,3122,BLENHEIM ST,PARROTIA,PERSICA,VANESSA,VANESSA PERSIAN IRONWOOD,N,Y,5,3100,BLENHEIM ST,KITSILANO,EVEN,1,3.0,Y,2012-11-05,"{'type': 'Point', 'coordinates': [-123.17798, 49.25829]}"
233545,2101,W 22ND AV,PRUNUS,CERASIFERA,ATROPURPUREUM,PISSARD PLUM,N,N,4,3700,ARBUTUS ST,ARBUTUS-RIDGE,ODD,2,20.0,Y,,"{'type': 'Point', 'coordinates': [-123.153156, 49.252706]}"
233547,2188,E 54TH AV,FAGUS,SYLVATICA,DAWYCKII  PURPLE,PURPLE DAWYCK BEECH,N,N,2,2100,E 54TH AV,VICTORIA-FRASERVIEW,EVEN,1,3.0,Y,2014-03-13,"{'type': 'Point', 'coordinates': [-123.062777, 49.220192]}"
233550,2160,E 54TH AV,FAGUS,SYLVATICA,DAWYCKII,DAWYCK'S BEECH,Y,N,2,2100,E 54TH AV,VICTORIA-FRASERVIEW,EVEN,1,3.0,Y,2014-03-12,"{'type': 'Point', 'coordinates': [-123.063146, 49.220196]}"
233555,3707,W 35TH AV,ROBINIA,PSEUDOACACIA,FRISIA,GOLD LEAF BLACK LOCUST,N,N,12,3700,W 35TH AV,DUNBAR-SOUTHLANDS,ODD,1,3.0,Y,2013-02-28,"{'type': 'Point', 'coordinates': [-123.18676, 49.24054]}"
233556,3841,W 18TH AV,CARPINUS,BETULUS,FASTIGIATA,PYRAMIDAL EUROPEAN HORNBEAM,N,N,10,3800,W 18TH AV,DUNBAR-SOUTHLANDS,ODD,1,3.0,Y,2012-12-07,
233563,3199,CROWN ST,ACER,PLATANOIDES,PRINCETON GOLD,PRINCETON GOLD MAPLE,N,N,10,4000,W 16TH AV,WEST POINT GREY,ODD,1,3.0,Y,2014-01-30,"{'type': 'Point', 'coordinates': [-123.19443, 49.25822]}"
233566,4430,W 13TH AV,CORNUS,XX,EDDIE'S WHITE WONDER,EDDIES WHITE WONDER DOGWOOD,N,N,12,4400,W 13TH AV,WEST POINT GREY,EVEN,1,3.0,Y,2013-03-22,"{'type': 'Point', 'coordinates': [-123.20728, 49.26102]}"
233570,4362,CAMBIE ST,CORNUS,XX,EDDIE'S WHITE WONDER,EDDIES WHITE WONDER DOGWOOD,N,N,18,4300,CAMBIE ST,RILEY PARK,EVEN,1,3.0,Y,2013-03-20,
233572,1503,W 61ST AV,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,10,1500,W 61ST AV,MARPOLE,ODD,1,3.0,Y,2012-11-15,"{'type': 'Point', 'coordinates': [-123.140504, 49.215944]}"
233574,1633,W 8TH AV,ACER,RUBRUM,RED SUNSET,RED SUNSET RED MAPLE,N,N,B,2300,FIR ST,FAIRVIEW,ODD,2,9.0,Y,,"{'type': 'Point', 'coordinates': [-123.141205, 49.264692]}"
233581,1616,PENDRELL ST,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,Y,10,1600,PENDRELL ST,WEST END,EVEN,1,13.0,Y,2012-11-01,"{'type': 'Point', 'coordinates': [-123.138434, 49.286392]}"
233584,2738,CRANBERRY DRIVE,CARPINUS,BETULUS,FASTIGIATA,PYRAMIDAL EUROPEAN HORNBEAM,N,Y,4,2700,CRANBERRY DRIVE,KITSILANO,EVEN,2,4.0,Y,2012-12-14,"{'type': 'Point', 'coordinates': [-123.153605, 49.26175]}"
233585,1593,W 61ST AV,ACER,RUBRUM,FRANK JR,SCARLET MAPLE FRANK JR,N,N,10,1500,W 61ST AV,MARPOLE,ODD,1,3.0,Y,2013-03-24,"{'type': 'Point', 'coordinates': [-123.143153, 49.215983]}"
233587,1669,W 61ST AV,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,8,1600,W 61ST AV,MARPOLE,ODD,1,3.0,Y,2012-11-15,"{'type': 'Point', 'coordinates': [-123.145407, 49.216019]}"
233590,2536,E 54TH AV,PARROTIA,PERSICA,VANESSA,VANESSA PERSIAN IRONWOOD,N,N,2,2500,E 54TH AV,VICTORIA-FRASERVIEW,EVEN,1,3.0,Y,2018-03-09,
233604,406,W 62ND AV,ACER,RUBRUM,OCTOBER GLORY,OCTOBER GLORY RED MAPLE,N,N,N,400,W 62ND AV,MARPOLE,EVEN,1,3.0,N,2012-12-11,"{'type': 'Point', 'coordinates': [-123.114939, 49.214036]}"
233606,5456,COLUMBIA ST,PARROTIA,PERSICA,,PERSIAN IRONWOOD,N,N,8,5400,COLUMBIA ST,RILEY PARK,EVEN,1,3.0,Y,2013-01-29,"{'type': 'Point', 'coordinates': [-123.110526, 49.236525]}"
233607,2355,SPRUCE ST,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,8,2300,SPRUCE ST,FAIRVIEW,ODD,1,3.0,Y,2012-11-06,"{'type': 'Point', 'coordinates': [-123.129017, 49.264658]}"
233608,2552,E 54TH AV,PARROTIA,PERSICA,VANESSA,VANESSA PERSIAN IRONWOOD,N,N,2,2500,E 54TH AV,VICTORIA-FRASERVIEW,EVEN,1,3.0,Y,2018-03-09,
233610,4873,PRINCE ALBERT ST,MAGNOLIA,SIEBOLDII,,SIEBOLD'S MAGNOLIA,N,N,N,4800,PRINCE ALBERT ST,KENSINGTON-CEDAR COTTAGE,ODD,1,3.0,Y,2013-04-05,"{'type': 'Point', 'coordinates': [-123.088033, 49.240731]}"
233611,2337,E PENDER ST,ACER,CAMPESTRE,,HEDGE MAPLE,N,N,18,2300,E PENDER ST,GRANDVIEW-WOODLAND,ODD,1,3.0,Y,2013-04-11,
233612,1777,GRANDVIEW HWY NORTH,PRUNUS,LUSITANICA,,PORTUGUESE LAUREL,Y,N,8,1700,N GRANDVIEW HIGHWAY,GRANDVIEW-WOODLAND,MED,1,8.5,Y,2013-01-24,
233615,1090,MELVILLE ST,ACER,RUBRUM,AUTUMN FLAME,AUTUMN FLAME RED MAPLE,N,N,3,600,BUTE ST,DOWNTOWN,EVEN,1,3.0,Y,2012-04-10,"{'type': 'Point', 'coordinates': [-123.124409, 49.287644]}"
233617,1090,MELVILLE ST,ACER,RUBRUM,AUTUMN FLAME,AUTUMN FLAME RED MAPLE,N,N,3,600,BUTE ST,DOWNTOWN,EVEN,1,3.0,Y,2012-04-11,"{'type': 'Point', 'coordinates': [-123.124542, 49.287531]}"
233622,1170,BUTE ST,PARROTIA,PERSICA,VANESSA,VANESSA PERSIAN IRONWOOD,N,N,C,1100,BUTE ST,WEST END,EVEN,1,3.0,Y,2012-04-05,"{'type': 'Point', 'coordinates': [-123.133076, 49.281906]}"
233626,250,GEORGIA VIADUCT,PRUNUS,VIRGINIANA,SCHUBERT,SCHUBERT CHOKECHERRY,Y,N,27,200,GEORGIA VIADUCT,STRATHCONA,EVEN,1,3.0,Y,2012-04-03,"{'type': 'Point', 'coordinates': [-123.097537, 49.276906]}"
233628,250,GEORGIA VIADUCT,PRUNUS,VIRGINIANA,SCHUBERT,SCHUBERT CHOKECHERRY,Y,N,21,200,GEORGIA VIADUCT,STRATHCONA,EVEN,1,3.0,Y,2012-04-03,"{'type': 'Point', 'coordinates': [-123.097772, 49.276969]}"
233630,250,GEORGIA VIADUCT,PRUNUS,VIRGINIANA,SCHUBERT,SCHUBERT CHOKECHERRY,Y,N,14,200,GEORGIA VIADUCT,STRATHCONA,EVEN,1,3.0,Y,2012-04-03,"{'type': 'Point', 'coordinates': [-123.098189, 49.277078]}"
233633,385,N BOUNDARY ROAD,AMELANCHIER,CANADENSIS,,SERVICEBERRY,N,N,40,300,N BOUNDARY ROAD,HASTINGS-SUNRISE,MED,1,3.0,Y,2012-04-04,"{'type': 'Point', 'coordinates': [-123.023433, 49.288642]}"
233636,6015,DUNBAR ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,6,6000,DUNBAR ST,DUNBAR-SOUTHLANDS,ODD,1,3.0,Y,2012-11-06,"{'type': 'Point', 'coordinates': [-123.18549, 49.23202]}"
233641,575,E 26TH AV,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,9,500,E 26TH AV,RILEY PARK,ODD,1,3.0,Y,2012-10-22,"{'type': 'Point', 'coordinates': [-123.092498, 49.247706]}"
233648,570,W 63RD AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,8,500,W 63RD AV,MARPOLE,EVEN,1,3.0,Y,2013-01-21,"{'type': 'Point', 'coordinates': [-123.119261, 49.213219]}"
233652,3689,SELKIRK ST,ACER,RUBRUM,FRANK JR,SCARLET MAPLE FRANK JR,N,N,7,3600,SELKIRK ST,SHAUGHNESSY,ODD,1,3.0,Y,2013-03-22,"{'type': 'Point', 'coordinates': [-123.132408, 49.252645]}"
233657,1755,COTTRELL ST,CORNUS,XX,EDDIE'S WHITE WONDER,EDDIES WHITE WONDER DOGWOOD,N,N,4,1700,COTTRELL ST,STRATHCONA,ODD,1,4.0,Y,2012-04-05,"{'type': 'Point', 'coordinates': [-123.084782, 49.267854]}"
233658,1755,COTTRELL ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,4,1700,COTTRELL ST,STRATHCONA,ODD,1,3.0,Y,2012-04-05,"{'type': 'Point', 'coordinates': [-123.084749, 49.267942]}"
233660,1755,COTTRELL ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,4,1700,COTTRELL ST,STRATHCONA,ODD,1,3.0,Y,2012-04-05,"{'type': 'Point', 'coordinates': [-123.084677, 49.268124]}"
233661,1755,COTTRELL ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,4,1700,COTTRELL ST,STRATHCONA,ODD,1,5.0,Y,2012-04-05,"{'type': 'Point', 'coordinates': [-123.084643, 49.268204]}"
233662,1755,COTTRELL ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,4,1700,COTTRELL ST,STRATHCONA,ODD,1,7.0,Y,2012-04-05,"{'type': 'Point', 'coordinates': [-123.084604, 49.268303]}"
233665,3306,TRUTCH ST,CERCIDIPHYLLUM,JAPONICUM,,KATSURA TREE,N,N,6,3300,TRUTCH ST,ARBUTUS-RIDGE,EVEN,1,4.25,Y,2012-04-04,"{'type': 'Point', 'coordinates': [-123.17588, 49.25686]}"
233672,4594,BALACLAVA ST,CARPINUS,CAROLINIANA,,AMERICAN HORNBEAM,N,N,N,4500,BALACLAVA ST,DUNBAR-SOUTHLANDS,EVEN,1,3.0,Y,2012-04-11,"{'type': 'Point', 'coordinates': [-123.17563, 49.24589]}"
233675,1090,MELVILLE ST,ACER,RUBRUM,AUTUMN FLAME,AUTUMN FLAME RED MAPLE,N,N,3,600,BUTE ST,DOWNTOWN,EVEN,1,3.0,Y,2012-04-10,"{'type': 'Point', 'coordinates': [-123.124354, 49.287681]}"
233676,345,N BOUNDARY ROAD,AMELANCHIER,CANADENSIS,,SERVICEBERRY,N,N,40,300,N BOUNDARY ROAD,HASTINGS-SUNRISE,MED,1,3.0,Y,2012-04-10,"{'type': 'Point', 'coordinates': [-123.023404, 49.288278]}"
233684,5680,MAIN ST,ACER,PLATANOIDES,GLOBOSUM,GLOBEHEAD NORWAY MAPLE,N,N,8,200,E WOODSTOCK AV,RILEY PARK,EVEN,1,3.0,Y,2012-11-15,"{'type': 'Point', 'coordinates': [-123.101051, 49.233544]}"
233685,400,BUTE ST,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,Y,N,5,400,BUTE ST,DOWNTOWN,EVEN,1,4.0,Y,2012-11-23,"{'type': 'Point', 'coordinates': [-123.122923, 49.288622]}"
233689,1454,PENDRELL ST,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,N,5,1400,PENDRELL ST,WEST END,EVEN,1,5.75,Y,2012-11-23,"{'type': 'Point', 'coordinates': [-123.136004, 49.284823]}"
233692,1281,E 22ND AV,MALUS,ZUMI,CALOCARPA,REDBUD CRABAPPLE,N,N,4,1200,E 22ND AV,KENSINGTON-CEDAR COTTAGE,ODD,1,3.0,Y,2013-03-15,"{'type': 'Point', 'coordinates': [-123.078503, 49.25088]}"
233704,6393,BALACLAVA ST,CERCIDIPHYLLUM,JAPONICUM,,KATSURA TREE,N,N,N,3200,W 48TH AV,KERRISDALE,ODD,1,4.0,Y,,
233705,2925,W 21ST AV,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,8,2900,W 21ST AV,ARBUTUS-RIDGE,ODD,1,6.5,Y,2012-11-20,"{'type': 'Point', 'coordinates': [-123.17081, 49.25377]}"
233710,688,E 56TH AV,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,3,600,E 56TH AV,SUNSET,EVEN,1,3.0,Y,2012-10-19,"{'type': 'Point', 'coordinates': [-123.091517, 49.219078]}"
233712,150,E 60TH AV,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,12,100,E 60TH AV,SUNSET,EVEN,1,3.0,Y,2012-10-19,"{'type': 'Point', 'coordinates': [-123.103351, 49.215831]}"
233714,2096,E 38TH AV,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,9,2000,E 38TH AV,KENSINGTON-CEDAR COTTAGE,EVEN,1,3.0,Y,2012-12-17,"{'type': 'Point', 'coordinates': [-123.063993, 49.235873]}"
233716,8026,ARGYLE ST,FAGUS,SYLVATICA,DAWYCKII,DAWYCK'S BEECH,N,N,2,8000,ARGYLE ST,VICTORIA-FRASERVIEW,EVEN,1,3.0,Y,2018-02-27,
233719,5644,ROSS ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,5600,ROSS ST,KENSINGTON-CEDAR COTTAGE,EVEN,1,3.0,Y,2012-11-13,"{'type': 'Point', 'coordinates': [-123.082478, 49.233408]}"
233724,2172,W 22ND AV,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,8,2100,W 22ND AV,ARBUTUS-RIDGE,EVEN,1,5.0,Y,2012-10-24,"{'type': 'Point', 'coordinates': [-123.155086, 49.252569]}"
