Contravention Date,Contravention In Last 7 Days,Ticket Type,Ticket Description,Contravention Code,Contravention Code Suffix,Contravention Code Description,Ticket Issued Via CCTV Camera,Controlled Parking Zone Area,Street,Vehicle Category,Vehicle Removed,Status Of Case,Charging Band Description,Civil Enforcement Officer Error,Penalty Charge Notice Cancelled,Penalty Charge Notice Written Off,Cancellation Reason,Foreign Vehicle,Country Vehicle Registered To,Has Appeal,Formal Representation,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Last Uploaded,Socrata ID
20/09/2014,No,O/S TMA,On Street Contravention,06,,Parked without clearly displaying a valid pay & display ticket or voucher,No,CA-F,HARMOOD STREET NW1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:36:27 AM,65571
19/02/2015,No,CCTV TMA,CCTV Parking Contravention,47J,J,Stopped on a restricted bus stop/stand - camera enforcement,Yes,CA-M,KENTISH TOWN ROAD NW5,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000131,Cantelowes,528972,184553,-0.141475,51.545143,"(51.545143, -0.141475)",Fixed CCTV Camera,31/12/2017 01:59:43 AM,367260
19/09/2014,No,CCTV TMA,CCTV Parking Contravention,02J,J,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force - camera enforcement,Yes,CA-M,KENTISH TOWN ROAD NW5,(Private) Car,No,WrittenOff,Band A (Higher),No,No,Yes,Write Off,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:33:35 AM,30419
05/04/2014,No,O/S TMA,On Street Contravention,21R,R,Parked wholly or partly in a suspended bay or space - residents` bay,No,CA-B,GLENMORE ROAD NW3,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:43:48 AM,146657
22/08/2014,No,MTC,Moving Traffic Contravention,32D,D,Failing to drive in the direction shown by the arrow on a blue sign (proceeding in the wrong direction),Yes,CA-C,GREAT RUSSELL STREET WC1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:45:31 AM,164517
13/01/2015,No,MTC,Moving Traffic Contravention,51J,J,Failing to comply with a no entry restriction - camera enforcement,Yes,CA-L,GRAFTON ROAD NW5,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:48:22 AM,184869
09/07/2014,No,O/S TMA,On Street Contravention,24,,Not parked correctly within the markings of the bay or space,No,CA-P,MILL LANE (CA-P) NW6,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000145,West Hampstead,525070,185207,-0.197488,51.551892,"(51.551892, -0.197488)",Civil Enforcement Officer GPS Location,31/12/2017 02:25:11 AM,608231
27/11/2014,No,O/S TMA,On Street Contravention,06,,Parked without clearly displaying a valid pay & display ticket or voucher,No,CA-E,GRAFTON WAY W1,(Private) Car,No,Cancelled,Band A (Lower),No,Yes,No,Liability Waived,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:35:44 AM,55934
21/01/2015,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-G,CHALTON STREET NW1,(Private) Car,No,Cancelled,Band A (Higher),No,Yes,No,Discretion / Mitigation,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:31:05 AM,4737
20/11/2014,No,O/S TMA,On Street Contravention,05U,U,Parked after the expiry of paid for time mobile phone parking,No,CA-C,LINCOLNS INN FIELDS WC2,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:35:25 AM,51703
22/07/2014,No,MTC,Moving Traffic Contravention,52M,M,Failing to comply with a prohibition on certain types of vehicle (no motor vehicles),Yes,CA-L,GRAFTON ROAD NW5,Other,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:48:52 AM,207309
27/08/2014,No,O/S TMA,On Street Contravention,05U,U,Parked after the expiry of paid for time mobile phone parking,No,CA-F,ARLINGTON ROAD NW1,Small Van,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:35:18 AM,50434
16/02/2015,No,O/S TMA,On Street Contravention,30P,P,Parked for longer than permitted - pay & display,No,CA-U,SOUTH GROVE N6,(Private) Car,No,Paid/Closed,Band B (Lower),No,No,No,,No,United Kingdom,No,No,E05000137,Highgate,528283,187379,-0.150368,51.570697,"(51.570697, -0.150368)",Civil Enforcement Officer GPS Location,31/12/2017 02:17:01 AM,571425
23/03/2015,No,CCTV TMA,CCTV Parking Contravention,47J,J,Stopped on a restricted bus stop/stand - camera enforcement,Yes,CA-B,CONSTANTINE ROAD NW3,Large Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000135,Hampstead Town,527313,185511,-0.16504,51.554129,"(51.554129, -0.16504)",Fixed CCTV Camera,31/12/2017 01:59:27 AM,359395
17/01/2015,No,O/S TMA,On Street Contravention,11,,Parked without payment of the parking charge,No,CA-F,HARMOOD STREET NW1,(Private) Car,No,Cancelled,Band A (Lower),No,Yes,No,Liability Waived,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:36:41 AM,70265
12/03/2015,No,O/S TMA,On Street Contravention,21,,Parked wholly or partly in a suspended bay or space,No,CA-D,BERNARD STREET WC1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:43:24 AM,142339
29/07/2014,No,O/S TMA,On Street Contravention,21,,Parked wholly or partly in a suspended bay or space,No,CA-G,AUGUSTUS STREET NW1,Small Van,Yes,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:43:22 AM,141893
14/03/2015,No,O/S TMA,On Street Contravention,47,,Stopped on a restricted bus stop/stand,No,CA-Q,KILBURN HIGH ROAD,Large Van,No,Paid/Closed,Band B (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:46:56 AM,171583
24/03/2015,No,O/S TMA,On Street Contravention,11,,Parked without payment of the parking charge,No,CA-C,MUSEUM STREET WC1,Small Van,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:37:30 AM,79019
04/08/2014,No,MTC,Moving Traffic Contravention,52M,M,Failing to comply with a prohibition on certain types of vehicle (no motor vehicles),Yes,CA-L,GRAFTON ROAD NW5,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:48:52 AM,207443
03/02/2015,No,O/S TMA,On Street Contravention,05U,U,Parked after the expiry of paid for time mobile phone parking,No,CA-D,BEDFORD ROW WC1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:35:23 AM,51427
15/09/2014,No,MTC,Moving Traffic Contravention,50R,R,Performing a prohibited turn (no right turn),Yes,CA-E,MALET STREET WC1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000129,Bloomsbury,529724,182109,-0.131537,51.523008,"(51.523008, -0.131537)",Fixed CCTV Camera,31/12/2017 01:58:10 AM,322237
07/07/2014,No,O/S TMA,On Street Contravention,05U,U,Parked after the expiry of paid for time mobile phone parking,No,CA-H,ROSSLYN HILL (CA-H) NW3,(Private) Car,No,WrittenOff,Band A (Lower),No,No,Yes,Write Off,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:35:20 AM,50749
11/04/2014,No,O/S TMA,On Street Contravention,21,,Parked wholly or partly in a suspended bay or space,No,CA-B,MARESFIELD GARDENS NW3,(Private) Car,No,Cancelled,Band A (Higher),No,Yes,No,Lines & Signs Issue,No,United Kingdom,No,Yes,,,,,,,,Unknown,31/12/2017 01:43:02 AM,136914
27/08/2014,No,O/S TMA,On Street Contravention,47,,Stopped on a restricted bus stop/stand,No,CA-P,WEST END LANE (CA-P/W) NW6,Large Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000145,West Hampstead,525454,185169,-0.191965,51.551469,"(51.551469, -0.191965)",Civil Enforcement Officer GPS Location,31/12/2017 02:04:12 AM,406003
11/03/2015,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-D,GREAT JAMES STREET WC1,Small Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,530784,181893,-0.116348,51.520817,"(51.520817, -0.116348)",Civil Enforcement Officer GPS Location,31/12/2017 03:40:08 AM,1447252
26/02/2015,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-B,FELLOWS ROAD NW3,(Private) Car,No,Cancelled,Band A (Higher),No,Yes,No,Discretion / Mitigation,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:31:07 AM,5104
26/01/2015,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-M,GAISFORD STREET NW5,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:31:51 AM,16822
23/06/2014,No,O/S TMA,On Street Contravention,05U,U,Parked after the expiry of paid for time mobile phone parking,No,CA-H,FITZJOHNS AVENUE (CA-H) NW3,Large Van,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:35:34 AM,53965
26/12/2014,No,MTC,Moving Traffic Contravention,32D,D,Failing to drive in the direction shown by the arrow on a blue sign (proceeding in the wrong direction),Yes,CA-C,GREAT RUSSELL STREET WC1,(Private) Car,No,WrittenOff,Band A (Higher),No,No,Yes,Write Off,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:45:31 AM,164589
09/12/2014,No,O/S TMA,On Street Contravention,05P,P,Parked after the expiry of paid for time - Pay & display,No,CA-D,PORTPOOL LANE EC1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:34:40 AM,41747
25/11/2014,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-D,BEDFORD ROW WC1,Small Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:31:31 AM,12079
09/09/2014,No,O/S TMA,On Street Contravention,05S,S,Parked after the expiry of paid for time - Shared use bay,No,CA-J,REGENTS PARK ROAD (CA-J) NW1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:35:03 AM,47603
24/10/2014,No,O/S TMA,On Street Contravention,21,,Parked wholly or partly in a suspended bay or space,No,CA-B,HOWITT ROAD NW3,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:43:10 AM,138241
21/06/2014,No,O/S TMA,On Street Contravention,62,,Parked with one or more wheels on or over a footpath or any part of a road other than a carriageway,No,CA-H,THE MOUNT NW3,Small Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:49:11 AM,210159
17/07/2014,No,O/S TMA,On Street Contravention,06,,Parked without clearly displaying a valid pay & display ticket or voucher,No,CA-N,AGAR GROVE NW1,(Private) Car,No,Outstanding,Band A (Lower),No,No,No,,Yes,(Other),No,No,E05000131,Cantelowes,529475,184281,-0.13433,51.542579,"(51.542579, -0.13433)",Civil Enforcement Officer GPS Location,31/12/2017 03:08:00 AM,1118270
09/11/2014,No,MTC,Moving Traffic Contravention,51J,J,Failing to comply with a no entry restriction - camera enforcement,Yes,CA-D,ORDE HALL STREET WC1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,Yes,Yes,,,,,,,,Unknown,31/12/2017 01:48:36 AM,193970
12/03/2015,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-C,BURY PLACE WC1,Other,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,530275,181526,-0.123818,51.517637,"(51.517637, -0.123818)",Civil Enforcement Officer GPS Location,31/12/2017 03:37:59 AM,1407104
14/04/2014,No,MTC,Moving Traffic Contravention,52M,M,Failing to comply with a prohibition on certain types of vehicle (no motor vehicles),Yes,CA-L,GRAFTON ROAD NW5,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:48:49 AM,205854
18/02/2015,No,O/S TMA,On Street Contravention,21,,Parked wholly or partly in a suspended bay or space,No,CA-N,ST. AUGUSTINES ROAD NW1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,Yes,,,,,,,,Unknown,31/12/2017 01:43:22 AM,141752
03/03/2015,No,O/S TMA,On Street Contravention,11,,Parked without payment of the parking charge,No,CA-G,WILMOT PLACE NW1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000131,Cantelowes,529171,184418,-0.138656,51.543882,"(51.543882, -0.138656)",Civil Enforcement Officer GPS Location,31/12/2017 03:03:52 AM,1046612
25/01/2015,No,O/S TMA,On Street Contravention,62,,Parked with one or more wheels on or over a footpath or any part of a road other than a carriageway,No,CA-C,DYOTT STREET WC1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:49:11 AM,210185
26/07/2014,No,O/S TMA,On Street Contravention,40,,Parked in a designated disabled persons parking place without displaying a valid disabled persons badge in the prescribed manner,No,CA-U,CHETWYND ROAD NW5,(Private) Car,Yes,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,Yes,Yes,,,,,,,,Unknown,31/12/2017 01:46:48 AM,170830
16/01/2015,No,O/S TMA,On Street Contravention,11,,Parked without payment of the parking charge,No,CA-C,BARTER STREET WC1,Small Van,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,530387,181557,-0.122181,51.517892,"(51.517892, -0.122181)",Civil Enforcement Officer GPS Location,31/12/2017 03:03:34 AM,1042292
06/11/2014,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-K,QUEX ROAD NW6,Small Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:30:56 AM,3272
24/07/2014,No,MTC,Moving Traffic Contravention,52M,M,Failing to comply with a prohibition on certain types of vehicle (no motor vehicles),Yes,CA-L,GRAFTON ROAD NW5,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:48:52 AM,207333
20/08/2014,No,O/S TMA,On Street Contravention,05P,P,Parked after the expiry of paid for time - Pay & display,No,CA-F,BAYHAM STREET NW1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:34:45 AM,42926
04/03/2015,No,O/S TMA,On Street Contravention,21,,Parked wholly or partly in a suspended bay or space,No,CA-B,CONSTANTINE ROAD NW3,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:43:10 AM,138330
17/06/2014,No,CCTV TMA,CCTV Parking Contravention,99J,J,Stopped on a pedestrian crossing and/or crossing area marked by zig-zags - camera enforcement,Yes,CA-H,SOUTH END ROAD NW3,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:49:53 AM,220451
08/07/2014,No,O/S TMA,On Street Contravention,21,,Parked wholly or partly in a suspended bay or space,No,CA-H,HAMPSTEAD HILL GARDENS NW3,(Private) Car,Yes,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,Yes,Yes,,,,,,,,Unknown,31/12/2017 01:43:37 AM,145108
28/10/2014,No,O/S TMA,On Street Contravention,05U,U,Parked after the expiry of paid for time mobile phone parking,No,CA-H,HAMPSTEAD HIGH STREET NW3,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000135,Hampstead Town,526599,185645,-0.17528,51.555494,"(51.555494, -0.17528)",Civil Enforcement Officer GPS Location,31/12/2017 03:13:18 AM,1158538
26/11/2014,No,O/S TMA,On Street Contravention,06,,Parked without clearly displaying a valid pay & display ticket or voucher,No,CA-D,WAKEFIELD STREET WC1,(Private) Car,No,Cancelled,Band A (Lower),No,Yes,No,Liability Waived,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:36:29 AM,66079
07/01/2015,No,O/S TMA,On Street Contravention,21,,Parked wholly or partly in a suspended bay or space,No,CA-K,WEST END LANE (CA-K) NW6,(Private) Car,No,Cancelled,Band A (Higher),No,Yes,No,Liability Waived,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:43:03 AM,137008
07/01/2015,No,CCTV TMA,CCTV Parking Contravention,02J,J,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force - camera enforcement,Yes,CA-M,KENTISH TOWN ROAD NW5,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:33:35 AM,30800
15/09/2014,No,MTC,Moving Traffic Contravention,50R,R,Performing a prohibited turn (no right turn),Yes,CA-R,COMPAYNE GARDENS NW6,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:48:04 AM,183812
01/09/2014,No,O/S TMA,On Street Contravention,06,,Parked without clearly displaying a valid pay & display ticket or voucher,No,CA-G,NORTH GOWER STREET NW1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:36:20 AM,63981
03/12/2014,No,MTC,Moving Traffic Contravention,50L,L,Performing a prohibited turn (no left turn),Yes,CA-D,PHOENIX PLACE WC1,Large Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:47:37 AM,173584
23/07/2014,No,CCTV TMA,CCTV Parking Contravention,02J,J,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force - camera enforcement,Yes,CA-M,KENTISH TOWN ROAD NW5,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:33:34 AM,30228
08/04/2014,No,CCTV TMA,CCTV Parking Contravention,99J,J,Stopped on a pedestrian crossing and/or crossing area marked by zig-zags - camera enforcement,Yes,CA-H,SOUTH END ROAD NW3,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,Yes,,,,,,,,Unknown,31/12/2017 01:49:52 AM,220164
28/09/2014,No,CCTV TMA,CCTV Parking Contravention,99J,J,Stopped on a pedestrian crossing and/or crossing area marked by zig-zags - camera enforcement,Yes,CA-H,SOUTH END ROAD NW3,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:49:53 AM,220765
30/08/2014,No,O/S TMA,On Street Contravention,05P,P,Parked after the expiry of paid for time - Pay & display,No,CA-H,HEATH STREET NW3,(Private) Car,No,Cancelled,Band A (Lower),No,Yes,No,Liability Waived,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:34:43 AM,42482
17/03/2015,No,CCTV TMA,CCTV Parking Contravention,47J,J,Stopped on a restricted bus stop/stand - camera enforcement,Yes,CA-E,TOTTENHAM COURT ROAD W1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000129,Bloomsbury,529334,182169,-0.137133,51.523636,"(51.523636, -0.137133)",Fixed CCTV Camera,31/12/2017 02:03:44 AM,397015
18/07/2014,No,MTC,Moving Traffic Contravention,32D,D,Failing to drive in the direction shown by the arrow on a blue sign (proceeding in the wrong direction),Yes,CA-C,GREAT RUSSELL STREET WC1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:45:29 AM,163099
20/07/2014,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-F,CASTLE ROAD NW1,(Private) Car,Yes,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000139,Kentish Town,528909,184717,-0.142318,51.54663,"(51.54663, -0.142318)",Civil Enforcement Officer GPS Location,31/12/2017 03:38:16 AM,1412531
09/01/2015,No,O/S TMA,On Street Contravention,21,,Parked wholly or partly in a suspended bay or space,No,CA-B,ENGLANDS LANE NW3,Small Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:43:10 AM,138291
01/02/2015,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-F,CASTLEHAVEN ROAD NW1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:31:29 AM,11764
03/07/2014,No,MTC,Moving Traffic Contravention,52M,M,Failing to comply with a prohibition on certain types of vehicle (no motor vehicles),Yes,CA-L,GRAFTON ROAD NW5,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:48:51 AM,206964
30/09/2014,No,O/S TMA,On Street Contravention,99,,Stopped on a pedestrian crossing or crossing area marked by zigzags,No,CA-H,SOUTH END ROAD NW3,Small Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,Yes,,,,,,,,Unknown,31/12/2017 01:49:48 AM,217512
21/01/2015,No,CCTV TMA,CCTV Parking Contravention,62J,J,Parked with one or more wheels on or over a footpath or any part of a road other than a carriageway - camera enforcement,Yes,CA-H,HEATH STREET NW3,(Private) Car,No,Cancelled,Band A (Higher),No,Yes,No,PATAS Instruction,No,United Kingdom,Yes,Yes,,,,,,,,Unknown,31/12/2017 01:49:37 AM,214743
